census_tract,GEOID,income_group_code,income_group,cra_level,nLoans1,nLoans100k,nLoans250k,nLoansToSmallest,nLoansTotal,nWorkingLoans,amtLoans1_adj,amtLoans100k_adj,amtLoans250k_adj,amtLoansToSmallest_adj,amtLoansTotal_adj,amtWorkingLoans_adj,Total number of jobs,Number of jobs for workers age 29 or younger,Number of jobs for workers age 30 to 54,Number of jobs for workers age 55 or older,Number of jobs with earnings $1250/month or less,Number of jobs with earnings $1251/month to $3333/month,Number of jobs with earnings greater than $3333/month,"Number of jobs in NAICS sector 11 (Agriculture, Forestry, Fishing and Hunting)","Number of jobs in NAICS sector 21 (Mining, Quarrying, and Oil and Gas Extraction)",Number of jobs in NAICS sector 22 (Utilities),Number of jobs in NAICS sector 23 (Construction),Number of jobs in NAICS sector 31-33 (Manufacturing),Number of jobs in NAICS sector 42 (Wholesale Trade),Number of jobs in NAICS sector 44-45 (Retail Trade),Number of jobs in NAICS sector 48-49 (Transportation and Warehousing),Number of jobs in NAICS sector 51 (Information),Number of jobs in NAICS sector 52 (Finance and Insurance),Number of jobs in NAICS sector 53 (Real Estate and Rental and Leasing),"Number of jobs in NAICS sector 54 (Professional, Scientific, and Technical Services)",Number of jobs in NAICS sector 55 (Management of Companies and Enterprises),Number of jobs in NAICS sector 56 (Administrative and Support and Waste Management and Remediation Services),Number of jobs in NAICS sector 61 (Educational Services),Number of jobs in NAICS sector 62 (Health Care and Social Assistance),"Number of jobs in NAICS sector 71 (Arts, Entertainment, and Recreation)",Number of jobs in NAICS sector 72 (Accommodation and Food Services),Number of jobs in NAICS sector 81 (Other Services [except Public Administration]),Number of jobs in NAICS sector 92 (Public Administration),"Number of jobs for workers with Race: White, Alone",Number of jobs for workers with Race: Black or African American Alone,Number of jobs for workers with Race: American Indian or Alaska Native Alone,Number of jobs for workers with Race: Asian Alone,Number of jobs for workers with Race: Native Hawaiian or Other Pacific Islander Alone,Number of jobs for workers with Race: Two or More Race Groups,Number of jobs for workers with Ethnicity: Not Hispanic or Latino,Number of jobs for workers with Ethnicity: Hispanic or Latino,Number of jobs for workers with Educational Attainment: Less than high school,"Number of jobs for workers with Educational Attainment: High school or equivalent, no college",Number of jobs for workers with Educational Attainment: Some college or Associate degree,Number of jobs for workers with Educational Attainment: Bachelor's degree or advanced degree,Number of jobs for workers with Sex: Male,Number of jobs for workers with Sex: Female,Number of jobs for workers at firms with Firm Age: 0-1 Years,Number of jobs for workers at firms with Firm Age: 2-3 Years,Number of jobs for workers at firms with Firm Age: 4-5 Years,Number of jobs for workers at firms with Firm Age: 6-10 Years,Number of jobs for workers at firms with Firm Age: 11+ Years,Number of jobs for workers at firms with Firm Size: 0-19 Employees,Number of jobs for workers at firms with Firm Size: 20-49 Employees,Number of jobs for workers at firms with Firm Size: 50-249 Employees,Number of jobs for workers at firms with Firm Size: 250-499 Employees,Number of jobs for workers at firms with Firm Size: 500+ Employees,nWorkingLoans_per_sbjob2015,amtWorkingLoans_per_sbjob2015_adj
1608.02,14000US24510160802,5,40% to 50% of MFI,low,44,0,1,26,45,3.0,221418.44696432023,0.0,891750.3672187612,1035917.0662298038,1113168.8141830813,956077.1824002794,10.0,1.0,1.0,8.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,3.0,0.0,5.0,2.0,8.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.3,95607.71824002794
1608.02,14000US24510160802,5,40% to 50% of MFI,low,44,0,1,26,45,3.0,221418.44696432023,0.0,891750.3672187612,1035917.0662298038,1113168.8141830813,956077.1824002794,10.0,1.0,1.0,8.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,3.0,0.0,5.0,2.0,8.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.3,95607.71824002794
1608.02,14000US24510160802,5,40% to 50% of MFI,low,44,0,1,26,45,3.0,221418.44696432023,0.0,891750.3672187612,1035917.0662298038,1113168.8141830813,956077.1824002794,10.0,1.0,1.0,8.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,3.0,0.0,5.0,2.0,8.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.3,95607.71824002794
1608.02,14000US24510160802,5,40% to 50% of MFI,low,44,0,1,26,45,3.0,221418.44696432023,0.0,891750.3672187612,1035917.0662298038,1113168.8141830813,956077.1824002794,10.0,1.0,1.0,8.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,3.0,0.0,5.0,2.0,8.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.3,95607.71824002794
1608.02,14000US24510160802,6,50% to 60% of MFI,moderate,44,0,1,26,45,3.0,221418.44696432023,0.0,891750.3672187612,1035917.0662298038,1113168.8141830813,956077.1824002794,10.0,1.0,1.0,8.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,3.0,0.0,5.0,2.0,8.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.3,95607.71824002794
1701.0,14000US24510170100,6,50% to 60% of MFI,moderate,175,6,2,102,183,119.0,2306904.281831748,978743.8341899283,831647.4183239528,1714875.571541559,4117295.5343456296,3531095.3958999356,1929.0,312.0,1122.0,495.0,382.0,697.0,850.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,24.0,74.0,28.0,0.0,277.0,26.0,1364.0,0.0,50.0,57.0,0.0,545.0,1199.0,4.0,152.0,1.0,28.0,1866.0,63.0,221.0,373.0,530.0,493.0,650.0,1279.0,6.0,12.0,9.0,64.0,1838.0,145.0,40.0,25.0,35.0,1684.0,0.8206896551724138,24352.382040689212
1701.0,14000US24510170100,3,20% to 30% of MFI,low,175,6,2,102,183,119.0,2306904.281831748,978743.8341899283,831647.4183239528,1714875.571541559,4117295.5343456296,3531095.3958999356,1929.0,312.0,1122.0,495.0,382.0,697.0,850.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,24.0,74.0,28.0,0.0,277.0,26.0,1364.0,0.0,50.0,57.0,0.0,545.0,1199.0,4.0,152.0,1.0,28.0,1866.0,63.0,221.0,373.0,530.0,493.0,650.0,1279.0,6.0,12.0,9.0,64.0,1838.0,145.0,40.0,25.0,35.0,1684.0,0.8206896551724138,24352.382040689212
1701.0,14000US24510170100,3,20% to 30% of MFI,low,175,6,2,102,183,119.0,2306904.281831748,978743.8341899283,831647.4183239528,1714875.571541559,4117295.5343456296,3531095.3958999356,1929.0,312.0,1122.0,495.0,382.0,697.0,850.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,24.0,74.0,28.0,0.0,277.0,26.0,1364.0,0.0,50.0,57.0,0.0,545.0,1199.0,4.0,152.0,1.0,28.0,1866.0,63.0,221.0,373.0,530.0,493.0,650.0,1279.0,6.0,12.0,9.0,64.0,1838.0,145.0,40.0,25.0,35.0,1684.0,0.8206896551724138,24352.382040689212
1701.0,14000US24510170100,3,20% to 30% of MFI,low,175,6,2,102,183,119.0,2306904.281831748,978743.8341899283,831647.4183239528,1714875.571541559,4117295.5343456296,3531095.3958999356,1929.0,312.0,1122.0,495.0,382.0,697.0,850.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,24.0,74.0,28.0,0.0,277.0,26.0,1364.0,0.0,50.0,57.0,0.0,545.0,1199.0,4.0,152.0,1.0,28.0,1866.0,63.0,221.0,373.0,530.0,493.0,650.0,1279.0,6.0,12.0,9.0,64.0,1838.0,145.0,40.0,25.0,35.0,1684.0,0.8206896551724138,24352.382040689212
1701.0,14000US24510170100,3,20% to 30% of MFI,low,175,6,2,102,183,119.0,2306904.281831748,978743.8341899283,831647.4183239528,1714875.571541559,4117295.5343456296,3531095.3958999356,1929.0,312.0,1122.0,495.0,382.0,697.0,850.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,24.0,74.0,28.0,0.0,277.0,26.0,1364.0,0.0,50.0,57.0,0.0,545.0,1199.0,4.0,152.0,1.0,28.0,1866.0,63.0,221.0,373.0,530.0,493.0,650.0,1279.0,6.0,12.0,9.0,64.0,1838.0,145.0,40.0,25.0,35.0,1684.0,0.8206896551724138,24352.382040689212
1701.0,14000US24510170100,3,20% to 30% of MFI,low,175,6,2,102,183,119.0,2306904.281831748,978743.8341899283,831647.4183239528,1714875.571541559,4117295.5343456296,3531095.3958999356,1929.0,312.0,1122.0,495.0,382.0,697.0,850.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,24.0,74.0,28.0,0.0,277.0,26.0,1364.0,0.0,50.0,57.0,0.0,545.0,1199.0,4.0,152.0,1.0,28.0,1866.0,63.0,221.0,373.0,530.0,493.0,650.0,1279.0,6.0,12.0,9.0,64.0,1838.0,145.0,40.0,25.0,35.0,1684.0,0.8206896551724138,24352.382040689212
1701.0,14000US24510170100,4,30% to 40% of MFI,low,175,6,2,102,183,119.0,2306904.281831748,978743.8341899283,831647.4183239528,1714875.571541559,4117295.5343456296,3531095.3958999356,1929.0,312.0,1122.0,495.0,382.0,697.0,850.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,24.0,74.0,28.0,0.0,277.0,26.0,1364.0,0.0,50.0,57.0,0.0,545.0,1199.0,4.0,152.0,1.0,28.0,1866.0,63.0,221.0,373.0,530.0,493.0,650.0,1279.0,6.0,12.0,9.0,64.0,1838.0,145.0,40.0,25.0,35.0,1684.0,0.8206896551724138,24352.382040689212
1702.0,14000US24510170200,3,20% to 30% of MFI,low,42,0,0,19,42,6.0,271298.5014027053,0.0,0.0,153236.93425216028,271298.5014027053,66161.75422185693,310.0,104.0,156.0,50.0,88.0,150.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,27.0,17.0,0.0,7.0,71.0,83.0,0.0,84.0,10.0,0.0,107.0,187.0,1.0,14.0,0.0,1.0,301.0,9.0,35.0,54.0,69.0,48.0,149.0,161.0,5.0,2.0,8.0,30.0,265.0,59.0,93.0,3.0,0.0,155.0,0.1016949152542373,1121.3856647772361
1702.0,14000US24510170200,1,< 10% of Median Family Income (MFI),low,42,0,0,19,42,6.0,271298.5014027053,0.0,0.0,153236.93425216028,271298.5014027053,66161.75422185693,310.0,104.0,156.0,50.0,88.0,150.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,27.0,17.0,0.0,7.0,71.0,83.0,0.0,84.0,10.0,0.0,107.0,187.0,1.0,14.0,0.0,1.0,301.0,9.0,35.0,54.0,69.0,48.0,149.0,161.0,5.0,2.0,8.0,30.0,265.0,59.0,93.0,3.0,0.0,155.0,0.1016949152542373,1121.3856647772361
1702.0,14000US24510170200,1,< 10% of Median Family Income (MFI),low,42,0,0,19,42,6.0,271298.5014027053,0.0,0.0,153236.93425216028,271298.5014027053,66161.75422185693,310.0,104.0,156.0,50.0,88.0,150.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,27.0,17.0,0.0,7.0,71.0,83.0,0.0,84.0,10.0,0.0,107.0,187.0,1.0,14.0,0.0,1.0,301.0,9.0,35.0,54.0,69.0,48.0,149.0,161.0,5.0,2.0,8.0,30.0,265.0,59.0,93.0,3.0,0.0,155.0,0.1016949152542373,1121.3856647772361
1702.0,14000US24510170200,1,< 10% of Median Family Income (MFI),low,42,0,0,19,42,6.0,271298.5014027053,0.0,0.0,153236.93425216028,271298.5014027053,66161.75422185693,310.0,104.0,156.0,50.0,88.0,150.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,27.0,17.0,0.0,7.0,71.0,83.0,0.0,84.0,10.0,0.0,107.0,187.0,1.0,14.0,0.0,1.0,301.0,9.0,35.0,54.0,69.0,48.0,149.0,161.0,5.0,2.0,8.0,30.0,265.0,59.0,93.0,3.0,0.0,155.0,0.1016949152542373,1121.3856647772361
1702.0,14000US24510170200,1,< 10% of Median Family Income (MFI),low,42,0,0,19,42,6.0,271298.5014027053,0.0,0.0,153236.93425216028,271298.5014027053,66161.75422185693,310.0,104.0,156.0,50.0,88.0,150.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,27.0,17.0,0.0,7.0,71.0,83.0,0.0,84.0,10.0,0.0,107.0,187.0,1.0,14.0,0.0,1.0,301.0,9.0,35.0,54.0,69.0,48.0,149.0,161.0,5.0,2.0,8.0,30.0,265.0,59.0,93.0,3.0,0.0,155.0,0.1016949152542373,1121.3856647772361
1702.0,14000US24510170200,1,< 10% of Median Family Income (MFI),low,42,0,0,19,42,6.0,271298.5014027053,0.0,0.0,153236.93425216028,271298.5014027053,66161.75422185693,310.0,104.0,156.0,50.0,88.0,150.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,27.0,17.0,0.0,7.0,71.0,83.0,0.0,84.0,10.0,0.0,107.0,187.0,1.0,14.0,0.0,1.0,301.0,9.0,35.0,54.0,69.0,48.0,149.0,161.0,5.0,2.0,8.0,30.0,265.0,59.0,93.0,3.0,0.0,155.0,0.1016949152542373,1121.3856647772361
1702.0,14000US24510170200,3,20% to 30% of MFI,low,42,0,0,19,42,6.0,271298.5014027053,0.0,0.0,153236.93425216028,271298.5014027053,66161.75422185693,310.0,104.0,156.0,50.0,88.0,150.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,27.0,17.0,0.0,7.0,71.0,83.0,0.0,84.0,10.0,0.0,107.0,187.0,1.0,14.0,0.0,1.0,301.0,9.0,35.0,54.0,69.0,48.0,149.0,161.0,5.0,2.0,8.0,30.0,265.0,59.0,93.0,3.0,0.0,155.0,0.1016949152542373,1121.3856647772361
1703.0,14000US24510170300,5,40% to 50% of MFI,low,23,3,0,15,26,21.0,308203.91659619234,339374.7609972918,0.0,349835.6890559693,647578.6775934842,621805.3295166545,23.0,6.0,13.0,4.0,6.0,12.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,12.0,10.0,0.0,0.0,0.0,1.0,18.0,5.0,4.0,7.0,4.0,2.0,11.0,12.0,0.0,3.0,0.0,15.0,5.0,17.0,0.0,3.0,0.0,3.0,1.2352941176470589,36576.78408921497
1703.0,14000US24510170300,3,20% to 30% of MFI,low,23,3,0,15,26,21.0,308203.91659619234,339374.7609972918,0.0,349835.6890559693,647578.6775934842,621805.3295166545,23.0,6.0,13.0,4.0,6.0,12.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,12.0,10.0,0.0,0.0,0.0,1.0,18.0,5.0,4.0,7.0,4.0,2.0,11.0,12.0,0.0,3.0,0.0,15.0,5.0,17.0,0.0,3.0,0.0,3.0,1.2352941176470589,36576.78408921497
1703.0,14000US24510170300,3,20% to 30% of MFI,low,23,3,0,15,26,21.0,308203.91659619234,339374.7609972918,0.0,349835.6890559693,647578.6775934842,621805.3295166545,23.0,6.0,13.0,4.0,6.0,12.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,12.0,10.0,0.0,0.0,0.0,1.0,18.0,5.0,4.0,7.0,4.0,2.0,11.0,12.0,0.0,3.0,0.0,15.0,5.0,17.0,0.0,3.0,0.0,3.0,1.2352941176470589,36576.78408921497
1703.0,14000US24510170300,3,20% to 30% of MFI,low,23,3,0,15,26,21.0,308203.91659619234,339374.7609972918,0.0,349835.6890559693,647578.6775934842,621805.3295166545,23.0,6.0,13.0,4.0,6.0,12.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,12.0,10.0,0.0,0.0,0.0,1.0,18.0,5.0,4.0,7.0,4.0,2.0,11.0,12.0,0.0,3.0,0.0,15.0,5.0,17.0,0.0,3.0,0.0,3.0,1.2352941176470589,36576.78408921497
1703.0,14000US24510170300,3,20% to 30% of MFI,low,23,3,0,15,26,21.0,308203.91659619234,339374.7609972918,0.0,349835.6890559693,647578.6775934842,621805.3295166545,23.0,6.0,13.0,4.0,6.0,12.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,12.0,10.0,0.0,0.0,0.0,1.0,18.0,5.0,4.0,7.0,4.0,2.0,11.0,12.0,0.0,3.0,0.0,15.0,5.0,17.0,0.0,3.0,0.0,3.0,1.2352941176470589,36576.78408921497
1703.0,14000US24510170300,3,20% to 30% of MFI,low,23,3,0,15,26,21.0,308203.91659619234,339374.7609972918,0.0,349835.6890559693,647578.6775934842,621805.3295166545,23.0,6.0,13.0,4.0,6.0,12.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,12.0,10.0,0.0,0.0,0.0,1.0,18.0,5.0,4.0,7.0,4.0,2.0,11.0,12.0,0.0,3.0,0.0,15.0,5.0,17.0,0.0,3.0,0.0,3.0,1.2352941176470589,36576.78408921497
1703.0,14000US24510170300,4,30% to 40% of MFI,low,23,3,0,15,26,21.0,308203.91659619234,339374.7609972918,0.0,349835.6890559693,647578.6775934842,621805.3295166545,23.0,6.0,13.0,4.0,6.0,12.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,12.0,10.0,0.0,0.0,0.0,1.0,18.0,5.0,4.0,7.0,4.0,2.0,11.0,12.0,0.0,3.0,0.0,15.0,5.0,17.0,0.0,3.0,0.0,3.0,1.2352941176470589,36576.78408921497
1801.0,14000US24510180100,2,10% to 20% of MFI,low,30,2,0,18,32,25.0,436162.40556021675,321126.31137416745,0.0,470679.49068773666,757288.7169343841,731587.4712772771,139.0,26.0,78.0,35.0,22.0,31.0,86.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,2.0,0.0,5.0,5.0,89.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,94.0,35.0,2.0,5.0,0.0,3.0,129.0,10.0,9.0,28.0,35.0,41.0,64.0,75.0,1.0,0.0,17.0,77.0,44.0,38.0,30.0,56.0,3.0,12.0,0.6578947368421053,19252.301875717818
1801.0,14000US24510180100,3,20% to 30% of MFI,low,30,2,0,18,32,25.0,436162.40556021675,321126.31137416745,0.0,470679.49068773666,757288.7169343841,731587.4712772771,139.0,26.0,78.0,35.0,22.0,31.0,86.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,2.0,0.0,5.0,5.0,89.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,94.0,35.0,2.0,5.0,0.0,3.0,129.0,10.0,9.0,28.0,35.0,41.0,64.0,75.0,1.0,0.0,17.0,77.0,44.0,38.0,30.0,56.0,3.0,12.0,0.6578947368421053,19252.301875717818
1801.0,14000US24510180100,3,20% to 30% of MFI,low,30,2,0,18,32,25.0,436162.40556021675,321126.31137416745,0.0,470679.49068773666,757288.7169343841,731587.4712772771,139.0,26.0,78.0,35.0,22.0,31.0,86.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,2.0,0.0,5.0,5.0,89.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,94.0,35.0,2.0,5.0,0.0,3.0,129.0,10.0,9.0,28.0,35.0,41.0,64.0,75.0,1.0,0.0,17.0,77.0,44.0,38.0,30.0,56.0,3.0,12.0,0.6578947368421053,19252.301875717818
1801.0,14000US24510180100,3,20% to 30% of MFI,low,30,2,0,18,32,25.0,436162.40556021675,321126.31137416745,0.0,470679.49068773666,757288.7169343841,731587.4712772771,139.0,26.0,78.0,35.0,22.0,31.0,86.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,2.0,0.0,5.0,5.0,89.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,94.0,35.0,2.0,5.0,0.0,3.0,129.0,10.0,9.0,28.0,35.0,41.0,64.0,75.0,1.0,0.0,17.0,77.0,44.0,38.0,30.0,56.0,3.0,12.0,0.6578947368421053,19252.301875717818
1801.0,14000US24510180100,3,20% to 30% of MFI,low,30,2,0,18,32,25.0,436162.40556021675,321126.31137416745,0.0,470679.49068773666,757288.7169343841,731587.4712772771,139.0,26.0,78.0,35.0,22.0,31.0,86.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,2.0,0.0,5.0,5.0,89.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,94.0,35.0,2.0,5.0,0.0,3.0,129.0,10.0,9.0,28.0,35.0,41.0,64.0,75.0,1.0,0.0,17.0,77.0,44.0,38.0,30.0,56.0,3.0,12.0,0.6578947368421053,19252.301875717818
1801.0,14000US24510180100,3,20% to 30% of MFI,low,30,2,0,18,32,25.0,436162.40556021675,321126.31137416745,0.0,470679.49068773666,757288.7169343841,731587.4712772771,139.0,26.0,78.0,35.0,22.0,31.0,86.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,2.0,0.0,5.0,5.0,89.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,94.0,35.0,2.0,5.0,0.0,3.0,129.0,10.0,9.0,28.0,35.0,41.0,64.0,75.0,1.0,0.0,17.0,77.0,44.0,38.0,30.0,56.0,3.0,12.0,0.6578947368421053,19252.301875717818
1801.0,14000US24510180100,3,20% to 30% of MFI,low,30,2,0,18,32,25.0,436162.40556021675,321126.31137416745,0.0,470679.49068773666,757288.7169343841,731587.4712772771,139.0,26.0,78.0,35.0,22.0,31.0,86.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,2.0,0.0,5.0,5.0,89.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,94.0,35.0,2.0,5.0,0.0,3.0,129.0,10.0,9.0,28.0,35.0,41.0,64.0,75.0,1.0,0.0,17.0,77.0,44.0,38.0,30.0,56.0,3.0,12.0,0.6578947368421053,19252.301875717818
1802.0,14000US24510180200,4,30% to 40% of MFI,low,33,2,2,21,37,12.0,165023.76219022938,300358.096382685,1729100.7165348055,2155268.7039524997,2194482.5751077193,2117458.81291749,430.0,78.0,280.0,72.0,125.0,135.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,7.0,18.0,0.0,0.0,0.0,390.0,0.0,3.0,0.0,0.0,165.0,234.0,1.0,28.0,0.0,2.0,422.0,8.0,33.0,82.0,123.0,114.0,91.0,339.0,0.0,2.0,0.0,0.0,428.0,29.0,0.0,3.0,0.0,398.0,0.41379310344827586,73015.82113508586
1802.0,14000US24510180200,4,30% to 40% of MFI,low,33,2,2,21,37,12.0,165023.76219022938,300358.096382685,1729100.7165348055,2155268.7039524997,2194482.5751077193,2117458.81291749,430.0,78.0,280.0,72.0,125.0,135.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,7.0,18.0,0.0,0.0,0.0,390.0,0.0,3.0,0.0,0.0,165.0,234.0,1.0,28.0,0.0,2.0,422.0,8.0,33.0,82.0,123.0,114.0,91.0,339.0,0.0,2.0,0.0,0.0,428.0,29.0,0.0,3.0,0.0,398.0,0.41379310344827586,73015.82113508586
1802.0,14000US24510180200,4,30% to 40% of MFI,low,33,2,2,21,37,12.0,165023.76219022938,300358.096382685,1729100.7165348055,2155268.7039524997,2194482.5751077193,2117458.81291749,430.0,78.0,280.0,72.0,125.0,135.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,7.0,18.0,0.0,0.0,0.0,390.0,0.0,3.0,0.0,0.0,165.0,234.0,1.0,28.0,0.0,2.0,422.0,8.0,33.0,82.0,123.0,114.0,91.0,339.0,0.0,2.0,0.0,0.0,428.0,29.0,0.0,3.0,0.0,398.0,0.41379310344827586,73015.82113508586
1802.0,14000US24510180200,4,30% to 40% of MFI,low,33,2,2,21,37,12.0,165023.76219022938,300358.096382685,1729100.7165348055,2155268.7039524997,2194482.5751077193,2117458.81291749,430.0,78.0,280.0,72.0,125.0,135.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,7.0,18.0,0.0,0.0,0.0,390.0,0.0,3.0,0.0,0.0,165.0,234.0,1.0,28.0,0.0,2.0,422.0,8.0,33.0,82.0,123.0,114.0,91.0,339.0,0.0,2.0,0.0,0.0,428.0,29.0,0.0,3.0,0.0,398.0,0.41379310344827586,73015.82113508586
1802.0,14000US24510180200,4,30% to 40% of MFI,low,33,2,2,21,37,12.0,165023.76219022938,300358.096382685,1729100.7165348055,2155268.7039524997,2194482.5751077193,2117458.81291749,430.0,78.0,280.0,72.0,125.0,135.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,7.0,18.0,0.0,0.0,0.0,390.0,0.0,3.0,0.0,0.0,165.0,234.0,1.0,28.0,0.0,2.0,422.0,8.0,33.0,82.0,123.0,114.0,91.0,339.0,0.0,2.0,0.0,0.0,428.0,29.0,0.0,3.0,0.0,398.0,0.41379310344827586,73015.82113508586
1802.0,14000US24510180200,4,30% to 40% of MFI,low,33,2,2,21,37,12.0,165023.76219022938,300358.096382685,1729100.7165348055,2155268.7039524997,2194482.5751077193,2117458.81291749,430.0,78.0,280.0,72.0,125.0,135.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,7.0,18.0,0.0,0.0,0.0,390.0,0.0,3.0,0.0,0.0,165.0,234.0,1.0,28.0,0.0,2.0,422.0,8.0,33.0,82.0,123.0,114.0,91.0,339.0,0.0,2.0,0.0,0.0,428.0,29.0,0.0,3.0,0.0,398.0,0.41379310344827586,73015.82113508586
1802.0,14000US24510180200,7,60% to 70% of MFI,moderate,33,2,2,21,37,12.0,165023.76219022938,300358.096382685,1729100.7165348055,2155268.7039524997,2194482.5751077193,2117458.81291749,430.0,78.0,280.0,72.0,125.0,135.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,7.0,18.0,0.0,0.0,0.0,390.0,0.0,3.0,0.0,0.0,165.0,234.0,1.0,28.0,0.0,2.0,422.0,8.0,33.0,82.0,123.0,114.0,91.0,339.0,0.0,2.0,0.0,0.0,428.0,29.0,0.0,3.0,0.0,398.0,0.41379310344827586,73015.82113508586
