census_tract,GEOID,income_group_code,income_group,cra_level,nLoans1,nLoans100k,nLoans250k,nLoansToSmallest,nLoansTotal,nWorkingLoans,amtLoans1_adj,amtLoans100k_adj,amtLoans250k_adj,amtLoansToSmallest_adj,amtLoansTotal_adj,amtWorkingLoans_adj,Total number of jobs,Number of jobs for workers age 29 or younger,Number of jobs for workers age 30 to 54,Number of jobs for workers age 55 or older,Number of jobs with earnings $1250/month or less,Number of jobs with earnings $1251/month to $3333/month,Number of jobs with earnings greater than $3333/month,"Number of jobs in NAICS sector 11 (Agriculture, Forestry, Fishing and Hunting)","Number of jobs in NAICS sector 21 (Mining, Quarrying, and Oil and Gas Extraction)",Number of jobs in NAICS sector 22 (Utilities),Number of jobs in NAICS sector 23 (Construction),Number of jobs in NAICS sector 31-33 (Manufacturing),Number of jobs in NAICS sector 42 (Wholesale Trade),Number of jobs in NAICS sector 44-45 (Retail Trade),Number of jobs in NAICS sector 48-49 (Transportation and Warehousing),Number of jobs in NAICS sector 51 (Information),Number of jobs in NAICS sector 52 (Finance and Insurance),Number of jobs in NAICS sector 53 (Real Estate and Rental and Leasing),"Number of jobs in NAICS sector 54 (Professional, Scientific, and Technical Services)",Number of jobs in NAICS sector 55 (Management of Companies and Enterprises),Number of jobs in NAICS sector 56 (Administrative and Support and Waste Management and Remediation Services),Number of jobs in NAICS sector 61 (Educational Services),Number of jobs in NAICS sector 62 (Health Care and Social Assistance),"Number of jobs in NAICS sector 71 (Arts, Entertainment, and Recreation)",Number of jobs in NAICS sector 72 (Accommodation and Food Services),Number of jobs in NAICS sector 81 (Other Services [except Public Administration]),Number of jobs in NAICS sector 92 (Public Administration),"Number of jobs for workers with Race: White, Alone",Number of jobs for workers with Race: Black or African American Alone,Number of jobs for workers with Race: American Indian or Alaska Native Alone,Number of jobs for workers with Race: Asian Alone,Number of jobs for workers with Race: Native Hawaiian or Other Pacific Islander Alone,Number of jobs for workers with Race: Two or More Race Groups,Number of jobs for workers with Ethnicity: Not Hispanic or Latino,Number of jobs for workers with Ethnicity: Hispanic or Latino,Number of jobs for workers with Educational Attainment: Less than high school,"Number of jobs for workers with Educational Attainment: High school or equivalent, no college",Number of jobs for workers with Educational Attainment: Some college or Associate degree,Number of jobs for workers with Educational Attainment: Bachelor's degree or advanced degree,Number of jobs for workers with Sex: Male,Number of jobs for workers with Sex: Female,Number of jobs for workers at firms with Firm Age: 0-1 Years,Number of jobs for workers at firms with Firm Age: 2-3 Years,Number of jobs for workers at firms with Firm Age: 4-5 Years,Number of jobs for workers at firms with Firm Age: 6-10 Years,Number of jobs for workers at firms with Firm Age: 11+ Years,Number of jobs for workers at firms with Firm Size: 0-19 Employees,Number of jobs for workers at firms with Firm Size: 20-49 Employees,Number of jobs for workers at firms with Firm Size: 50-249 Employees,Number of jobs for workers at firms with Firm Size: 250-499 Employees,Number of jobs for workers at firms with Firm Size: 500+ Employees,nWorkingLoans_per_sbjob2015,amtWorkingLoans_per_sbjob2015_adj
105.0,14000US24510010500,13,> 120% of MFI,upper,155,3,2,89,160,160.0,2177630.360870746,535684.421254557,814781.8120723086,1424330.952835887,3528096.5941976123,3528096.5941976123,83.0,21.0,50.0,12.0,28.0,22.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,23.0,0.0,3.0,1.0,3.0,0.0,38.0,9.0,0.0,74.0,3.0,0.0,5.0,0.0,1.0,75.0,8.0,9.0,19.0,15.0,19.0,47.0,36.0,22.0,3.0,23.0,17.0,18.0,53.0,21.0,3.0,0.0,6.0,3.018867924528302,66567.86026787947
105.0,14000US24510010500,13,> 120% of MFI,upper,155,3,2,89,160,160.0,2177630.360870746,535684.421254557,814781.8120723086,1424330.952835887,3528096.5941976123,3528096.5941976123,83.0,21.0,50.0,12.0,28.0,22.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,23.0,0.0,3.0,1.0,3.0,0.0,38.0,9.0,0.0,74.0,3.0,0.0,5.0,0.0,1.0,75.0,8.0,9.0,19.0,15.0,19.0,47.0,36.0,22.0,3.0,23.0,17.0,18.0,53.0,21.0,3.0,0.0,6.0,3.018867924528302,66567.86026787947
105.0,14000US24510010500,13,> 120% of MFI,upper,155,3,2,89,160,160.0,2177630.360870746,535684.421254557,814781.8120723086,1424330.952835887,3528096.5941976123,3528096.5941976123,83.0,21.0,50.0,12.0,28.0,22.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,23.0,0.0,3.0,1.0,3.0,0.0,38.0,9.0,0.0,74.0,3.0,0.0,5.0,0.0,1.0,75.0,8.0,9.0,19.0,15.0,19.0,47.0,36.0,22.0,3.0,23.0,17.0,18.0,53.0,21.0,3.0,0.0,6.0,3.018867924528302,66567.86026787947
105.0,14000US24510010500,13,> 120% of MFI,upper,155,3,2,89,160,160.0,2177630.360870746,535684.421254557,814781.8120723086,1424330.952835887,3528096.5941976123,3528096.5941976123,83.0,21.0,50.0,12.0,28.0,22.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,23.0,0.0,3.0,1.0,3.0,0.0,38.0,9.0,0.0,74.0,3.0,0.0,5.0,0.0,1.0,75.0,8.0,9.0,19.0,15.0,19.0,47.0,36.0,22.0,3.0,23.0,17.0,18.0,53.0,21.0,3.0,0.0,6.0,3.018867924528302,66567.86026787947
105.0,14000US24510010500,7,60% to 70% of MFI,moderate,155,3,2,89,160,160.0,2177630.360870746,535684.421254557,814781.8120723086,1424330.952835887,3528096.5941976123,3528096.5941976123,83.0,21.0,50.0,12.0,28.0,22.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,23.0,0.0,3.0,1.0,3.0,0.0,38.0,9.0,0.0,74.0,3.0,0.0,5.0,0.0,1.0,75.0,8.0,9.0,19.0,15.0,19.0,47.0,36.0,22.0,3.0,23.0,17.0,18.0,53.0,21.0,3.0,0.0,6.0,3.018867924528302,66567.86026787947
201.0,14000US24510020100,12,110% to 120% of MFI,middle,161,2,1,80,164,92.0,1961906.767127248,457150.1882523765,327500.68339819193,1351328.6780019163,2746557.6387778167,2190638.935727615,67.0,13.0,39.0,15.0,19.0,17.0,31.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,34.0,0.0,12.0,0.0,6.0,0.0,0.0,8.0,0.0,52.0,11.0,0.0,2.0,0.0,2.0,67.0,0.0,1.0,20.0,20.0,13.0,27.0,40.0,7.0,8.0,1.0,0.0,51.0,48.0,1.0,0.0,2.0,16.0,1.9166666666666667,45638.31116099198
201.0,14000US24510020100,10,90% to 100% of MFI,middle,161,2,1,80,164,92.0,1961906.767127248,457150.1882523765,327500.68339819193,1351328.6780019163,2746557.6387778167,2190638.935727615,67.0,13.0,39.0,15.0,19.0,17.0,31.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,34.0,0.0,12.0,0.0,6.0,0.0,0.0,8.0,0.0,52.0,11.0,0.0,2.0,0.0,2.0,67.0,0.0,1.0,20.0,20.0,13.0,27.0,40.0,7.0,8.0,1.0,0.0,51.0,48.0,1.0,0.0,2.0,16.0,1.9166666666666667,45638.31116099198
201.0,14000US24510020100,10,90% to 100% of MFI,middle,161,2,1,80,164,92.0,1961906.767127248,457150.1882523765,327500.68339819193,1351328.6780019163,2746557.6387778167,2190638.935727615,67.0,13.0,39.0,15.0,19.0,17.0,31.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,34.0,0.0,12.0,0.0,6.0,0.0,0.0,8.0,0.0,52.0,11.0,0.0,2.0,0.0,2.0,67.0,0.0,1.0,20.0,20.0,13.0,27.0,40.0,7.0,8.0,1.0,0.0,51.0,48.0,1.0,0.0,2.0,16.0,1.9166666666666667,45638.31116099198
201.0,14000US24510020100,10,90% to 100% of MFI,middle,161,2,1,80,164,92.0,1961906.767127248,457150.1882523765,327500.68339819193,1351328.6780019163,2746557.6387778167,2190638.935727615,67.0,13.0,39.0,15.0,19.0,17.0,31.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,34.0,0.0,12.0,0.0,6.0,0.0,0.0,8.0,0.0,52.0,11.0,0.0,2.0,0.0,2.0,67.0,0.0,1.0,20.0,20.0,13.0,27.0,40.0,7.0,8.0,1.0,0.0,51.0,48.0,1.0,0.0,2.0,16.0,1.9166666666666667,45638.31116099198
201.0,14000US24510020100,10,90% to 100% of MFI,middle,161,2,1,80,164,92.0,1961906.767127248,457150.1882523765,327500.68339819193,1351328.6780019163,2746557.6387778167,2190638.935727615,67.0,13.0,39.0,15.0,19.0,17.0,31.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,34.0,0.0,12.0,0.0,6.0,0.0,0.0,8.0,0.0,52.0,11.0,0.0,2.0,0.0,2.0,67.0,0.0,1.0,20.0,20.0,13.0,27.0,40.0,7.0,8.0,1.0,0.0,51.0,48.0,1.0,0.0,2.0,16.0,1.9166666666666667,45638.31116099198
201.0,14000US24510020100,10,90% to 100% of MFI,middle,161,2,1,80,164,92.0,1961906.767127248,457150.1882523765,327500.68339819193,1351328.6780019163,2746557.6387778167,2190638.935727615,67.0,13.0,39.0,15.0,19.0,17.0,31.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,34.0,0.0,12.0,0.0,6.0,0.0,0.0,8.0,0.0,52.0,11.0,0.0,2.0,0.0,2.0,67.0,0.0,1.0,20.0,20.0,13.0,27.0,40.0,7.0,8.0,1.0,0.0,51.0,48.0,1.0,0.0,2.0,16.0,1.9166666666666667,45638.31116099198
201.0,14000US24510020100,7,60% to 70% of MFI,moderate,161,2,1,80,164,92.0,1961906.767127248,457150.1882523765,327500.68339819193,1351328.6780019163,2746557.6387778167,2190638.935727615,67.0,13.0,39.0,15.0,19.0,17.0,31.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,34.0,0.0,12.0,0.0,6.0,0.0,0.0,8.0,0.0,52.0,11.0,0.0,2.0,0.0,2.0,67.0,0.0,1.0,20.0,20.0,13.0,27.0,40.0,7.0,8.0,1.0,0.0,51.0,48.0,1.0,0.0,2.0,16.0,1.9166666666666667,45638.31116099198
202.0,14000US24510020200,7,60% to 70% of MFI,moderate,224,2,1,148,227,137.0,2206712.9333107853,358180.6930693069,270956.1509259735,2083517.4834361412,2835849.7773060654,2119765.4202093114,848.0,227.0,409.0,212.0,522.0,221.0,105.0,0.0,0.0,0.0,3.0,0.0,7.0,138.0,0.0,6.0,40.0,5.0,55.0,0.0,514.0,0.0,1.0,0.0,61.0,18.0,0.0,635.0,147.0,10.0,44.0,0.0,12.0,726.0,122.0,82.0,192.0,184.0,163.0,464.0,384.0,10.0,3.0,505.0,28.0,302.0,122.0,56.0,19.0,3.0,648.0,1.1229508196721312,17375.12639515829
202.0,14000US24510020200,7,60% to 70% of MFI,moderate,224,2,1,148,227,137.0,2206712.9333107853,358180.6930693069,270956.1509259735,2083517.4834361412,2835849.7773060654,2119765.4202093114,848.0,227.0,409.0,212.0,522.0,221.0,105.0,0.0,0.0,0.0,3.0,0.0,7.0,138.0,0.0,6.0,40.0,5.0,55.0,0.0,514.0,0.0,1.0,0.0,61.0,18.0,0.0,635.0,147.0,10.0,44.0,0.0,12.0,726.0,122.0,82.0,192.0,184.0,163.0,464.0,384.0,10.0,3.0,505.0,28.0,302.0,122.0,56.0,19.0,3.0,648.0,1.1229508196721312,17375.12639515829
202.0,14000US24510020200,7,60% to 70% of MFI,moderate,224,2,1,148,227,137.0,2206712.9333107853,358180.6930693069,270956.1509259735,2083517.4834361412,2835849.7773060654,2119765.4202093114,848.0,227.0,409.0,212.0,522.0,221.0,105.0,0.0,0.0,0.0,3.0,0.0,7.0,138.0,0.0,6.0,40.0,5.0,55.0,0.0,514.0,0.0,1.0,0.0,61.0,18.0,0.0,635.0,147.0,10.0,44.0,0.0,12.0,726.0,122.0,82.0,192.0,184.0,163.0,464.0,384.0,10.0,3.0,505.0,28.0,302.0,122.0,56.0,19.0,3.0,648.0,1.1229508196721312,17375.12639515829
202.0,14000US24510020200,7,60% to 70% of MFI,moderate,224,2,1,148,227,137.0,2206712.9333107853,358180.6930693069,270956.1509259735,2083517.4834361412,2835849.7773060654,2119765.4202093114,848.0,227.0,409.0,212.0,522.0,221.0,105.0,0.0,0.0,0.0,3.0,0.0,7.0,138.0,0.0,6.0,40.0,5.0,55.0,0.0,514.0,0.0,1.0,0.0,61.0,18.0,0.0,635.0,147.0,10.0,44.0,0.0,12.0,726.0,122.0,82.0,192.0,184.0,163.0,464.0,384.0,10.0,3.0,505.0,28.0,302.0,122.0,56.0,19.0,3.0,648.0,1.1229508196721312,17375.12639515829
202.0,14000US24510020200,7,60% to 70% of MFI,moderate,224,2,1,148,227,137.0,2206712.9333107853,358180.6930693069,270956.1509259735,2083517.4834361412,2835849.7773060654,2119765.4202093114,848.0,227.0,409.0,212.0,522.0,221.0,105.0,0.0,0.0,0.0,3.0,0.0,7.0,138.0,0.0,6.0,40.0,5.0,55.0,0.0,514.0,0.0,1.0,0.0,61.0,18.0,0.0,635.0,147.0,10.0,44.0,0.0,12.0,726.0,122.0,82.0,192.0,184.0,163.0,464.0,384.0,10.0,3.0,505.0,28.0,302.0,122.0,56.0,19.0,3.0,648.0,1.1229508196721312,17375.12639515829
202.0,14000US24510020200,7,60% to 70% of MFI,moderate,224,2,1,148,227,137.0,2206712.9333107853,358180.6930693069,270956.1509259735,2083517.4834361412,2835849.7773060654,2119765.4202093114,848.0,227.0,409.0,212.0,522.0,221.0,105.0,0.0,0.0,0.0,3.0,0.0,7.0,138.0,0.0,6.0,40.0,5.0,55.0,0.0,514.0,0.0,1.0,0.0,61.0,18.0,0.0,635.0,147.0,10.0,44.0,0.0,12.0,726.0,122.0,82.0,192.0,184.0,163.0,464.0,384.0,10.0,3.0,505.0,28.0,302.0,122.0,56.0,19.0,3.0,648.0,1.1229508196721312,17375.12639515829
202.0,14000US24510020200,8,70% to 80% of MFI,moderate,224,2,1,148,227,137.0,2206712.9333107853,358180.6930693069,270956.1509259735,2083517.4834361412,2835849.7773060654,2119765.4202093114,848.0,227.0,409.0,212.0,522.0,221.0,105.0,0.0,0.0,0.0,3.0,0.0,7.0,138.0,0.0,6.0,40.0,5.0,55.0,0.0,514.0,0.0,1.0,0.0,61.0,18.0,0.0,635.0,147.0,10.0,44.0,0.0,12.0,726.0,122.0,82.0,192.0,184.0,163.0,464.0,384.0,10.0,3.0,505.0,28.0,302.0,122.0,56.0,19.0,3.0,648.0,1.1229508196721312,17375.12639515829
203.0,14000US24510020300,13,> 120% of MFI,upper,1037,38,52,550,1127,1127.0,14095920.885833167,7029311.372557557,30403574.168114107,22347290.796255626,51528806.426504835,51528806.426504835,6752.0,1875.0,3545.0,1332.0,1202.0,1889.0,3661.0,0.0,0.0,0.0,64.0,664.0,105.0,313.0,87.0,12.0,1474.0,190.0,745.0,141.0,512.0,480.0,522.0,12.0,1371.0,60.0,0.0,4927.0,1348.0,36.0,337.0,10.0,94.0,6351.0,401.0,619.0,1136.0,1367.0,1755.0,3753.0,2999.0,808.0,299.0,142.0,439.0,5064.0,838.0,900.0,735.0,464.0,3815.0,1.3448687350835322,61490.22246599622
203.0,14000US24510020300,12,110% to 120% of MFI,middle,1037,38,52,550,1127,1127.0,14095920.885833167,7029311.372557557,30403574.168114107,22347290.796255626,51528806.426504835,51528806.426504835,6752.0,1875.0,3545.0,1332.0,1202.0,1889.0,3661.0,0.0,0.0,0.0,64.0,664.0,105.0,313.0,87.0,12.0,1474.0,190.0,745.0,141.0,512.0,480.0,522.0,12.0,1371.0,60.0,0.0,4927.0,1348.0,36.0,337.0,10.0,94.0,6351.0,401.0,619.0,1136.0,1367.0,1755.0,3753.0,2999.0,808.0,299.0,142.0,439.0,5064.0,838.0,900.0,735.0,464.0,3815.0,1.3448687350835322,61490.22246599622
203.0,14000US24510020300,12,110% to 120% of MFI,middle,1037,38,52,550,1127,1127.0,14095920.885833167,7029311.372557557,30403574.168114107,22347290.796255626,51528806.426504835,51528806.426504835,6752.0,1875.0,3545.0,1332.0,1202.0,1889.0,3661.0,0.0,0.0,0.0,64.0,664.0,105.0,313.0,87.0,12.0,1474.0,190.0,745.0,141.0,512.0,480.0,522.0,12.0,1371.0,60.0,0.0,4927.0,1348.0,36.0,337.0,10.0,94.0,6351.0,401.0,619.0,1136.0,1367.0,1755.0,3753.0,2999.0,808.0,299.0,142.0,439.0,5064.0,838.0,900.0,735.0,464.0,3815.0,1.3448687350835322,61490.22246599622
203.0,14000US24510020300,12,110% to 120% of MFI,middle,1037,38,52,550,1127,1127.0,14095920.885833167,7029311.372557557,30403574.168114107,22347290.796255626,51528806.426504835,51528806.426504835,6752.0,1875.0,3545.0,1332.0,1202.0,1889.0,3661.0,0.0,0.0,0.0,64.0,664.0,105.0,313.0,87.0,12.0,1474.0,190.0,745.0,141.0,512.0,480.0,522.0,12.0,1371.0,60.0,0.0,4927.0,1348.0,36.0,337.0,10.0,94.0,6351.0,401.0,619.0,1136.0,1367.0,1755.0,3753.0,2999.0,808.0,299.0,142.0,439.0,5064.0,838.0,900.0,735.0,464.0,3815.0,1.3448687350835322,61490.22246599622
203.0,14000US24510020300,12,110% to 120% of MFI,middle,1037,38,52,550,1127,1127.0,14095920.885833167,7029311.372557557,30403574.168114107,22347290.796255626,51528806.426504835,51528806.426504835,6752.0,1875.0,3545.0,1332.0,1202.0,1889.0,3661.0,0.0,0.0,0.0,64.0,664.0,105.0,313.0,87.0,12.0,1474.0,190.0,745.0,141.0,512.0,480.0,522.0,12.0,1371.0,60.0,0.0,4927.0,1348.0,36.0,337.0,10.0,94.0,6351.0,401.0,619.0,1136.0,1367.0,1755.0,3753.0,2999.0,808.0,299.0,142.0,439.0,5064.0,838.0,900.0,735.0,464.0,3815.0,1.3448687350835322,61490.22246599622
203.0,14000US24510020300,12,110% to 120% of MFI,middle,1037,38,52,550,1127,1127.0,14095920.885833167,7029311.372557557,30403574.168114107,22347290.796255626,51528806.426504835,51528806.426504835,6752.0,1875.0,3545.0,1332.0,1202.0,1889.0,3661.0,0.0,0.0,0.0,64.0,664.0,105.0,313.0,87.0,12.0,1474.0,190.0,745.0,141.0,512.0,480.0,522.0,12.0,1371.0,60.0,0.0,4927.0,1348.0,36.0,337.0,10.0,94.0,6351.0,401.0,619.0,1136.0,1367.0,1755.0,3753.0,2999.0,808.0,299.0,142.0,439.0,5064.0,838.0,900.0,735.0,464.0,3815.0,1.3448687350835322,61490.22246599622
203.0,14000US24510020300,12,110% to 120% of MFI,middle,1037,38,52,550,1127,1127.0,14095920.885833167,7029311.372557557,30403574.168114107,22347290.796255626,51528806.426504835,51528806.426504835,6752.0,1875.0,3545.0,1332.0,1202.0,1889.0,3661.0,0.0,0.0,0.0,64.0,664.0,105.0,313.0,87.0,12.0,1474.0,190.0,745.0,141.0,512.0,480.0,522.0,12.0,1371.0,60.0,0.0,4927.0,1348.0,36.0,337.0,10.0,94.0,6351.0,401.0,619.0,1136.0,1367.0,1755.0,3753.0,2999.0,808.0,299.0,142.0,439.0,5064.0,838.0,900.0,735.0,464.0,3815.0,1.3448687350835322,61490.22246599622
301.0,14000US24510030100,3,20% to 30% of MFI,low,308,14,6,166,328,136.0,3248765.237322689,2820083.397689126,4277193.3385701105,5362744.37919021,10346041.973581925,8676510.368060881,721.0,154.0,403.0,164.0,184.0,326.0,211.0,0.0,0.0,0.0,30.0,33.0,37.0,86.0,0.0,0.0,10.0,7.0,44.0,0.0,51.0,0.0,284.0,3.0,84.0,52.0,0.0,392.0,260.0,5.0,55.0,0.0,9.0,673.0,48.0,72.0,161.0,207.0,127.0,358.0,363.0,5.0,95.0,5.0,86.0,530.0,227.0,163.0,123.0,1.0,207.0,0.5991189427312775,38222.512634629435
301.0,14000US24510030100,3,20% to 30% of MFI,low,308,14,6,166,328,136.0,3248765.237322689,2820083.397689126,4277193.3385701105,5362744.37919021,10346041.973581925,8676510.368060881,721.0,154.0,403.0,164.0,184.0,326.0,211.0,0.0,0.0,0.0,30.0,33.0,37.0,86.0,0.0,0.0,10.0,7.0,44.0,0.0,51.0,0.0,284.0,3.0,84.0,52.0,0.0,392.0,260.0,5.0,55.0,0.0,9.0,673.0,48.0,72.0,161.0,207.0,127.0,358.0,363.0,5.0,95.0,5.0,86.0,530.0,227.0,163.0,123.0,1.0,207.0,0.5991189427312775,38222.512634629435
301.0,14000US24510030100,3,20% to 30% of MFI,low,308,14,6,166,328,136.0,3248765.237322689,2820083.397689126,4277193.3385701105,5362744.37919021,10346041.973581925,8676510.368060881,721.0,154.0,403.0,164.0,184.0,326.0,211.0,0.0,0.0,0.0,30.0,33.0,37.0,86.0,0.0,0.0,10.0,7.0,44.0,0.0,51.0,0.0,284.0,3.0,84.0,52.0,0.0,392.0,260.0,5.0,55.0,0.0,9.0,673.0,48.0,72.0,161.0,207.0,127.0,358.0,363.0,5.0,95.0,5.0,86.0,530.0,227.0,163.0,123.0,1.0,207.0,0.5991189427312775,38222.512634629435
301.0,14000US24510030100,3,20% to 30% of MFI,low,308,14,6,166,328,136.0,3248765.237322689,2820083.397689126,4277193.3385701105,5362744.37919021,10346041.973581925,8676510.368060881,721.0,154.0,403.0,164.0,184.0,326.0,211.0,0.0,0.0,0.0,30.0,33.0,37.0,86.0,0.0,0.0,10.0,7.0,44.0,0.0,51.0,0.0,284.0,3.0,84.0,52.0,0.0,392.0,260.0,5.0,55.0,0.0,9.0,673.0,48.0,72.0,161.0,207.0,127.0,358.0,363.0,5.0,95.0,5.0,86.0,530.0,227.0,163.0,123.0,1.0,207.0,0.5991189427312775,38222.512634629435
301.0,14000US24510030100,3,20% to 30% of MFI,low,308,14,6,166,328,136.0,3248765.237322689,2820083.397689126,4277193.3385701105,5362744.37919021,10346041.973581925,8676510.368060881,721.0,154.0,403.0,164.0,184.0,326.0,211.0,0.0,0.0,0.0,30.0,33.0,37.0,86.0,0.0,0.0,10.0,7.0,44.0,0.0,51.0,0.0,284.0,3.0,84.0,52.0,0.0,392.0,260.0,5.0,55.0,0.0,9.0,673.0,48.0,72.0,161.0,207.0,127.0,358.0,363.0,5.0,95.0,5.0,86.0,530.0,227.0,163.0,123.0,1.0,207.0,0.5991189427312775,38222.512634629435
301.0,14000US24510030100,3,20% to 30% of MFI,low,308,14,6,166,328,136.0,3248765.237322689,2820083.397689126,4277193.3385701105,5362744.37919021,10346041.973581925,8676510.368060881,721.0,154.0,403.0,164.0,184.0,326.0,211.0,0.0,0.0,0.0,30.0,33.0,37.0,86.0,0.0,0.0,10.0,7.0,44.0,0.0,51.0,0.0,284.0,3.0,84.0,52.0,0.0,392.0,260.0,5.0,55.0,0.0,9.0,673.0,48.0,72.0,161.0,207.0,127.0,358.0,363.0,5.0,95.0,5.0,86.0,530.0,227.0,163.0,123.0,1.0,207.0,0.5991189427312775,38222.512634629435
301.0,14000US24510030100,4,30% to 40% of MFI,low,308,14,6,166,328,136.0,3248765.237322689,2820083.397689126,4277193.3385701105,5362744.37919021,10346041.973581925,8676510.368060881,721.0,154.0,403.0,164.0,184.0,326.0,211.0,0.0,0.0,0.0,30.0,33.0,37.0,86.0,0.0,0.0,10.0,7.0,44.0,0.0,51.0,0.0,284.0,3.0,84.0,52.0,0.0,392.0,260.0,5.0,55.0,0.0,9.0,673.0,48.0,72.0,161.0,207.0,127.0,358.0,363.0,5.0,95.0,5.0,86.0,530.0,227.0,163.0,123.0,1.0,207.0,0.5991189427312775,38222.512634629435
302.0,14000US24510030200,10,90% to 100% of MFI,middle,677,33,63,293,773,773.0,11708131.026374567,5426553.090732509,31538683.162577447,12005466.767639006,48673367.27968453,48673367.27968453,7391.0,1942.0,4260.0,1189.0,1581.0,2114.0,3696.0,0.0,0.0,0.0,118.0,85.0,125.0,309.0,6.0,81.0,545.0,93.0,533.0,237.0,756.0,1522.0,524.0,141.0,1934.0,382.0,0.0,4712.0,2203.0,32.0,348.0,11.0,85.0,6883.0,508.0,753.0,1309.0,1549.0,1838.0,3691.0,3700.0,138.0,568.0,196.0,906.0,5583.0,609.0,594.0,1199.0,1009.0,3980.0,1.2692939244663382,79923.42738864454
302.0,14000US24510030200,6,50% to 60% of MFI,moderate,677,33,63,293,773,773.0,11708131.026374567,5426553.090732509,31538683.162577447,12005466.767639006,48673367.27968453,48673367.27968453,7391.0,1942.0,4260.0,1189.0,1581.0,2114.0,3696.0,0.0,0.0,0.0,118.0,85.0,125.0,309.0,6.0,81.0,545.0,93.0,533.0,237.0,756.0,1522.0,524.0,141.0,1934.0,382.0,0.0,4712.0,2203.0,32.0,348.0,11.0,85.0,6883.0,508.0,753.0,1309.0,1549.0,1838.0,3691.0,3700.0,138.0,568.0,196.0,906.0,5583.0,609.0,594.0,1199.0,1009.0,3980.0,1.2692939244663382,79923.42738864454
302.0,14000US24510030200,6,50% to 60% of MFI,moderate,677,33,63,293,773,773.0,11708131.026374567,5426553.090732509,31538683.162577447,12005466.767639006,48673367.27968453,48673367.27968453,7391.0,1942.0,4260.0,1189.0,1581.0,2114.0,3696.0,0.0,0.0,0.0,118.0,85.0,125.0,309.0,6.0,81.0,545.0,93.0,533.0,237.0,756.0,1522.0,524.0,141.0,1934.0,382.0,0.0,4712.0,2203.0,32.0,348.0,11.0,85.0,6883.0,508.0,753.0,1309.0,1549.0,1838.0,3691.0,3700.0,138.0,568.0,196.0,906.0,5583.0,609.0,594.0,1199.0,1009.0,3980.0,1.2692939244663382,79923.42738864454
302.0,14000US24510030200,6,50% to 60% of MFI,moderate,677,33,63,293,773,773.0,11708131.026374567,5426553.090732509,31538683.162577447,12005466.767639006,48673367.27968453,48673367.27968453,7391.0,1942.0,4260.0,1189.0,1581.0,2114.0,3696.0,0.0,0.0,0.0,118.0,85.0,125.0,309.0,6.0,81.0,545.0,93.0,533.0,237.0,756.0,1522.0,524.0,141.0,1934.0,382.0,0.0,4712.0,2203.0,32.0,348.0,11.0,85.0,6883.0,508.0,753.0,1309.0,1549.0,1838.0,3691.0,3700.0,138.0,568.0,196.0,906.0,5583.0,609.0,594.0,1199.0,1009.0,3980.0,1.2692939244663382,79923.42738864454
302.0,14000US24510030200,6,50% to 60% of MFI,moderate,677,33,63,293,773,773.0,11708131.026374567,5426553.090732509,31538683.162577447,12005466.767639006,48673367.27968453,48673367.27968453,7391.0,1942.0,4260.0,1189.0,1581.0,2114.0,3696.0,0.0,0.0,0.0,118.0,85.0,125.0,309.0,6.0,81.0,545.0,93.0,533.0,237.0,756.0,1522.0,524.0,141.0,1934.0,382.0,0.0,4712.0,2203.0,32.0,348.0,11.0,85.0,6883.0,508.0,753.0,1309.0,1549.0,1838.0,3691.0,3700.0,138.0,568.0,196.0,906.0,5583.0,609.0,594.0,1199.0,1009.0,3980.0,1.2692939244663382,79923.42738864454
302.0,14000US24510030200,6,50% to 60% of MFI,moderate,677,33,63,293,773,773.0,11708131.026374567,5426553.090732509,31538683.162577447,12005466.767639006,48673367.27968453,48673367.27968453,7391.0,1942.0,4260.0,1189.0,1581.0,2114.0,3696.0,0.0,0.0,0.0,118.0,85.0,125.0,309.0,6.0,81.0,545.0,93.0,533.0,237.0,756.0,1522.0,524.0,141.0,1934.0,382.0,0.0,4712.0,2203.0,32.0,348.0,11.0,85.0,6883.0,508.0,753.0,1309.0,1549.0,1838.0,3691.0,3700.0,138.0,568.0,196.0,906.0,5583.0,609.0,594.0,1199.0,1009.0,3980.0,1.2692939244663382,79923.42738864454
