Workplace Census Block Code ,Total number of jobs,Number of jobs for workers age 29 or younger,Number of jobs for workers age 30 to 54,Number of jobs for workers age 55 or older,Number of jobs with earnings $1250/month or less,Number of jobs with earnings $1251/month to $3333/month,Number of jobs with earnings greater than $3333/month,"Number of jobs in NAICS sector 11 (Agriculture, Forestry, Fishing and Hunting)","Number of jobs in NAICS sector 21 (Mining, Quarrying, and Oil and Gas Extraction)",Number of jobs in NAICS sector 22 (Utilities),Number of jobs in NAICS sector 23 (Construction),Number of jobs in NAICS sector 31-33 (Manufacturing),Number of jobs in NAICS sector 42 (Wholesale Trade),Number of jobs in NAICS sector 44-45 (Retail Trade),Number of jobs in NAICS sector 48-49 (Transportation and Warehousing),Number of jobs in NAICS sector 51 (Information),Number of jobs in NAICS sector 52 (Finance and Insurance),Number of jobs in NAICS sector 53 (Real Estate and Rental and Leasing),"Number of jobs in NAICS sector 54 (Professional, Scientific, and Technical Services)",Number of jobs in NAICS sector 55 (Management of Companies and Enterprises),Number of jobs in NAICS sector 56 (Administrative and Support and Waste Management and Remediation Services),Number of jobs in NAICS sector 61 (Educational Services),Number of jobs in NAICS sector 62 (Health Care and Social Assistance),"Number of jobs in NAICS sector 71 (Arts, Entertainment, and Recreation)",Number of jobs in NAICS sector 72 (Accommodation and Food Services),Number of jobs in NAICS sector 81 (Other Services [except Public Administration]),Number of jobs in NAICS sector 92 (Public Administration),"Number of jobs for workers with Race: White, Alone",Number of jobs for workers with Race: Black or African American Alone,Number of jobs for workers with Race: American Indian or Alaska Native Alone,Number of jobs for workers with Race: Asian Alone,Number of jobs for workers with Race: Native Hawaiian or Other Pacific Islander Alone,Number of jobs for workers with Race: Two or More Race Groups,Number of jobs for workers with Ethnicity: Not Hispanic or Latino,Number of jobs for workers with Ethnicity: Hispanic or Latino,Number of jobs for workers with Educational Attainment: Less than high school,"Number of jobs for workers with Educational Attainment: High school or equivalent, no college",Number of jobs for workers with Educational Attainment: Some college or Associate degree,Number of jobs for workers with Educational Attainment: Bachelor's degree or advanced degree,Number of jobs for workers with Sex: Male,Number of jobs for workers with Sex: Female,Number of jobs for workers at firms with Firm Age: 0-1 Years,Number of jobs for workers at firms with Firm Age: 2-3 Years,Number of jobs for workers at firms with Firm Age: 4-5 Years,Number of jobs for workers at firms with Firm Age: 6-10 Years,Number of jobs for workers at firms with Firm Age: 11+ Years,Number of jobs for workers at firms with Firm Size: 0-19 Employees,Number of jobs for workers at firms with Firm Size: 20-49 Employees,Number of jobs for workers at firms with Firm Size: 50-249 Employees,Number of jobs for workers at firms with Firm Size: 250-499 Employees,Number of jobs for workers at firms with Firm Size: 500+ Employees,Year
245102403003003,5,1,4,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,4,1,0,0,0,0,5,0,1,0,3,0,3,2,4,0,1,0,0,5,0,0,0,0,2015
245102403003005,8,1,4,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,7,1,0,0,0,0,7,1,3,1,1,2,0,8,0,0,5,0,3,8,0,0,0,0,2015
245102403003006,6,3,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,6,0,0,2,0,1,2,4,0,0,0,0,6,6,0,0,0,0,2015
245102403003010,20,2,11,7,8,6,6,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,11,0,0,17,0,0,3,0,0,20,0,3,6,7,2,12,8,0,0,7,5,8,19,0,0,0,1,2015
245102404001000,4,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,4,0,0,1,0,0,0,4,0,0,0,0,4,0,0,0,0,4,2015
245102404001003,4,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,1,1,1,2,2,0,0,0,0,4,0,0,0,4,0,2015
245102404001004,6,1,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,2,0,0,6,0,0,0,2,3,2,4,0,0,0,6,0,6,0,0,0,0,2015
245102404001005,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2015
245102404001007,3,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,1,2,1,2,0,0,0,0,3,3,0,0,0,0,2015
245102404001008,4,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,1,0,0,0,0,4,0,0,0,1,2,2,2,0,0,0,1,3,1,0,3,0,0,2015
245102404001013,11,3,5,3,3,6,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,2,0,0,8,3,1,2,2,3,3,8,0,0,0,11,0,11,0,0,0,0,2015
245102404001014,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,0,0,2,2,0,0,0,0,2,0,0,0,0,2015
245102404001015,9,7,2,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,3,0,0,0,0,8,1,1,1,0,0,4,5,0,9,0,0,0,9,0,0,0,0,2015
245102404001017,2,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,2015
245102404001018,79,7,49,23,2,9,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,75,0,66,11,0,2,0,0,78,1,4,16,26,26,35,44,0,0,0,0,79,2,0,77,0,0,2015
245102404001019,18,7,9,2,5,10,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,13,4,0,1,0,0,18,0,3,2,1,5,9,9,0,16,0,0,2,18,0,0,0,0,2015
245102404002000,208,79,110,19,49,57,102,0,0,0,0,0,0,0,0,0,10,0,107,0,0,0,18,0,24,49,0,180,16,2,9,0,1,204,4,6,33,41,49,83,125,1,24,48,37,98,18,48,139,0,3,2015
245102404002001,327,130,148,49,162,88,77,0,0,0,0,0,0,116,8,0,8,7,21,0,0,0,10,75,65,17,0,222,87,0,15,0,3,311,16,31,52,60,54,141,186,21,16,3,14,273,71,0,1,2,253,2015
245102404002013,298,30,189,79,11,8,279,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,26,2,37,0,2,276,22,24,46,87,111,278,20,0,0,0,0,298,0,0,3,1,294,2015
245102404002019,7,3,2,2,1,2,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,7,0,0,0,4,0,4,3,0,0,0,0,7,7,0,0,0,0,2015
245102404002020,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2015
245102404002024,10,6,3,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,4,1,0,0,0,10,0,2,1,1,0,5,5,0,0,0,0,10,0,0,10,0,0,2015
245102404002025,135,64,48,23,63,59,13,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,22,0,0,0,67,64,0,2,1,1,133,2,13,17,24,17,71,64,0,0,0,0,135,1,22,0,0,112,2015
245102404003000,17,9,8,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,13,4,0,0,0,0,17,0,3,3,1,1,8,9,6,0,0,11,0,17,0,0,0,0,2015
245102404003002,7,4,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,2,0,0,0,0,7,0,1,0,1,1,2,5,0,7,0,0,0,7,0,0,0,0,2015
245102404003004,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2015
245102404003005,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2015
245102404003006,6,0,6,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,6,0,0,4,2,0,4,2,1,5,0,0,0,5,1,0,0,0,2015
245102404003008,8,3,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,1,7,1,0,1,2,2,3,5,0,0,0,0,8,8,0,0,0,0,2015
245102404003009,24,6,15,3,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,4,0,0,18,4,0,2,0,0,20,4,3,3,6,6,16,8,0,24,0,0,0,24,0,0,0,0,2015
245102404003010,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,1,0,2,0,0,0,2,0,0,0,0,2015
245102404003011,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,2015
245102404003014,11,3,8,0,0,6,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,11,0,0,1,5,2,9,2,0,1,0,0,10,11,0,0,0,0,2015
245102501011004,14,1,10,3,6,7,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,9,0,1,0,0,13,1,2,3,6,2,8,6,0,0,0,0,14,0,0,13,0,1,2015
245102501012000,16,5,8,3,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,14,1,1,0,0,0,16,0,1,3,5,2,5,11,0,15,0,0,1,14,0,2,0,0,2015
245102501012021,19,12,6,1,4,10,5,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,17,2,0,5,2,0,14,5,0,0,0,18,1,18,0,0,0,1,2015
245102501012025,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,2,2,0,0,0,0,2015
245102501012040,7,0,3,4,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,1,2,3,2,0,6,1,0,0,0,0,7,7,0,0,0,0,2015
245102501021003,133,13,79,41,12,17,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,113,18,2,0,0,0,130,3,9,23,41,47,84,49,0,0,0,0,133,0,0,133,0,0,2015
245102501021010,36,7,14,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,12,23,0,1,0,0,34,2,8,12,7,2,17,19,0,0,0,0,36,0,36,0,0,0,2015
245102501022005,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,2,2,0,0,0,0,2015
245102501022008,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2015
245102501031000,174,38,99,37,30,92,52,0,0,0,0,0,0,1,7,0,0,3,0,0,0,0,163,0,0,0,0,49,122,0,2,0,1,172,2,17,39,49,31,39,135,5,0,0,6,163,7,0,4,0,163,2015
245102501031002,4,0,3,1,1,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,0,3,1,3,1,0,4,0,0,0,4,0,0,0,0,2015
245102501031003,714,143,392,179,136,350,228,0,0,0,0,0,5,0,0,0,0,0,0,1,87,0,453,0,168,0,0,305,383,0,20,0,6,691,23,82,160,197,132,209,505,2,2,7,36,667,21,15,38,1,639,2015
245102501031008,30,5,17,8,8,10,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,24,0,0,0,0,17,9,0,1,0,3,29,1,2,7,8,8,11,19,0,0,0,12,18,29,0,0,0,1,2015
245102501031009,145,30,78,37,43,44,58,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,128,0,0,0,0,68,66,0,11,0,0,144,1,13,30,32,40,25,120,26,0,0,1,118,64,4,3,4,70,2015
245102501031010,75,16,44,15,6,18,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,44,28,0,2,0,1,72,3,5,13,23,18,16,59,3,0,0,0,72,3,0,0,28,44,2015
245102501031013,2193,329,1260,604,318,558,1317,0,0,0,0,0,0,0,0,0,19,0,0,0,31,0,2138,0,5,0,0,1284,715,5,162,1,26,2126,67,204,409,602,649,443,1750,44,0,0,14,2135,29,70,4,0,2090,2015
245102501031014,27,2,9,16,14,6,7,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,1,0,1,0,0,27,0,5,8,7,5,7,20,0,0,1,0,26,1,26,0,0,0,2015
245102501031017,35,5,22,8,18,14,3,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,21,0,0,25,5,1,4,0,0,35,0,6,6,9,9,16,19,0,0,5,2,28,17,17,0,1,0,2015
245102501031021,4,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,2015
245102501031026,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2015
245102501032001,401,97,208,96,57,188,156,0,0,0,16,2,172,0,0,0,0,0,16,0,1,0,172,0,0,22,0,297,82,2,15,0,5,385,16,33,76,108,87,214,187,1,1,2,2,395,37,32,126,33,173,2015
245102501032022,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2015
245102501032023,3,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,1,0,1,1,2,1,3,0,0,0,0,3,0,0,0,0,2015
245102501032032,2427,364,1512,551,445,808,1174,0,0,0,330,0,17,1,657,14,15,0,172,0,1153,8,58,0,2,0,0,1622,608,19,134,6,38,1964,463,383,560,551,569,1553,874,18,9,154,165,2081,84,44,247,174,1878,2015
245102501032033,50,6,33,11,2,6,42,0,0,0,0,0,0,0,0,0,21,0,19,0,0,0,10,0,0,0,0,21,21,0,8,0,0,48,2,8,6,17,13,25,25,0,2,0,0,48,13,0,15,21,1,2015
245102501032039,112,25,68,19,33,50,29,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,51,0,55,0,0,40,58,0,10,2,2,100,12,20,15,26,26,24,88,7,0,0,27,78,5,27,0,50,30,2015
245102501032042,35,6,13,16,9,5,21,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,0,0,0,0,35,0,3,5,9,12,28,7,0,0,0,0,35,19,0,0,5,11,2015
245102501032044,130,42,67,21,55,23,52,0,0,0,82,0,0,0,0,0,0,0,34,0,14,0,0,0,0,0,0,70,57,0,1,0,2,128,2,14,24,26,24,92,38,13,0,1,1,115,13,113,2,0,2,2015
245102501033004,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,2015
245102501033008,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,2,0,0,2,0,0,0,1,0,0,0,1,2015
245102501033009,8,1,6,1,1,1,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,8,0,0,2,3,2,6,2,0,0,0,0,8,0,0,0,0,8,2015
245102501033010,215,66,94,55,48,51,116,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,75,13,0,81,126,1,5,0,2,209,6,25,61,42,21,133,82,0,0,0,0,215,0,14,76,0,125,2015
245102501033011,35,5,17,13,2,12,21,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,22,13,0,0,0,0,34,1,7,7,6,10,20,15,0,0,0,1,34,1,0,32,0,2,2015
245102501033021,2,0,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,2,0,2,0,0,0,0,2,0,0,0,0,2015
245102501034022,32,7,19,6,4,19,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,30,0,24,7,0,0,0,1,31,1,3,5,7,10,23,9,23,0,0,0,9,2,23,0,0,7,2015
245102501034024,43,4,27,12,6,16,21,0,0,0,0,0,0,6,37,0,0,0,0,0,0,0,0,0,0,0,0,26,11,0,6,0,0,43,0,2,15,13,9,32,11,0,0,0,4,39,4,33,0,0,6,2015
245102501034026,14,5,7,2,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,13,0,0,0,0,1,13,1,2,2,3,2,4,10,0,0,0,0,14,14,0,0,0,0,2015
245102501034036,10,2,8,0,2,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,1,5,5,2,2,2,2,4,6,0,0,0,0,10,10,0,0,0,0,2015
245102501034048,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2015
245102501034049,26,13,9,4,15,8,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24,0,0,9,17,0,0,0,0,26,0,1,4,5,3,14,12,0,0,0,1,25,2,0,1,0,23,2015
245102501034057,12,3,8,1,0,4,8,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,12,0,2,3,0,4,9,3,0,0,0,0,12,0,0,12,0,0,2015
245102502031002,9,2,2,5,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,4,0,0,9,0,0,2,3,2,2,7,0,0,0,0,9,9,0,0,0,0,2015
245102502031012,15,2,4,9,7,2,6,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,5,0,0,0,0,10,4,0,1,0,0,15,0,1,5,2,5,8,7,0,0,0,4,11,10,0,4,0,1,2015
245102502031013,1300,247,749,304,146,456,698,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1209,0,65,0,0,725,435,1,119,1,19,1261,39,97,246,348,362,329,971,1,3,0,5,1291,14,0,4,2,1280,2015
245102502031014,23,5,15,3,1,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,9,11,0,3,0,0,23,0,2,4,6,6,6,17,0,0,0,0,23,0,0,0,0,23,2015
245102502031025,4,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,3,1,1,1,2,0,2,2,0,0,0,0,4,4,0,0,0,0,2015
245102502032001,83,19,42,22,7,51,25,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,66,0,0,0,0,9,70,0,4,0,0,79,4,9,17,24,14,21,62,0,0,0,0,83,16,0,67,0,0,2015
245102502032011,3,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1,1,1,2,0,0,3,0,0,3,0,0,0,0,2015
245102502042000,39,14,18,7,14,21,4,0,0,0,1,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,0,0,0,1,39,0,6,9,6,4,24,15,0,0,0,0,39,0,31,8,0,0,2015
245102502042008,3,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,2,0,1,0,2,1,0,0,0,0,3,0,0,0,0,3,2015
245102502051000,28,3,17,8,0,15,13,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,11,0,0,25,3,4,5,9,7,19,9,0,2,0,0,26,2,22,0,0,4,2015
245102502051001,336,94,187,55,47,198,91,0,0,0,0,28,5,0,85,0,0,0,0,0,218,0,0,0,0,0,0,131,191,1,9,0,4,320,16,58,72,79,33,237,99,3,14,0,3,316,39,74,4,0,219,2015
245102502051008,76,17,44,15,28,39,9,0,0,0,0,0,0,61,0,0,1,2,0,0,0,0,0,0,6,6,0,44,15,2,14,0,1,67,9,11,19,19,10,34,42,10,1,0,40,25,10,40,1,0,25,2015
245102502051009,113,58,35,20,63,42,8,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,47,13,0,57,49,0,4,0,3,103,10,16,22,13,4,65,48,0,52,0,3,58,23,40,0,0,50,2015
245102502051013,4,0,2,2,1,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,4,0,0,1,2,1,3,1,0,0,0,3,1,4,0,0,0,0,2015
245102502051014,675,97,437,141,257,131,287,0,0,0,0,99,210,0,7,6,0,37,0,0,315,0,0,0,1,0,0,309,349,1,12,0,4,652,23,115,185,180,98,561,114,7,1,2,102,563,12,33,10,95,525,2015
245102502051015,151,21,94,36,13,23,115,0,0,0,10,1,6,1,0,0,0,0,119,0,0,0,0,0,5,9,0,108,23,0,19,0,1,149,2,9,48,37,36,114,37,0,0,0,8,143,31,0,109,3,8,2015
245102502051021,63,5,31,27,2,18,43,0,0,0,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,18,0,0,0,2,63,0,8,15,23,12,35,28,1,0,0,0,62,5,0,52,0,6,2015
245102502051022,19,5,10,4,7,10,2,0,0,0,0,0,4,1,3,0,0,9,0,0,0,0,0,0,2,0,0,9,7,0,2,0,1,19,0,5,3,4,2,13,6,0,0,1,3,15,14,0,4,0,1,2015
245102502051027,53,3,30,20,3,30,20,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,42,11,0,0,0,0,51,2,10,17,10,13,26,27,0,0,0,52,1,0,0,52,0,1,2015
245102502051029,97,18,54,25,5,45,47,0,0,0,0,47,20,24,0,0,0,3,0,0,0,0,0,0,0,3,0,80,16,0,0,0,1,95,2,11,26,28,14,60,37,0,0,0,0,97,5,67,1,24,0,2015
245102502051033,38,16,14,8,28,6,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,30,0,0,15,23,0,0,0,0,37,1,2,7,8,5,22,16,0,0,0,0,38,7,0,31,0,0,2015
245102502051034,27,12,10,5,19,8,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,2,0,0,27,0,2,7,4,2,10,17,0,0,0,0,27,0,0,0,0,27,2015
245102502052007,99,20,55,24,71,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,65,12,0,21,0,1,92,7,15,21,24,19,50,49,0,96,0,0,3,1,0,95,1,2,2015
245102502053001,9,1,7,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,5,0,0,0,0,8,1,2,4,2,0,4,5,0,0,0,0,9,9,0,0,0,0,2015
245102502053015,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2015
245102502054000,16,0,7,9,0,5,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,16,0,4,6,2,4,8,8,0,0,0,0,16,15,0,0,0,1,2015
245102502054001,132,30,68,34,22,71,39,0,0,0,0,0,23,2,107,0,0,0,0,0,0,0,0,0,0,0,0,88,37,3,1,0,3,119,13,16,34,32,20,72,60,0,7,0,0,125,29,0,0,0,103,2015
245102502054007,164,30,95,39,13,40,111,0,0,0,21,0,0,0,138,0,0,0,0,0,0,0,0,0,0,5,0,106,55,0,1,0,2,159,5,16,50,40,28,150,14,0,0,1,0,163,5,23,0,0,136,2015
245102502054008,52,9,27,16,21,24,7,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,9,0,0,0,0,16,35,0,1,0,0,52,0,6,17,16,4,19,33,0,0,0,0,52,0,0,51,0,1,2015
245102502054018,86,5,68,13,6,8,72,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,9,1,3,0,4,49,37,22,16,29,14,76,10,0,0,0,0,86,0,1,83,1,1,2015
245102502054024,80,12,44,24,14,29,37,0,0,0,0,0,55,0,0,0,0,20,0,0,0,0,5,0,0,0,0,26,37,0,17,0,0,79,1,11,28,16,13,62,18,1,0,0,0,79,1,73,2,0,4,2015
245102502055004,18,0,11,7,0,2,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,17,1,0,0,0,0,18,0,1,4,8,5,17,1,0,0,0,0,18,15,0,3,0,0,2015
245102502055005,85,38,40,7,50,24,11,0,0,0,0,19,1,6,0,0,0,0,0,0,59,0,0,0,0,0,0,26,52,1,5,0,1,84,1,9,19,12,7,74,11,0,3,59,4,19,25,59,0,0,1,2015
245102502055011,37,13,20,4,15,14,8,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,0,4,0,0,34,3,3,5,12,4,13,24,0,0,0,9,28,0,0,0,0,37,2015
245102502055012,29,16,12,1,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,17,12,0,0,0,0,25,4,3,3,6,1,10,19,0,0,0,0,29,0,0,0,29,0,2015
245102502055018,46,0,22,24,23,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,31,14,0,0,0,1,46,0,7,15,15,9,32,14,0,0,0,0,46,43,0,0,3,0,2015
245102502055019,8,0,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,8,0,0,4,2,2,6,2,0,0,0,0,8,8,0,0,0,0,2015
245102502055024,16,7,5,4,7,8,1,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,4,0,0,7,3,0,6,0,0,16,0,0,3,1,5,9,7,0,0,9,1,6,15,0,0,0,1,2015
245102502061000,5,0,2,3,0,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,1,2,0,2,3,2,0,0,0,0,5,5,0,0,0,0,2015
