tract,total_population,total_households,pct_white,pct_black,pct_hispanic,pct_female_hoh,pct_unemployed,pct_in_poverty,pct_owner_occupied,mfi,mfi_white,mfi_black,median_home_value,median_home_year_built
2707.01,2654,1193,0.044461190655614165,0.9295403165033911,0.04634513941220799,0.20620284995808885,0.09457422758100979,0.1880180859080633,0.0,45217,.,45217,.,1968
2707.02,1962,910,0.29510703363914376,0.6625891946992865,0.0163098878695209,0.2681318681318681,0.06320081549439348,0.12691131498470948,0.49230769230769234,49861,70417,41750,178500,1953
2707.03,2646,1146,0.5971277399848829,0.35752078609221466,0.045351473922902494,0.10296684118673648,0.03665910808767952,0.07860922146636433,0.6727748691099477,73719,95938,64440,181900,1943
2708.01,4184,1563,0.12547801147227533,0.7985181644359465,0.0124282982791587,0.26231605886116444,0.043021032504780114,0.14196940726577437,0.691618682021753,53910,73190,53723,135200,1955
2708.02,5738,2223,0.04252352736144998,0.9128616242593238,0.04304635761589404,0.300944669365722,0.06291390728476821,0.10474032764029279,0.4143049932523617,65396,.,58906,120200,1955
2708.03,7144,2863,0.09140537513997761,0.8902575587905935,0.006578947368421052,0.26580509954593085,0.06802911534154535,0.06061030235162374,0.3932937478169752,60856,.,60398,135100,1957
2708.04,3172,1432,0.4918032786885246,0.4646910466582598,0.10466582597730138,0.18435754189944134,0.057061790668348045,0.17150063051702397,0.4308659217877095,91364,108750,57031,205500,1961
2708.05,5278,1895,0.09681697612732096,0.8423645320197044,0.03220917014020462,0.24063324538258576,0.07540735126942023,0.11481621826449413,0.7572559366754618,63314,84286,59519,141500,1952
2709.01,4259,1667,0.02301009626672928,0.9598497299835642,0.029114815684432964,0.20215956808638272,0.05212491195116224,0.10354543320028176,0.5356928614277144,66515,.,68073,133400,1955
2709.02,5626,1430,0.048524706718805544,0.9111269107714184,0.015286171347316033,0.3083916083916084,0.05847849271240668,0.07003199431212229,0.8335664335664336,63333,.,63381,159700,1954
2709.03,4630,1191,0.1833693304535637,0.7388768898488121,0.09611231101511879,0.14693534844668346,0.04060475161987041,0.10755939524838012,0.5927791771620488,51746,121146,50699,163100,1946
2710.01,2400,833,0.03791666666666667,0.9420833333333334,0.01,0.3433373349339736,0.07083333333333333,0.20333333333333334,0.4225690276110444,46953,.,47422,100600,1939
2710.02,4268,1510,0.03303655107778819,0.950796626054358,0.019681349578256794,0.356953642384106,0.08341143392689784,0.35332708528584816,0.6298013245033113,47679,97083,46736,112800,1945
2711.01,1986,878,0.5070493454179255,0.3363544813695871,0.010574018126888218,0.14009111617312073,0.03121852970795569,0.23363544813695872,0.438496583143508,89643,107788,54327,234500,1958
2711.02,4496,466,0.6612544483985765,0.19217081850533807,0.045151245551601424,0.05150214592274678,0.008229537366548042,0.00800711743772242,0.9828326180257511,238393,250001,71711,849500,1939
2712.0,6661,2276,0.7269178801981685,0.14352199369464044,0.042335985587749585,0.031195079086115993,0.025821948656357903,0.0573487464344693,0.8563268892794376,188056,198287,94938,448100,1939
2713.0,2715,1095,0.8372007366482505,0.05930018416206261,0.016574585635359115,0.021004566210045664,0.0022099447513812156,0.021731123388581953,0.6557077625570776,202969,197228,.,542000,1939
2714.0,4047,1454,0.7768717568569311,0.06449221645663454,0.04571287373362985,0.055020632737276476,0.02223869532987398,0.06300963676797627,0.6513067400275103,205521,207989,.,480100,1939
2715.01,4077,1735,0.7969094922737306,0.12018641157714005,0.05175374049546235,0.05936599423631124,0.019376992886926663,0.06450821682609761,0.631700288184438,138063,144952,.,343500,1958
2715.03,863,632,0.8783314020857474,0.04055619930475087,0.0220162224797219,0.030063291139240507,0.01738122827346466,0.054461181923522596,0.8465189873417721,127143,145000,.,178000,1971
2716.0,4693,1601,0.02237374813552099,0.9710206690816109,0.004900916258256978,0.37851342910680824,0.0865118261240145,0.3245258896228425,0.4297314178638351,31940,.,32639,99300,1950
2717.0,5066,1827,0.04441373864982234,0.9467035136202132,0.0011843663639952626,0.30268199233716475,0.07244374259771022,0.1800236873272799,0.4603174603174603,48730,.,48607,99000,1946
2718.01,2960,1274,0.015202702702702704,0.9358108108108109,0.016216216216216217,0.21271585557299844,0.08277027027027027,0.3152027027027027,0.5196232339089482,50921,.,51206,73700,1945
2718.02,2543,915,0.0027526543452615023,0.9819111285882816,0.0023594180102241447,0.4054644808743169,0.03893039716869839,0.3220605583955958,0.44371584699453553,29298,.,29123,62200,1940
2719.0,4012,1476,0.2450149551345962,0.7345463609172482,0.0,0.1937669376693767,0.038883349950149554,0.20962113659022932,0.690379403794038,76071,116375,58977,164200,1942
2720.03,5677,1918,0.6769420468557337,0.30385767130526686,0.037167518055310905,0.13451511991657977,0.024132464329751628,0.0866654923375022,0.6438998957247133,99934,102701,102714,257000,1960
2720.04,3811,1835,0.7654159013382315,0.1464182629231173,0.02177906061401207,0.05940054495912807,0.018892679086853843,0.13303594856992915,0.38528610354223436,59185,49650,92422,148900,1979
2720.05,3440,1219,0.8805232558139535,0.09738372093023256,0.014534883720930232,0.06808859721082855,0.03575581395348837,0.18343023255813953,0.5676784249384742,79375,94196,42727,268200,1959
2720.06,3513,1679,0.4736692285795616,0.47594648448619414,0.03472815257614575,0.14532459797498512,0.03615143751779106,0.21064617136350697,0.2799285288862418,57765,69531,55532,147100,1956
2720.07,4626,1848,0.46433203631647213,0.45330739299610895,0.10138348465196714,0.18885281385281386,0.061608300907911806,0.21508862948551666,0.3235930735930736,48125,47500,54500,152500,1959
2801.01,3763,1398,0.08663300558065373,0.8822747807600319,0.03321817698644698,0.27896995708154504,0.02444857826202498,0.30693595535477014,0.44778254649499283,50756,33274,51599,114800,1954
2801.02,6292,2365,0.026064844246662427,0.9739351557533376,0.010648442466624285,0.2727272727272727,0.034170375079465985,0.182453909726637,0.5957716701902749,59332,.,59332,146300,1947
2802.0,5023,1730,0.03702966354768067,0.9135974517220784,0.0041807684650607205,0.21676300578034682,0.06370694803902051,0.20007963368504877,0.769364161849711,78606,86458,78205,177300,1941
2803.01,3731,1740,0.09916912355936747,0.8059501474135621,0.017957652103993568,0.2545977011494253,0.016885553470919325,0.2763334226748861,0.13620689655172413,47344,61719,45969,267500,1963
2803.02,2492,1015,0.048154093097913325,0.9418138041733547,0.006019261637239166,0.32019704433497537,0.060995184590690206,0.24759229534510432,0.3192118226600985,45625,.,44074,154300,1955
2804.01,3606,1499,0.16112035496394897,0.7922906267332224,0.016638935108153077,0.19279519679786525,0.037992235163616196,0.11092623405435385,0.6177451634422949,68821,108250,66016,166100,1954
2804.02,1657,630,0.006035003017501509,0.9668074834037417,0.004828002414001207,0.28888888888888886,0.05069402534701267,0.08026554013277007,0.7174603174603175,47895,.,47895,117300,1954
2804.03,5431,2224,0.2936844043454244,0.6864297551095563,0.030749401583502117,0.20593525179856115,0.04419075676670963,0.07273062051187626,0.4442446043165468,81042,96518,55131,204800,1951
2804.04,2519,961,0.04208019055180627,0.9015482334259627,0.0444620881302104,0.32362122788761705,0.05200476379515681,0.1925367209210004,0.404786680541103,42344,.,41313,127000,1976
2805.0,2257,984,0.10279131590607,0.8870181657066903,0.00974745237040319,0.31097560975609756,0.05316792202038104,0.592379264510412,0.0782520325203252,15224,.,15224,135500,1961
