respondentID,activity_year,loan_type,action_taken_type,state,county,msa,agency_code,nLenders,nLoans,amtLoans,nLoansToSmallest,amtLoansToSmallest,institution_name,agency,amtLoans_adj,amtLoansToSmallest_adj
8811,2006,4,1,11.0,1.0,47894.0,3,,1,107000,1,107000,,FDIC,107000,107000
8930,2009,4,1,11.0,1.0,47894.0,1,,1,50000,1,50000,,OCC,50000,50000
8930,2011,4,1,11.0,1.0,47894.0,1,,1,50000,1,50000,,OCC,50000,50000
9669,2012,4,1,11.0,1.0,47894.0,1,,1,85000,0,0,,OCC,85000,0
9846,2004,4,1,11.0,1.0,47894.0,3,,313,81708000,122,28663000,,FDIC,81708000,28663000
9846,2005,4,1,11.0,1.0,47894.0,3,,254,72944000,106,23500000,,FDIC,72944000,23500000
9846,2006,4,1,11.0,1.0,47894.0,3,,231,62371000,103,21740000,,FDIC,62371000,21740000
9846,2007,4,1,11.0,1.0,47894.0,3,,291,88508000,131,30439000,,FDIC,88508000,30439000
9846,2008,4,1,11.0,1.0,47894.0,3,,267,81935000,126,32091000,,FDIC,81935000,32091000
9846,2009,4,1,11.0,1.0,47894.0,3,,215,60481000,86,20155000,,FDIC,60481000,20155000
9846,2010,4,1,11.0,1.0,47894.0,3,,217,69732000,99,23754000,,FDIC,69732000,23754000
9846,2011,4,1,11.0,1.0,47894.0,3,,190,63072000,89,26147000,,FDIC,63072000,26147000
9846,2012,4,1,11.0,1.0,47894.0,3,,175,50569000,75,13838000,,FDIC,50569000,13838000
9846,2013,4,1,11.0,1.0,47894.0,3,,312,53792000,158,14226000,,FDIC,53792000,14226000
9846,2014,4,1,11.0,1.0,47894.0,3,,378,58395000,171,11542000,,FDIC,58395000,11542000
9846,2015,4,1,11.0,1.0,47894.0,3,,399,49452000,235,13568000,,FDIC,49452000,13568000
9846,2016,4,1,11.0,1.0,47894.0,3,,428,48405000,282,12722000,,FDIC,48405000,12722000
9846,2017,4,1,11.0,1.0,47894.0,3,,460,41359000,309,12503000,,FDIC,41359000,12503000
9868,2005,4,1,11.0,1.0,47894.0,1,,1,30000,1,30000,,OCC,30000,30000
10214,2004,4,1,11.0,1.0,47894.0,3,,1,137000,1,137000,,FDIC,137000,137000
10253,2004,4,1,11.0,1.0,47894.0,1,,3,18000,0,0,,OCC,18000,0
10523,2009,4,1,11.0,1.0,47894.0,1,,1,10000,0,0,,OCC,10000,0
10660,2004,4,1,11.0,1.0,47894.0,1,,1,74000,0,0,,OCC,74000,0
10660,2006,4,1,11.0,1.0,47894.0,1,,2,103000,2,103000,,OCC,103000,103000
10660,2007,4,1,11.0,1.0,47894.0,1,,1,60000,1,60000,,OCC,60000,60000
10660,2008,4,1,11.0,1.0,47894.0,1,,5,486000,2,68000,,OCC,486000,68000
10660,2009,4,1,11.0,1.0,47894.0,1,,1,60000,0,0,,OCC,60000,0
10842,2007,4,1,11.0,1.0,47894.0,3,,1,275000,1,275000,,FDIC,275000,275000
11063,2004,4,1,11.0,1.0,47894.0,3,,1,200000,1,200000,First Citzens Bank & Trust Co (NC),FDIC,200000,200000
11063,2005,4,1,11.0,1.0,47894.0,3,,1,166000,1,166000,First Citzens Bank & Trust Co (NC),FDIC,166000,166000
11063,2006,4,1,11.0,1.0,47894.0,3,,2,346000,2,346000,First Citzens Bank & Trust Co (NC),FDIC,346000,346000
11063,2007,4,1,11.0,1.0,47894.0,3,,1,101000,1,101000,First Citzens Bank & Trust Co (NC),FDIC,101000,101000
11063,2008,4,1,11.0,1.0,47894.0,3,,1,15000,0,0,First Citzens Bank & Trust Co (NC),FDIC,15000,0
11063,2009,4,1,11.0,1.0,47894.0,3,,1,1000000,1,1000000,First Citzens Bank & Trust Co (NC),FDIC,1000000,1000000
11063,2010,4,1,11.0,1.0,47894.0,3,,7,2731000,1,100000,First Citzens Bank & Trust Co (NC),FDIC,2731000,100000
11063,2011,4,1,11.0,1.0,47894.0,3,,5,1983000,3,883000,First Citzens Bank & Trust Co (NC),FDIC,1983000,883000
11063,2012,4,1,11.0,1.0,47894.0,3,,4,2776000,2,1276000,First Citzens Bank & Trust Co (NC),FDIC,2776000,1276000
11063,2013,4,1,11.0,1.0,47894.0,3,,4,2900000,0,0,First Citzens Bank & Trust Co (NC),FDIC,2900000,0
11063,2014,4,1,11.0,1.0,47894.0,3,,7,3635000,1,10000,First Citzens Bank & Trust Co (NC),FDIC,3635000,10000
11063,2015,4,1,11.0,1.0,47894.0,3,,7,2461000,3,614000,First Citzens Bank & Trust Co (NC),FDIC,2461000,614000
11063,2016,4,1,11.0,1.0,47894.0,3,,23,2512000,17,1118000,First Citzens Bank & Trust Co (NC),FDIC,2512000,1118000
11063,2017,4,1,11.0,1.0,47894.0,3,,15,1888000,11,764000,First Citzens Bank & Trust Co (NC),FDIC,1888000,764000
11124,2004,4,1,11.0,1.0,47894.0,3,,1,19000,1,19000,,FDIC,19000,19000
11124,2016,4,1,11.0,1.0,47894.0,3,,1,500000,1,500000,,FDIC,500000,500000
11578,2004,4,1,11.0,1.0,47894.0,3,,19,3583000,6,1232000,BURKE & HERBERT BK & TR CO (VA),FDIC,3583000,1232000
11578,2005,4,1,11.0,1.0,47894.0,3,,27,3297000,14,1844000,BURKE & HERBERT BK & TR CO (VA),FDIC,3297000,1844000
11578,2006,4,1,11.0,1.0,47894.0,3,,27,4825000,16,2097000,BURKE & HERBERT BK & TR CO (VA),FDIC,4825000,2097000
11578,2007,4,1,11.0,1.0,47894.0,3,,20,2030000,15,1500000,BURKE & HERBERT BK & TR CO (VA),FDIC,2030000,1500000
11578,2008,4,1,11.0,1.0,47894.0,3,,26,5990000,16,4401000,BURKE & HERBERT BK & TR CO (VA),FDIC,5990000,4401000
11578,2009,4,1,11.0,1.0,47894.0,3,,31,5420000,19,3165000,BURKE & HERBERT BK & TR CO (VA),FDIC,5420000,3165000
11578,2010,4,1,11.0,1.0,47894.0,3,,30,3112000,23,2037000,BURKE & HERBERT BK & TR CO (VA),FDIC,3112000,2037000
11578,2011,4,1,11.0,1.0,47894.0,3,,22,4942000,12,2372000,BURKE & HERBERT BK & TR CO (VA),FDIC,4942000,2372000
11578,2012,4,1,11.0,1.0,47894.0,3,,25,4661000,15,2599000,BURKE & HERBERT BK & TR CO (VA),FDIC,4661000,2599000
11578,2013,4,1,11.0,1.0,47894.0,3,,22,5068000,14,3045000,BURKE & HERBERT BK & TR CO (VA),FDIC,5068000,3045000
11578,2014,4,1,11.0,1.0,47894.0,3,,18,6139000,13,5549000,BURKE & HERBERT BK & TR CO (VA),FDIC,6139000,5549000
11578,2015,4,1,11.0,1.0,47894.0,3,,9,2342000,5,1883000,BURKE & HERBERT BK & TR CO (VA),FDIC,2342000,1883000
