rownumber,respondentID,agency_code,activity_year,loan_type,action_taken_type,state,county,msa,assessment_area_number,partial_county_indicator,split_county_indicator,population_classification,income_group_total,nLoans1,amtLoans1,nLoans100k,amtLoans100k,nLoans250k,amtLoans250k,nLoansToSmallest,amtLoansToSmallest,nLoansAff,amtLoansAff,institution_name,agency,loan_to,action_taken,income_group,inflation_factor,amtLoans1_adjusted,amtLoans100k_adjusted,amtLoans250k_adjusted,amtLoansToSmallest_adjusted,amtLoansAff_adjusted
100742,24,1,2005,5,1,29,510,41180,174.0,N,N,S,104,0,0,0,0,0,0,0,0,0,0,US BANK NA (WI),OCC,Farm,Origination,Upper Income (> 120% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
100743,24,1,2005,5,1,29,510,41180,174.0,N,N,S,105,0,0,0,0,0,0,0,0,0,0,US BANK NA (WI),OCC,Farm,Origination,Income Not Known (0),1.227,0.0,0.0,0.0,0.0,0.0
100744,24,1,2005,5,1,29,510,41180,174.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,US BANK NA (WI),OCC,Farm,Origination,Tract not Known (NA),1.227,0.0,0.0,0.0,0.0,0.0
136319,191,1,2005,4,1,29,510,41180,33.0,N,N,S,101,16,999000,12,2347000,17,9235000,26,6403000,0,0,Unknown,OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.227,1225773.0,2879769.0,11331345.0,7856481.000000001,0.0
136320,191,1,2005,4,1,29,510,41180,33.0,N,N,S,102,19,922000,13,2115000,20,9073000,25,5176000,0,0,Unknown,OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.227,1131294.0,2595105.0,11132571.0,6350952.000000001,0.0
136321,191,1,2005,4,1,29,510,41180,33.0,N,N,S,103,7,235000,8,1674000,3,2033000,13,1739000,0,0,Unknown,OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.227,288345.0,2053998.0,2494491.0,2133753.0,0.0
136322,191,1,2005,4,1,29,510,41180,33.0,N,N,S,104,2,113000,1,249000,5,2434000,6,2048000,0,0,Unknown,OCC,Business,Origination,Upper Income (> 120% of MFI),1.227,138651.0,305523.0,2986518.0,2512896.0,0.0
136323,191,1,2005,4,1,29,510,41180,33.0,N,N,S,105,4,189000,5,840000,2,1296000,7,729000,0,0,Unknown,OCC,Business,Origination,Income Not Known (0),1.227,231903.00000000003,1030680.0,1590192.0000000002,894483.0000000001,0.0
136324,191,1,2005,4,1,29,510,41180,33.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Tract not Known (NA),1.227,0.0,0.0,0.0,0.0,0.0
136854,191,1,2005,5,1,29,510,41180,33.0,N,N,S,101,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Farm,Origination,Low Income (< 50% of MFI) - excluding 0),1.227,0.0,0.0,0.0,0.0,0.0
136855,191,1,2005,5,1,29,510,41180,33.0,N,N,S,102,1,30000,0,0,0,0,1,30000,0,0,Unknown,OCC,Farm,Origination,Moderate Income (50% to 80% of MFI),1.227,36810.0,0.0,0.0,36810.0,0.0
136856,191,1,2005,5,1,29,510,41180,33.0,N,N,S,103,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Farm,Origination,Middle Income (80% to 120% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
136857,191,1,2005,5,1,29,510,41180,33.0,N,N,S,104,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Farm,Origination,Upper Income (> 120% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
136858,191,1,2005,5,1,29,510,41180,33.0,N,N,S,105,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Farm,Origination,Income Not Known (0),1.227,0.0,0.0,0.0,0.0,0.0
136859,191,1,2005,5,1,29,510,41180,33.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Farm,Origination,Tract not Known (NA),1.227,0.0,0.0,0.0,0.0,0.0
147792,209,1,2005,4,1,29,510,41180,-1.0,N,N,S,101,0,0,0,0,0,0,0,0,0,0,FIRST NATIONAL BANK OF OMAHA (NE),OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.227,0.0,0.0,0.0,0.0,0.0
147793,209,1,2005,4,1,29,510,41180,-1.0,N,N,S,102,1,10000,0,0,0,0,0,0,0,0,FIRST NATIONAL BANK OF OMAHA (NE),OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.227,12270.0,0.0,0.0,0.0,0.0
147794,209,1,2005,4,1,29,510,41180,-1.0,N,N,S,103,1,1000,0,0,0,0,0,0,0,0,FIRST NATIONAL BANK OF OMAHA (NE),OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.227,1227.0,0.0,0.0,0.0,0.0
147795,209,1,2005,4,1,29,510,41180,-1.0,N,N,S,104,0,0,0,0,0,0,0,0,0,0,FIRST NATIONAL BANK OF OMAHA (NE),OCC,Business,Origination,Upper Income (> 120% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
147796,209,1,2005,4,1,29,510,41180,-1.0,N,N,S,105,0,0,0,0,0,0,0,0,0,0,FIRST NATIONAL BANK OF OMAHA (NE),OCC,Business,Origination,Income Not Known (0),1.227,0.0,0.0,0.0,0.0,0.0
147797,209,1,2005,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,FIRST NATIONAL BANK OF OMAHA (NE),OCC,Business,Origination,Tract not Known (NA),1.227,0.0,0.0,0.0,0.0,0.0
169660,336,1,2005,4,1,29,510,41180,-1.0,N,N,S,101,1,52000,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.227,63804.00000000001,0.0,0.0,0.0,0.0
169661,336,1,2005,4,1,29,510,41180,-1.0,N,N,S,102,3,163000,0,0,0,0,2,100000,0,0,Unknown,OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.227,200001.00000000003,0.0,0.0,122700.0,0.0
169662,336,1,2005,4,1,29,510,41180,-1.0,N,N,S,103,2,140000,3,449000,1,400000,3,580000,0,0,Unknown,OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.227,171780.0,550923.0,490800.00000000006,711660.0,0.0
169663,336,1,2005,4,1,29,510,41180,-1.0,N,N,S,104,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Upper Income (> 120% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
169664,336,1,2005,4,1,29,510,41180,-1.0,N,N,S,105,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Income Not Known (0),1.227,0.0,0.0,0.0,0.0,0.0
169665,336,1,2005,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Tract not Known (NA),1.227,0.0,0.0,0.0,0.0,0.0
185454,786,1,2005,4,1,29,510,41180,-1.0,N,N,S,101,1,7000,0,0,0,0,1,7000,0,0,Unknown,OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.227,8589.0,0.0,0.0,8589.0,0.0
185455,786,1,2005,4,1,29,510,41180,-1.0,N,N,S,102,0,0,0,0,1,360000,0,0,0,0,Unknown,OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.227,0.0,0.0,441720.00000000006,0.0,0.0
185456,786,1,2005,4,1,29,510,41180,-1.0,N,N,S,103,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
185457,786,1,2005,4,1,29,510,41180,-1.0,N,N,S,104,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Upper Income (> 120% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
185458,786,1,2005,4,1,29,510,41180,-1.0,N,N,S,105,1,40000,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Income Not Known (0),1.227,49080.0,0.0,0.0,0.0,0.0
185459,786,1,2005,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Tract not Known (NA),1.227,0.0,0.0,0.0,0.0,0.0
230772,1741,1,2005,4,1,29,510,41180,-1.0,N,N,S,101,46,1414000,0,0,0,0,31,912000,0,0,Unknown,OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.227,1734978.0000000002,0.0,0.0,1119024.0,0.0
230773,1741,1,2005,4,1,29,510,41180,-1.0,N,N,S,102,119,3214000,2,232000,0,0,87,2283000,0,0,Unknown,OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.227,3943578.0000000005,284664.0,0.0,2801241.0,0.0
230774,1741,1,2005,4,1,29,510,41180,-1.0,N,N,S,103,47,994000,0,0,0,0,38,799000,0,0,Unknown,OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.227,1219638.0,0.0,0.0,980373.0,0.0
230775,1741,1,2005,4,1,29,510,41180,-1.0,N,N,S,104,4,137000,1,126000,0,0,3,151000,0,0,Unknown,OCC,Business,Origination,Upper Income (> 120% of MFI),1.227,168099.0,154602.0,0.0,185277.0,0.0
230776,1741,1,2005,4,1,29,510,41180,-1.0,N,N,S,105,10,359000,0,0,0,0,8,294000,0,0,Unknown,OCC,Business,Origination,Income Not Known (0),1.227,440493.00000000006,0.0,0.0,360738.0,0.0
230777,1741,1,2005,4,1,29,510,41180,-1.0,N,N,S,106,1,94000,0,0,0,0,1,94000,0,0,Unknown,OCC,Business,Origination,Tract not Known (NA),1.227,115338.0,0.0,0.0,115338.0,0.0
318103,1770,1,2005,4,6,29,510,41180,-1.0,N,N,S,101,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Purchase,Low Income (< 50% of MFI) - excluding 0),1.227,0.0,0.0,0.0,0.0,0.0
318104,1770,1,2005,4,6,29,510,41180,-1.0,N,N,S,102,0,0,0,0,1,834000,1,834000,0,0,Unknown,OCC,Business,Purchase,Moderate Income (50% to 80% of MFI),1.227,0.0,0.0,1023318.0,1023318.0,0.0
318105,1770,1,2005,4,6,29,510,41180,-1.0,N,N,S,103,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Purchase,Middle Income (80% to 120% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
318106,1770,1,2005,4,6,29,510,41180,-1.0,N,N,S,104,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Purchase,Upper Income (> 120% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
318107,1770,1,2005,4,6,29,510,41180,-1.0,N,N,S,105,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Purchase,Income Not Known (0),1.227,0.0,0.0,0.0,0.0,0.0
318108,1770,1,2005,4,6,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Purchase,Tract not Known (NA),1.227,0.0,0.0,0.0,0.0,0.0
329884,2597,1,2005,4,1,29,510,41180,-1.0,N,N,S,101,1,22000,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.227,26994.000000000004,0.0,0.0,0.0,0.0
329885,2597,1,2005,4,1,29,510,41180,-1.0,N,N,S,102,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
329886,2597,1,2005,4,1,29,510,41180,-1.0,N,N,S,103,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
329887,2597,1,2005,4,1,29,510,41180,-1.0,N,N,S,104,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Upper Income (> 120% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
329888,2597,1,2005,4,1,29,510,41180,-1.0,N,N,S,105,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Income Not Known (0),1.227,0.0,0.0,0.0,0.0,0.0
329889,2597,1,2005,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Tract not Known (NA),1.227,0.0,0.0,0.0,0.0,0.0
377824,4341,1,2005,4,1,29,510,41180,-1.0,N,N,S,101,0,0,0,0,1,400000,0,0,0,0,Unknown,OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.227,0.0,0.0,490800.00000000006,0.0,0.0
377825,4341,1,2005,4,1,29,510,41180,-1.0,N,N,S,102,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
377826,4341,1,2005,4,1,29,510,41180,-1.0,N,N,S,103,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
377827,4341,1,2005,4,1,29,510,41180,-1.0,N,N,S,104,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Upper Income (> 120% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
377828,4341,1,2005,4,1,29,510,41180,-1.0,N,N,S,105,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Income Not Known (0),1.227,0.0,0.0,0.0,0.0,0.0
377829,4341,1,2005,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Tract not Known (NA),1.227,0.0,0.0,0.0,0.0,0.0
441323,12333,1,2005,4,1,29,510,41180,-1.0,N,N,S,101,4,220000,2,495000,2,694000,2,450000,0,0,Unknown,OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.227,269940.0,607365.0,851538.0000000001,552150.0,0.0
441324,12333,1,2005,4,1,29,510,41180,-1.0,N,N,S,102,8,413000,4,824000,5,3099000,8,1528000,0,0,Unknown,OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.227,506751.00000000006,1011048.0,3802473.0000000005,1874856.0,0.0
441325,12333,1,2005,4,1,29,510,41180,-1.0,N,N,S,103,3,118000,1,250000,4,2129000,3,909000,0,0,Unknown,OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.227,144786.0,306750.0,2612283.0,1115343.0,0.0
441326,12333,1,2005,4,1,29,510,41180,-1.0,N,N,S,104,1,100000,1,125000,2,1250000,1,950000,0,0,Unknown,OCC,Business,Origination,Upper Income (> 120% of MFI),1.227,122700.0,153375.0,1533750.0,1165650.0,0.0
441327,12333,1,2005,4,1,29,510,41180,-1.0,N,N,S,105,1,75000,1,205000,1,500000,0,0,0,0,Unknown,OCC,Business,Origination,Income Not Known (0),1.227,92025.0,251535.00000000003,613500.0,0.0,0.0
441328,12333,1,2005,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Tract not Known (NA),1.227,0.0,0.0,0.0,0.0,0.0
449660,13044,1,2005,4,1,29,510,41180,6.0,N,N,S,101,13,624000,6,1160000,6,2846000,8,931000,0,0,"Bank of America, N.A. (CA)",OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.227,765648.0,1423320.0,3492042.0000000005,1142337.0,0.0
449661,13044,1,2005,4,1,29,510,41180,6.0,N,N,S,102,23,812000,5,971000,18,10459000,19,2656000,0,0,"Bank of America, N.A. (CA)",OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.227,996324.0,1191417.0,12833193.000000002,3258912.0000000005,0.0
449662,13044,1,2005,4,1,29,510,41180,6.0,N,N,S,103,21,1157000,3,508000,3,2052000,14,853000,0,0,"Bank of America, N.A. (CA)",OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.227,1419639.0,623316.0,2517804.0,1046631.0,0.0
449663,13044,1,2005,4,1,29,510,41180,6.0,N,N,S,104,2,22000,0,0,1,430000,2,22000,0,0,"Bank of America, N.A. (CA)",OCC,Business,Origination,Upper Income (> 120% of MFI),1.227,26994.000000000004,0.0,527610.0,26994.000000000004,0.0
449664,13044,1,2005,4,1,29,510,41180,6.0,N,N,S,105,2,180000,0,0,2,1009000,0,0,0,0,"Bank of America, N.A. (CA)",OCC,Business,Origination,Income Not Known (0),1.227,220860.00000000003,0.0,1238043.0,0.0,0.0
449665,13044,1,2005,4,1,29,510,41180,6.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,"Bank of America, N.A. (CA)",OCC,Business,Origination,Tract not Known (NA),1.227,0.0,0.0,0.0,0.0,0.0
505089,13142,1,2005,4,1,29,510,41180,-1.0,N,N,S,101,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.227,0.0,0.0,0.0,0.0,0.0
505090,13142,1,2005,4,1,29,510,41180,-1.0,N,N,S,102,0,0,0,0,1,681000,1,681000,0,0,Unknown,OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.227,0.0,0.0,835587.0000000001,835587.0000000001,0.0
505091,13142,1,2005,4,1,29,510,41180,-1.0,N,N,S,103,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
505092,13142,1,2005,4,1,29,510,41180,-1.0,N,N,S,104,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Upper Income (> 120% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
505093,13142,1,2005,4,1,29,510,41180,-1.0,N,N,S,105,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Income Not Known (0),1.227,0.0,0.0,0.0,0.0,0.0
505094,13142,1,2005,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Tract not Known (NA),1.227,0.0,0.0,0.0,0.0,0.0
516075,13684,1,2005,4,1,29,510,41180,-1.0,N,N,S,101,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.227,0.0,0.0,0.0,0.0,0.0
516076,13684,1,2005,4,1,29,510,41180,-1.0,N,N,S,102,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
516077,13684,1,2005,4,1,29,510,41180,-1.0,N,N,S,103,0,0,1,200000,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.227,0.0,245400.00000000003,0.0,0.0,0.0
516078,13684,1,2005,4,1,29,510,41180,-1.0,N,N,S,104,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Upper Income (> 120% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
516079,13684,1,2005,4,1,29,510,41180,-1.0,N,N,S,105,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Income Not Known (0),1.227,0.0,0.0,0.0,0.0,0.0
516080,13684,1,2005,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Tract not Known (NA),1.227,0.0,0.0,0.0,0.0,0.0
537814,14362,1,2005,4,1,29,510,41180,-1.0,N,N,S,101,1,60000,0,0,1,500000,1,500000,0,0,Unknown,OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.227,73620.0,0.0,613500.0,613500.0,0.0
537815,14362,1,2005,4,1,29,510,41180,-1.0,N,N,S,102,0,0,0,0,2,1575000,0,0,0,0,Unknown,OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.227,0.0,0.0,1932525.0,0.0,0.0
537816,14362,1,2005,4,1,29,510,41180,-1.0,N,N,S,103,0,0,0,0,1,600000,0,0,0,0,Unknown,OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.227,0.0,0.0,736200.0,0.0,0.0
537817,14362,1,2005,4,1,29,510,41180,-1.0,N,N,S,104,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Upper Income (> 120% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
537818,14362,1,2005,4,1,29,510,41180,-1.0,N,N,S,105,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Income Not Known (0),1.227,0.0,0.0,0.0,0.0,0.0
537819,14362,1,2005,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Tract not Known (NA),1.227,0.0,0.0,0.0,0.0,0.0
540533,14369,1,2005,4,1,29,510,41180,-1.0,N,N,S,101,2,60000,0,0,0,0,2,60000,0,0,Unknown,OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.227,73620.0,0.0,0.0,73620.0,0.0
540534,14369,1,2005,4,1,29,510,41180,-1.0,N,N,S,102,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
540535,14369,1,2005,4,1,29,510,41180,-1.0,N,N,S,103,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
540536,14369,1,2005,4,1,29,510,41180,-1.0,N,N,S,104,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Upper Income (> 120% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
540537,14369,1,2005,4,1,29,510,41180,-1.0,N,N,S,105,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Income Not Known (0),1.227,0.0,0.0,0.0,0.0,0.0
540538,14369,1,2005,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Tract not Known (NA),1.227,0.0,0.0,0.0,0.0,0.0
583067,15576,1,2005,4,1,29,510,41180,-1.0,N,N,S,101,0,0,0,0,0,0,0,0,0,0,STEARNS BANK N A (MN),OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.227,0.0,0.0,0.0,0.0,0.0
583068,15576,1,2005,4,1,29,510,41180,-1.0,N,N,S,102,0,0,1,125000,0,0,1,125000,0,0,STEARNS BANK N A (MN),OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.227,0.0,153375.0,0.0,153375.0,0.0
583069,15576,1,2005,4,1,29,510,41180,-1.0,N,N,S,103,0,0,0,0,0,0,0,0,0,0,STEARNS BANK N A (MN),OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
583070,15576,1,2005,4,1,29,510,41180,-1.0,N,N,S,104,0,0,0,0,0,0,0,0,0,0,STEARNS BANK N A (MN),OCC,Business,Origination,Upper Income (> 120% of MFI),1.227,0.0,0.0,0.0,0.0,0.0
583071,15576,1,2005,4,1,29,510,41180,-1.0,N,N,S,105,0,0,0,0,0,0,0,0,0,0,STEARNS BANK N A (MN),OCC,Business,Origination,Income Not Known (0),1.227,0.0,0.0,0.0,0.0,0.0
583072,15576,1,2005,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,STEARNS BANK N A (MN),OCC,Business,Origination,Tract not Known (NA),1.227,0.0,0.0,0.0,0.0,0.0
637557,18112,1,2005,4,1,29,510,41180,20.0,N,N,S,101,30,1493000,7,1243000,18,8898000,30,3542000,0,0,Unknown,OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.227,1831911.0,1525161.0,10917846.0,4346034.0,0.0
637558,18112,1,2005,4,1,29,510,41180,20.0,N,N,S,102,34,1734000,12,2148000,13,8826000,33,3248000,0,0,Unknown,OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.227,2127618.0,2635596.0,10829502.0,3985296.0000000005,0.0
637559,18112,1,2005,4,1,29,510,41180,20.0,N,N,S,103,16,735000,5,914000,12,5836000,13,2592000,0,0,Unknown,OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.227,901845.0,1121478.0,7160772.000000001,3180384.0000000005,0.0
637560,18112,1,2005,4,1,29,510,41180,20.0,N,N,S,104,2,126000,0,0,0,0,1,75000,0,0,Unknown,OCC,Business,Origination,Upper Income (> 120% of MFI),1.227,154602.0,0.0,0.0,92025.0,0.0
637561,18112,1,2005,4,1,29,510,41180,20.0,N,N,S,105,2,123000,2,500000,1,500000,0,0,0,0,Unknown,OCC,Business,Origination,Income Not Known (0),1.227,150921.0,613500.0,613500.0,0.0,0.0
637562,18112,1,2005,4,1,29,510,41180,20.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Tract not Known (NA),1.227,0.0,0.0,0.0,0.0,0.0
639252,18112,1,2005,4,6,29,510,41180,20.0,N,N,S,101,16,255000,0,0,0,0,11,109000,16,255000,Unknown,OCC,Business,Purchase,Low Income (< 50% of MFI) - excluding 0),1.227,312885.0,0.0,0.0,133743.0,312885.0
639253,18112,1,2005,4,6,29,510,41180,20.0,N,N,S,102,42,538000,0,0,0,0,27,254000,42,538000,Unknown,OCC,Business,Purchase,Moderate Income (50% to 80% of MFI),1.227,660126.0,0.0,0.0,311658.0,660126.0
639254,18112,1,2005,4,6,29,510,41180,20.0,N,N,S,103,19,160000,0,0,0,0,15,95000,19,160000,Unknown,OCC,Business,Purchase,Middle Income (80% to 120% of MFI),1.227,196320.0,0.0,0.0,116565.0,196320.0
639255,18112,1,2005,4,6,29,510,41180,20.0,N,N,S,104,2,9000,0,0,0,0,1,2000,2,9000,Unknown,OCC,Business,Purchase,Upper Income (> 120% of MFI),1.227,11043.0,0.0,0.0,2454.0,11043.0
639256,18112,1,2005,4,6,29,510,41180,20.0,N,N,S,105,2,20000,0,0,0,0,1,10000,2,20000,Unknown,OCC,Business,Purchase,Income Not Known (0),1.227,24540.0,0.0,0.0,12270.0,24540.0
639257,18112,1,2005,4,6,29,510,41180,20.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Purchase,Tract not Known (NA),1.227,0.0,0.0,0.0,0.0,0.0
674973,22015,1,2005,4,1,29,510,41180,-1.0,N,N,S,101,1,15000,0,0,0,0,1,15000,0,0,Unknown,OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.227,18405.0,0.0,0.0,18405.0,0.0
674974,22015,1,2005,4,1,29,510,41180,-1.0,N,N,S,102,2,91000,3,750000,2,800000,2,335000,0,0,Unknown,OCC,Business,Origination,Moderate Income (50% to 80% of MFI),1.227,111657.0,920250.0,981600.0,411045.00000000006,0.0
674975,22015,1,2005,4,1,29,510,41180,-1.0,N,N,S,103,1,15000,1,150000,0,0,1,15000,0,0,Unknown,OCC,Business,Origination,Middle Income (80% to 120% of MFI),1.227,18405.0,184050.0,0.0,18405.0,0.0
674976,22015,1,2005,4,1,29,510,41180,-1.0,N,N,S,104,1,75000,0,0,0,0,1,75000,0,0,Unknown,OCC,Business,Origination,Upper Income (> 120% of MFI),1.227,92025.0,0.0,0.0,92025.0,0.0
674977,22015,1,2005,4,1,29,510,41180,-1.0,N,N,S,105,1,48000,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Income Not Known (0),1.227,58896.00000000001,0.0,0.0,0.0,0.0
674978,22015,1,2005,4,1,29,510,41180,-1.0,N,N,S,106,0,0,0,0,0,0,0,0,0,0,Unknown,OCC,Business,Origination,Tract not Known (NA),1.227,0.0,0.0,0.0,0.0,0.0
688587,22106,1,2005,4,1,29,510,41180,-1.0,N,N,S,101,98,949000,0,0,0,0,38,522000,0,0,Unknown,OCC,Business,Origination,Low Income (< 50% of MFI) - excluding 0),1.227,1164423.0,0.0,0.0,640494.0,0.0
