rownumber,respondentID,agency_code,activity_year,state,county,msa,census_tract,assessment_area_number,partial_county_indicator,split_county_indicator,population_classification,income_group,loan_indicator
2023483,20347,3,2006,24,510,12580.0,1506.0,1.0,N,N,L,5,N
2023484,20347,3,2006,24,510,12580.0,1512.0,1.0,N,N,L,5,N
2023485,20347,3,2006,24,510,12580.0,1602.0,1.0,N,N,L,5,N
2023486,20347,3,2006,24,510,12580.0,1605.0,1.0,N,N,L,5,N
2023487,20347,3,2006,24,510,12580.0,1606.0,1.0,N,N,L,5,N
2023488,20347,3,2006,24,510,12580.0,1803.0,1.0,N,N,L,5,N
2023489,20347,3,2006,24,510,12580.0,2005.0,1.0,N,N,L,5,Y
2023490,20347,3,2006,24,510,12580.0,2101.0,1.0,N,N,L,5,Y
2023491,20347,3,2006,24,510,12580.0,2102.0,1.0,N,N,L,5,Y
2023492,20347,3,2006,24,510,12580.0,2503.01,1.0,N,N,L,5,Y
2023493,20347,3,2006,24,510,12580.0,2505.0,1.0,N,N,L,5,Y
2023494,20347,3,2006,24,510,12580.0,2604.02,1.0,N,N,L,5,Y
2023495,20347,3,2006,24,510,12580.0,2607.0,1.0,N,N,L,5,N
2023496,20347,3,2006,24,510,12580.0,2610.0,1.0,N,N,L,5,N
2023497,20347,3,2006,24,510,12580.0,2716.0,1.0,N,N,L,5,N
2023498,20347,3,2006,24,510,12580.0,2718.01,1.0,N,N,L,5,N
2023499,20347,3,2006,24,510,12580.0,2718.02,1.0,N,N,L,5,N
2023500,20347,3,2006,24,510,12580.0,2803.01,1.0,N,N,L,5,N
2023501,20347,3,2006,24,510,12580.0,601.0,1.0,N,N,L,6,Y
2023502,20347,3,2006,24,510,12580.0,801.02,1.0,N,N,L,6,Y
2023503,20347,3,2006,24,510,12580.0,803.02,1.0,N,N,L,6,N
2023504,20347,3,2006,24,510,12580.0,906.0,1.0,N,N,L,6,N
2023505,20347,3,2006,24,510,12580.0,908.0,1.0,N,N,L,6,Y
2023506,20347,3,2006,24,510,12580.0,1004.0,1.0,N,N,L,6,Y
2023507,20347,3,2006,24,510,12580.0,1203.0,1.0,N,N,L,6,N
2023508,20347,3,2006,24,510,12580.0,1308.04,1.0,N,N,L,6,Y
2023509,20347,3,2006,24,510,12580.0,1503.0,1.0,N,N,L,6,N
2023510,20347,3,2006,24,510,12580.0,1505.0,1.0,N,N,L,6,N
2023511,20347,3,2006,24,510,12580.0,1508.0,1.0,N,N,L,6,N
2023512,20347,3,2006,24,510,12580.0,1510.0,1.0,N,N,L,6,N
2023513,20347,3,2006,24,510,12580.0,1607.0,1.0,N,N,L,6,N
2023514,20347,3,2006,24,510,12580.0,1608.02,1.0,N,N,L,6,N
2023515,20347,3,2006,24,510,12580.0,1902.0,1.0,N,N,L,6,N
2023516,20347,3,2006,24,510,12580.0,2001.0,1.0,N,N,L,6,N
2023517,20347,3,2006,24,510,12580.0,2002.0,1.0,N,N,L,6,N
2023518,20347,3,2006,24,510,12580.0,2006.0,1.0,N,N,L,6,N
2023519,20347,3,2006,24,510,12580.0,2007.01,1.0,N,N,L,6,N
2023520,20347,3,2006,24,510,12580.0,2008.0,1.0,N,N,L,6,Y
2023521,20347,3,2006,24,510,12580.0,2303.0,1.0,N,N,L,6,Y
2023522,20347,3,2006,24,510,12580.0,2602.02,1.0,N,N,L,6,N
2023523,20347,3,2006,24,510,12580.0,2604.01,1.0,N,N,L,6,Y
2023524,20347,3,2006,24,510,12580.0,2604.04,1.0,N,N,L,6,Y
2023525,20347,3,2006,24,510,12580.0,2608.0,1.0,N,N,L,6,N
2023526,20347,3,2006,24,510,12580.0,2611.0,1.0,N,N,L,6,N
2023527,20347,3,2006,24,510,12580.0,2707.02,1.0,N,N,L,6,N
2023528,20347,3,2006,24,510,12580.0,2710.01,1.0,N,N,L,6,N
2023529,20347,3,2006,24,510,12580.0,2717.0,1.0,N,N,L,6,Y
2023530,20347,3,2006,24,510,12580.0,2803.02,1.0,N,N,L,6,N
2023531,20347,3,2006,24,510,12580.0,102.0,1.0,N,N,L,7,N
2023532,20347,3,2006,24,510,12580.0,103.0,1.0,N,N,L,7,N
2023533,20347,3,2006,24,510,12580.0,105.0,1.0,N,N,L,7,N
2023534,20347,3,2006,24,510,12580.0,201.0,1.0,N,N,L,7,N
2023535,20347,3,2006,24,510,12580.0,901.0,1.0,N,N,L,7,N
2023536,20347,3,2006,24,510,12580.0,903.0,1.0,N,N,L,7,N
2023537,20347,3,2006,24,510,12580.0,1206.0,1.0,N,N,L,7,Y
2023538,20347,3,2006,24,510,12580.0,1308.06,1.0,N,N,L,7,Y
2023539,20347,3,2006,24,510,12580.0,1507.01,1.0,N,N,L,7,N
2023540,20347,3,2006,24,510,12580.0,1509.0,1.0,N,N,L,7,N
2023541,20347,3,2006,24,510,12580.0,1608.01,1.0,N,N,L,7,N
2023542,20347,3,2006,24,510,12580.0,1802.0,1.0,N,N,L,7,N
2023543,20347,3,2006,24,510,12580.0,2007.02,1.0,N,N,L,7,N
2023544,20347,3,2006,24,510,12580.0,2301.0,1.0,N,N,L,7,N
2023545,20347,3,2006,24,510,12580.0,2501.01,1.0,N,N,L,7,N
2023546,20347,3,2006,24,510,12580.0,2501.02,1.0,N,N,L,7,N
2023547,20347,3,2006,24,510,12580.0,2502.05,1.0,N,N,L,7,Y
2023548,20347,3,2006,24,510,12580.0,2503.03,1.0,N,N,L,7,N
2023549,20347,3,2006,24,510,12580.0,2504.01,1.0,N,N,L,7,Y
2023550,20347,3,2006,24,510,12580.0,2506.0,1.0,N,N,L,7,Y
2023551,20347,3,2006,24,510,12580.0,2602.01,1.0,N,N,L,7,N
2023552,20347,3,2006,24,510,12580.0,2603.01,1.0,N,N,L,7,N
2023553,20347,3,2006,24,510,12580.0,2603.02,1.0,N,N,L,7,N
2023554,20347,3,2006,24,510,12580.0,2604.03,1.0,N,N,L,7,N
2023555,20347,3,2006,24,510,12580.0,2605.01,1.0,N,N,L,7,Y
2023556,20347,3,2006,24,510,12580.0,2606.05,1.0,N,N,L,7,Y
2023557,20347,3,2006,24,510,12580.0,2708.05,1.0,N,N,L,7,Y
2023558,20347,3,2006,24,510,12580.0,2709.01,1.0,N,N,L,7,N
2023559,20347,3,2006,24,510,12580.0,2710.02,1.0,N,N,L,7,N
2023560,20347,3,2006,24,510,12580.0,2720.01,1.0,N,N,L,7,Y
2023561,20347,3,2006,24,510,12580.0,2801.01,1.0,N,N,L,7,Y
2023562,20347,3,2006,24,510,12580.0,2801.02,1.0,N,N,L,7,N
2023563,20347,3,2006,24,510,12580.0,104.0,1.0,N,N,L,8,Y
2023564,20347,3,2006,24,510,12580.0,202.0,1.0,N,N,L,8,N
2023565,20347,3,2006,24,510,12580.0,401.0,1.0,N,N,L,8,Y
2023566,20347,3,2006,24,510,12580.0,402.0,1.0,N,N,L,8,N
2023567,20347,3,2006,24,510,12580.0,801.01,1.0,N,N,L,8,N
2023568,20347,3,2006,24,510,12580.0,1202.0,1.0,N,N,L,8,Y
2023569,20347,3,2006,24,510,12580.0,1306.0,1.0,N,N,L,8,Y
2023570,20347,3,2006,24,510,12580.0,1308.03,1.0,N,N,L,8,Y
2023571,20347,3,2006,24,510,12580.0,1507.02,1.0,N,N,L,8,N
2023572,20347,3,2006,24,510,12580.0,1511.0,1.0,N,N,L,8,N
2023573,20347,3,2006,24,510,12580.0,2404.0,1.0,N,N,L,8,Y
2023574,20347,3,2006,24,510,12580.0,2501.03,1.0,N,N,L,8,Y
2023575,20347,3,2006,24,510,12580.0,2502.06,1.0,N,N,L,8,Y
2023576,20347,3,2006,24,510,12580.0,2601.01,1.0,N,N,L,8,N
2023577,20347,3,2006,24,510,12580.0,2602.03,1.0,N,N,L,8,N
2023578,20347,3,2006,24,510,12580.0,2704.01,1.0,N,N,L,8,Y
2023579,20347,3,2006,24,510,12580.0,2708.01,1.0,N,N,L,8,N
2023580,20347,3,2006,24,510,12580.0,2708.02,1.0,N,N,L,8,Y
2023581,20347,3,2006,24,510,12580.0,2708.03,1.0,N,N,L,8,N
2023582,20347,3,2006,24,510,12580.0,2708.04,1.0,N,N,L,8,N
2023583,20347,3,2006,24,510,12580.0,2719.0,1.0,N,N,L,8,N
2023584,20347,3,2006,24,510,12580.0,2802.0,1.0,N,N,L,8,N
2023585,20347,3,2006,24,510,12580.0,2804.02,1.0,N,N,L,8,N
2023586,20347,3,2006,24,510,12580.0,2804.03,1.0,N,N,L,8,Y
2023587,20347,3,2006,24,510,12580.0,302.0,1.0,N,N,L,9,Y
2023588,20347,3,2006,24,510,12580.0,1101.0,1.0,N,N,L,9,Y
2023589,20347,3,2006,24,510,12580.0,1102.0,1.0,N,N,L,9,Y
2023590,20347,3,2006,24,510,12580.0,1307.0,1.0,N,N,L,9,N
2023591,20347,3,2006,24,510,12580.0,2302.0,1.0,N,N,L,9,Y
2023592,20347,3,2006,24,510,12580.0,2401.0,1.0,N,N,L,9,Y
2023593,20347,3,2006,24,510,12580.0,2601.02,1.0,N,N,L,9,N
2023594,20347,3,2006,24,510,12580.0,2609.0,1.0,N,N,L,9,N
2023595,20347,3,2006,24,510,12580.0,2701.01,1.0,N,N,L,9,Y
2023596,20347,3,2006,24,510,12580.0,2701.02,1.0,N,N,L,9,N
2023597,20347,3,2006,24,510,12580.0,2702.0,1.0,N,N,L,9,N
2023598,20347,3,2006,24,510,12580.0,2703.02,1.0,N,N,L,9,N
2023599,20347,3,2006,24,510,12580.0,2704.02,1.0,N,N,L,9,Y
2023600,20347,3,2006,24,510,12580.0,2705.01,1.0,N,N,L,9,N
2023601,20347,3,2006,24,510,12580.0,2707.03,1.0,N,N,L,9,N
2023602,20347,3,2006,24,510,12580.0,2709.02,1.0,N,N,L,9,N
2023603,20347,3,2006,24,510,12580.0,2720.02,1.0,N,N,L,9,N
2023604,20347,3,2006,24,510,12580.0,101.0,1.0,N,N,L,10,N
2023605,20347,3,2006,24,510,12580.0,1401.0,1.0,N,N,L,10,N
2023606,20347,3,2006,24,510,12580.0,2703.01,1.0,N,N,L,10,N
2023607,20347,3,2006,24,510,12580.0,2705.02,1.0,N,N,L,10,Y
2023608,20347,3,2006,24,510,12580.0,2706.0,1.0,N,N,L,10,N
2023609,20347,3,2006,24,510,12580.0,2709.03,1.0,N,N,L,10,N
2023610,20347,3,2006,24,510,12580.0,902.0,1.0,N,N,L,11,Y
2023611,20347,3,2006,24,510,12580.0,2403.0,1.0,N,N,L,11,N
2023612,20347,3,2006,24,510,12580.0,2711.01,1.0,N,N,L,11,N
2023613,20347,3,2006,24,510,12580.0,2720.03,1.0,N,N,L,11,Y
2023614,20347,3,2006,24,510,12580.0,203.0,1.0,N,N,L,12,N
2023615,20347,3,2006,24,510,12580.0,2804.01,1.0,N,N,L,12,N
2023616,20347,3,2006,24,510,12580.0,1201.0,1.0,N,N,L,13,Y
2023617,20347,3,2006,24,510,12580.0,1308.05,1.0,N,N,L,13,N
2023618,20347,3,2006,24,510,12580.0,2201.0,1.0,N,N,L,13,Y
2023619,20347,3,2006,24,510,12580.0,2402.0,1.0,N,N,L,13,Y
2023620,20347,3,2006,24,510,12580.0,2711.02,1.0,N,N,L,13,N
2023621,20347,3,2006,24,510,12580.0,2712.0,1.0,N,N,L,13,Y
2023622,20347,3,2006,24,510,12580.0,2713.0,1.0,N,N,L,13,Y
2023623,20347,3,2006,24,510,12580.0,2714.0,1.0,N,N,L,13,N
2023624,20347,3,2006,24,510,12580.0,2715.01,1.0,N,N,L,13,Y
2023625,20347,3,2006,24,510,12580.0,2715.03,1.0,N,N,L,13,Y
2023626,20347,3,2006,24,510,12580.0,1003.0,1.0,N,N,L,14,N
2074694,22584,3,2006,24,510,12580.0,302.0,,N,N,L,9,Y
2094006,23301,3,2006,24,510,12580.0,2602.01,,N,N,L,7,Y
2171034,27244,3,2006,24,510,12580.0,2707.01,1.0,Y,N,L,4,N
2171035,27244,3,2006,24,510,12580.0,2707.02,1.0,Y,N,L,6,N
2171036,27244,3,2006,24,510,12580.0,2708.05,1.0,Y,N,L,7,N
2171037,27244,3,2006,24,510,12580.0,2720.01,1.0,Y,N,L,7,N
2171038,27244,3,2006,24,510,12580.0,2708.01,1.0,Y,N,L,8,N
2171039,27244,3,2006,24,510,12580.0,2708.02,1.0,Y,N,L,8,N
2171040,27244,3,2006,24,510,12580.0,2708.03,1.0,Y,N,L,8,N
2171041,27244,3,2006,24,510,12580.0,2708.04,1.0,Y,N,L,8,N
2171042,27244,3,2006,24,510,12580.0,2719.0,1.0,Y,N,L,8,N
2171043,27244,3,2006,24,510,12580.0,1307.0,1.0,Y,N,L,9,N
2171044,27244,3,2006,24,510,12580.0,2705.01,1.0,Y,N,L,9,N
2171045,27244,3,2006,24,510,12580.0,2707.03,1.0,Y,N,L,9,N
2171046,27244,3,2006,24,510,12580.0,2720.02,1.0,Y,N,L,9,N
2171047,27244,3,2006,24,510,12580.0,2705.02,1.0,Y,N,L,10,N
2171048,27244,3,2006,24,510,12580.0,2706.0,1.0,Y,N,L,10,N
2171049,27244,3,2006,24,510,12580.0,2720.03,1.0,Y,N,L,11,N
2171050,27244,3,2006,24,510,12580.0,2712.0,1.0,Y,N,L,13,N
2171051,27244,3,2006,24,510,12580.0,2713.0,1.0,Y,N,L,13,N
2171052,27244,3,2006,24,510,12580.0,2714.0,1.0,Y,N,L,13,N
2171053,27244,3,2006,24,510,12580.0,2715.01,1.0,Y,N,L,13,N
2171054,27244,3,2006,24,510,12580.0,2715.03,1.0,Y,N,L,13,Y
2171085,27244,3,2006,24,510,12580.0,2101.0,,Y,N,L,5,Y
2171086,27244,3,2006,24,510,12580.0,1206.0,,Y,N,L,7,Y
2171087,27244,3,2006,24,510,12580.0,1308.06,,Y,N,L,7,Y
2171088,27244,3,2006,24,510,12580.0,2502.05,,Y,N,L,7,Y
2171089,27244,3,2006,24,510,12580.0,2801.01,,Y,N,L,7,Y
2171090,27244,3,2006,24,510,12580.0,104.0,,Y,N,L,8,Y
2171091,27244,3,2006,24,510,12580.0,1306.0,,Y,N,L,8,Y
2171092,27244,3,2006,24,510,12580.0,1102.0,,Y,N,L,9,Y
2171093,27244,3,2006,24,510,12580.0,2403.0,,Y,N,L,11,Y
2171094,27244,3,2006,24,510,12580.0,2201.0,,Y,N,L,13,Y
2197173,28178,3,2006,24,510,12580.0,501.0,19.0,N,N,L,2,N
2197174,28178,3,2006,24,510,12580.0,2606.04,19.0,N,N,L,2,N
2197175,28178,3,2006,24,510,12580.0,605.0,19.0,N,N,L,3,N
2197176,28178,3,2006,24,510,12580.0,704.0,19.0,N,N,L,3,N
2197177,28178,3,2006,24,510,12580.0,802.0,19.0,N,N,L,3,N
2197178,28178,3,2006,24,510,12580.0,808.0,19.0,N,N,L,3,N
2197179,28178,3,2006,24,510,12580.0,904.0,19.0,N,N,L,3,N
2197180,28178,3,2006,24,510,12580.0,1402.0,19.0,N,N,L,3,N
2197181,28178,3,2006,24,510,12580.0,1702.0,19.0,N,N,L,3,N
2197182,28178,3,2006,24,510,12580.0,1801.0,19.0,N,N,L,3,N
2197183,28178,3,2006,24,510,12580.0,2502.04,19.0,N,N,L,3,N
2197184,28178,3,2006,24,510,12580.0,2503.02,19.0,N,N,L,3,N
2197185,28178,3,2006,24,510,12580.0,2603.03,19.0,N,N,L,3,N
2197186,28178,3,2006,24,510,12580.0,301.0,19.0,N,N,L,4,N
2197187,28178,3,2006,24,510,12580.0,603.0,19.0,N,N,L,4,N
2197188,28178,3,2006,24,510,12580.0,703.0,19.0,N,N,L,4,N
2197189,28178,3,2006,24,510,12580.0,804.0,19.0,N,N,L,4,N
2197190,28178,3,2006,24,510,12580.0,807.0,19.0,N,N,L,4,N
2197191,28178,3,2006,24,510,12580.0,909.0,19.0,N,N,L,4,N
2197192,28178,3,2006,24,510,12580.0,1002.0,19.0,N,N,L,4,N
2197193,28178,3,2006,24,510,12580.0,1204.0,19.0,N,N,L,4,N
2197194,28178,3,2006,24,510,12580.0,1205.0,19.0,N,N,L,4,N
2197195,28178,3,2006,24,510,12580.0,1301.0,19.0,N,N,L,4,N
2197196,28178,3,2006,24,510,12580.0,1303.0,19.0,N,N,L,4,N
2197197,28178,3,2006,24,510,12580.0,1501.0,19.0,N,N,L,4,N
2197198,28178,3,2006,24,510,12580.0,1513.0,19.0,N,N,L,4,N
2197199,28178,3,2006,24,510,12580.0,1601.0,19.0,N,N,L,4,N
2197200,28178,3,2006,24,510,12580.0,1603.0,19.0,N,N,L,4,N
2197201,28178,3,2006,24,510,12580.0,1604.0,19.0,N,N,L,4,N
2197202,28178,3,2006,24,510,12580.0,1701.0,19.0,N,N,L,4,N
2197203,28178,3,2006,24,510,12580.0,1703.0,19.0,N,N,L,4,N
2197204,28178,3,2006,24,510,12580.0,1901.0,19.0,N,N,L,4,N
2197205,28178,3,2006,24,510,12580.0,1903.0,19.0,N,N,L,4,N
2197206,28178,3,2006,24,510,12580.0,2003.0,19.0,N,N,L,4,N
2197207,28178,3,2006,24,510,12580.0,2004.0,19.0,N,N,L,4,N
2197208,28178,3,2006,24,510,12580.0,2502.03,19.0,N,N,L,4,N
2197209,28178,3,2006,24,510,12580.0,2502.07,19.0,N,N,L,4,N
2197210,28178,3,2006,24,510,12580.0,2504.02,19.0,N,N,L,4,N
2197211,28178,3,2006,24,510,12580.0,2707.01,19.0,N,N,L,4,N
2197212,28178,3,2006,24,510,12580.0,2804.04,19.0,N,N,L,4,N
2197213,28178,3,2006,24,510,12580.0,602.0,19.0,N,N,L,5,N
2197214,28178,3,2006,24,510,12580.0,604.0,19.0,N,N,L,5,N
2197215,28178,3,2006,24,510,12580.0,701.0,19.0,N,N,L,5,N
2197216,28178,3,2006,24,510,12580.0,702.0,19.0,N,N,L,5,N
2197217,28178,3,2006,24,510,12580.0,803.01,19.0,N,N,L,5,N
2197218,28178,3,2006,24,510,12580.0,805.0,19.0,N,N,L,5,N
2197219,28178,3,2006,24,510,12580.0,806.0,19.0,N,N,L,5,N
2197220,28178,3,2006,24,510,12580.0,905.0,19.0,N,N,L,5,N
2197221,28178,3,2006,24,510,12580.0,907.0,19.0,N,N,L,5,N
2197222,28178,3,2006,24,510,12580.0,1001.0,19.0,N,N,L,5,N
2197223,28178,3,2006,24,510,12580.0,1207.0,19.0,N,N,L,5,N
2197224,28178,3,2006,24,510,12580.0,1302.0,19.0,N,N,L,5,N
2197225,28178,3,2006,24,510,12580.0,1304.0,19.0,N,N,L,5,N
2197226,28178,3,2006,24,510,12580.0,1403.0,19.0,N,N,L,5,N
2197227,28178,3,2006,24,510,12580.0,1502.0,19.0,N,N,L,5,N
2197228,28178,3,2006,24,510,12580.0,1504.0,19.0,N,N,L,5,N
2197229,28178,3,2006,24,510,12580.0,1506.0,19.0,N,N,L,5,N
2197230,28178,3,2006,24,510,12580.0,1512.0,19.0,N,N,L,5,N
2197231,28178,3,2006,24,510,12580.0,1602.0,19.0,N,N,L,5,N
2197232,28178,3,2006,24,510,12580.0,1605.0,19.0,N,N,L,5,N
2197233,28178,3,2006,24,510,12580.0,1606.0,19.0,N,N,L,5,N
2197234,28178,3,2006,24,510,12580.0,1803.0,19.0,N,N,L,5,N
2197235,28178,3,2006,24,510,12580.0,2005.0,19.0,N,N,L,5,N
2197236,28178,3,2006,24,510,12580.0,2101.0,19.0,N,N,L,5,N
2197237,28178,3,2006,24,510,12580.0,2102.0,19.0,N,N,L,5,N
2197238,28178,3,2006,24,510,12580.0,2503.01,19.0,N,N,L,5,N
2197239,28178,3,2006,24,510,12580.0,2505.0,19.0,N,N,L,5,N
2197240,28178,3,2006,24,510,12580.0,2604.02,19.0,N,N,L,5,N
2197241,28178,3,2006,24,510,12580.0,2607.0,19.0,N,N,L,5,N
2197242,28178,3,2006,24,510,12580.0,2610.0,19.0,N,N,L,5,N
2197243,28178,3,2006,24,510,12580.0,2716.0,19.0,N,N,L,5,N
2197244,28178,3,2006,24,510,12580.0,2718.01,19.0,N,N,L,5,N
2197245,28178,3,2006,24,510,12580.0,2718.02,19.0,N,N,L,5,N
2197246,28178,3,2006,24,510,12580.0,2803.01,19.0,N,N,L,5,N
2197247,28178,3,2006,24,510,12580.0,601.0,19.0,N,N,L,6,N
2197248,28178,3,2006,24,510,12580.0,801.02,19.0,N,N,L,6,N
2197249,28178,3,2006,24,510,12580.0,803.02,19.0,N,N,L,6,N
2197250,28178,3,2006,24,510,12580.0,906.0,19.0,N,N,L,6,N
2197251,28178,3,2006,24,510,12580.0,908.0,19.0,N,N,L,6,N
2197252,28178,3,2006,24,510,12580.0,1004.0,19.0,N,N,L,6,N
2197253,28178,3,2006,24,510,12580.0,1203.0,19.0,N,N,L,6,N
2197254,28178,3,2006,24,510,12580.0,1308.04,19.0,N,N,L,6,N
2197255,28178,3,2006,24,510,12580.0,1503.0,19.0,N,N,L,6,N
2197256,28178,3,2006,24,510,12580.0,1505.0,19.0,N,N,L,6,N
2197257,28178,3,2006,24,510,12580.0,1508.0,19.0,N,N,L,6,N
2197258,28178,3,2006,24,510,12580.0,1510.0,19.0,N,N,L,6,N
2197259,28178,3,2006,24,510,12580.0,1607.0,19.0,N,N,L,6,N
2197260,28178,3,2006,24,510,12580.0,1608.02,19.0,N,N,L,6,N
2197261,28178,3,2006,24,510,12580.0,1902.0,19.0,N,N,L,6,N
2197262,28178,3,2006,24,510,12580.0,2001.0,19.0,N,N,L,6,N
2197263,28178,3,2006,24,510,12580.0,2002.0,19.0,N,N,L,6,N
2197264,28178,3,2006,24,510,12580.0,2006.0,19.0,N,N,L,6,N
2197265,28178,3,2006,24,510,12580.0,2007.01,19.0,N,N,L,6,N
2197266,28178,3,2006,24,510,12580.0,2008.0,19.0,N,N,L,6,N
2197267,28178,3,2006,24,510,12580.0,2303.0,19.0,N,N,L,6,N
2197268,28178,3,2006,24,510,12580.0,2602.02,19.0,N,N,L,6,N
2197269,28178,3,2006,24,510,12580.0,2604.01,19.0,N,N,L,6,N
2197270,28178,3,2006,24,510,12580.0,2604.04,19.0,N,N,L,6,N
2197271,28178,3,2006,24,510,12580.0,2608.0,19.0,N,N,L,6,N
2197272,28178,3,2006,24,510,12580.0,2611.0,19.0,N,N,L,6,N
2197273,28178,3,2006,24,510,12580.0,2707.02,19.0,N,N,L,6,N
2197274,28178,3,2006,24,510,12580.0,2710.01,19.0,N,N,L,6,N
2197275,28178,3,2006,24,510,12580.0,2717.0,19.0,N,N,L,6,N
2197276,28178,3,2006,24,510,12580.0,2803.02,19.0,N,N,L,6,N
2197277,28178,3,2006,24,510,12580.0,102.0,19.0,N,N,L,7,N
2197278,28178,3,2006,24,510,12580.0,103.0,19.0,N,N,L,7,N
2197279,28178,3,2006,24,510,12580.0,105.0,19.0,N,N,L,7,N
2197280,28178,3,2006,24,510,12580.0,201.0,19.0,N,N,L,7,N
2197281,28178,3,2006,24,510,12580.0,901.0,19.0,N,N,L,7,N
2197282,28178,3,2006,24,510,12580.0,903.0,19.0,N,N,L,7,N
2197283,28178,3,2006,24,510,12580.0,1206.0,19.0,N,N,L,7,N
2197284,28178,3,2006,24,510,12580.0,1308.06,19.0,N,N,L,7,N
2197285,28178,3,2006,24,510,12580.0,1507.01,19.0,N,N,L,7,N
2197286,28178,3,2006,24,510,12580.0,1509.0,19.0,N,N,L,7,N
2197287,28178,3,2006,24,510,12580.0,1608.01,19.0,N,N,L,7,N
2197288,28178,3,2006,24,510,12580.0,1802.0,19.0,N,N,L,7,N
2197289,28178,3,2006,24,510,12580.0,2007.02,19.0,N,N,L,7,N
2197290,28178,3,2006,24,510,12580.0,2301.0,19.0,N,N,L,7,N
2197291,28178,3,2006,24,510,12580.0,2501.01,19.0,N,N,L,7,N
2197292,28178,3,2006,24,510,12580.0,2501.02,19.0,N,N,L,7,N
2197293,28178,3,2006,24,510,12580.0,2502.05,19.0,N,N,L,7,N
2197294,28178,3,2006,24,510,12580.0,2503.03,19.0,N,N,L,7,N
2197295,28178,3,2006,24,510,12580.0,2504.01,19.0,N,N,L,7,N
2197296,28178,3,2006,24,510,12580.0,2506.0,19.0,N,N,L,7,N
2197297,28178,3,2006,24,510,12580.0,2602.01,19.0,N,N,L,7,N
2197298,28178,3,2006,24,510,12580.0,2603.01,19.0,N,N,L,7,N
2197299,28178,3,2006,24,510,12580.0,2603.02,19.0,N,N,L,7,N
2197300,28178,3,2006,24,510,12580.0,2604.03,19.0,N,N,L,7,N
2197301,28178,3,2006,24,510,12580.0,2605.01,19.0,N,N,L,7,N
2197302,28178,3,2006,24,510,12580.0,2606.05,19.0,N,N,L,7,Y
2197303,28178,3,2006,24,510,12580.0,2708.05,19.0,N,N,L,7,N
2197304,28178,3,2006,24,510,12580.0,2709.01,19.0,N,N,L,7,N
2197305,28178,3,2006,24,510,12580.0,2710.02,19.0,N,N,L,7,N
2197306,28178,3,2006,24,510,12580.0,2720.01,19.0,N,N,L,7,N
2197307,28178,3,2006,24,510,12580.0,2801.01,19.0,N,N,L,7,N
2197308,28178,3,2006,24,510,12580.0,2801.02,19.0,N,N,L,7,N
2197309,28178,3,2006,24,510,12580.0,104.0,19.0,N,N,L,8,N
2197310,28178,3,2006,24,510,12580.0,202.0,19.0,N,N,L,8,N
2197311,28178,3,2006,24,510,12580.0,401.0,19.0,N,N,L,8,N
2197312,28178,3,2006,24,510,12580.0,402.0,19.0,N,N,L,8,N
2197313,28178,3,2006,24,510,12580.0,801.01,19.0,N,N,L,8,N
2197314,28178,3,2006,24,510,12580.0,1202.0,19.0,N,N,L,8,N
2197315,28178,3,2006,24,510,12580.0,1306.0,19.0,N,N,L,8,N
2197316,28178,3,2006,24,510,12580.0,1308.03,19.0,N,N,L,8,N
2197317,28178,3,2006,24,510,12580.0,1507.02,19.0,N,N,L,8,N
2197318,28178,3,2006,24,510,12580.0,1511.0,19.0,N,N,L,8,N
2197319,28178,3,2006,24,510,12580.0,2404.0,19.0,N,N,L,8,N
2197320,28178,3,2006,24,510,12580.0,2501.03,19.0,N,N,L,8,N
2197321,28178,3,2006,24,510,12580.0,2502.06,19.0,N,N,L,8,N
2197322,28178,3,2006,24,510,12580.0,2601.01,19.0,N,N,L,8,N
2197323,28178,3,2006,24,510,12580.0,2602.03,19.0,N,N,L,8,N
2197324,28178,3,2006,24,510,12580.0,2704.01,19.0,N,N,L,8,N
2197325,28178,3,2006,24,510,12580.0,2708.01,19.0,N,N,L,8,N
2197326,28178,3,2006,24,510,12580.0,2708.02,19.0,N,N,L,8,N
2197327,28178,3,2006,24,510,12580.0,2708.03,19.0,N,N,L,8,N
2197328,28178,3,2006,24,510,12580.0,2708.04,19.0,N,N,L,8,N
2197329,28178,3,2006,24,510,12580.0,2719.0,19.0,N,N,L,8,N
2197330,28178,3,2006,24,510,12580.0,2802.0,19.0,N,N,L,8,N
2197331,28178,3,2006,24,510,12580.0,2804.02,19.0,N,N,L,8,N
2197332,28178,3,2006,24,510,12580.0,2804.03,19.0,N,N,L,8,N
2197333,28178,3,2006,24,510,12580.0,302.0,19.0,N,N,L,9,N
2197334,28178,3,2006,24,510,12580.0,1101.0,19.0,N,N,L,9,N
2197335,28178,3,2006,24,510,12580.0,1102.0,19.0,N,N,L,9,N
2197336,28178,3,2006,24,510,12580.0,1307.0,19.0,N,N,L,9,N
2197337,28178,3,2006,24,510,12580.0,2302.0,19.0,N,N,L,9,N
2197338,28178,3,2006,24,510,12580.0,2401.0,19.0,N,N,L,9,N
2197339,28178,3,2006,24,510,12580.0,2601.02,19.0,N,N,L,9,N
2197340,28178,3,2006,24,510,12580.0,2609.0,19.0,N,N,L,9,N
2197341,28178,3,2006,24,510,12580.0,2701.01,19.0,N,N,L,9,N
2197342,28178,3,2006,24,510,12580.0,2701.02,19.0,N,N,L,9,N
2197343,28178,3,2006,24,510,12580.0,2702.0,19.0,N,N,L,9,N
