rownumber,activity_year,loan_type,action_taken_type,state,county,msa,census_tract,split_county_indicator,population_classification,income_group_total,nLoans1,amtLoans1,nLoans100k,amtLoans100k,nLoans250k,amtLoans250k,nLoansToSmallest,amtLoansToSmallest
17090,2005,4,1,24,510,12580.0,202.0,N,L,8,46,412000,1,120000,2,880000,24,1260000
17091,2005,4,1,24,510,12580.0,401.0,N,L,8,631,9106000,44,8524000,45,24330000,276,11115000
17092,2005,4,1,24,510,12580.0,402.0,N,L,8,35,374000,1,150000,1,700000,8,66000
17093,2005,4,1,24,510,12580.0,801.01,N,L,8,32,372000,0,0,0,0,13,255000
17094,2005,4,1,24,510,12580.0,1202.0,N,L,8,109,1297000,2,350000,3,1081000,52,1173000
17095,2005,4,1,24,510,12580.0,1306.0,N,L,8,125,1447000,2,375000,4,2800000,59,1133000
17096,2005,4,1,24,510,12580.0,1308.03,N,L,8,25,209000,0,0,0,0,7,74000
17097,2005,4,1,24,510,12580.0,1507.02,N,L,8,6,31000,1,150000,0,0,2,20000
17098,2005,4,1,24,510,12580.0,1511.0,N,L,8,42,273000,0,0,0,0,20,167000
17099,2005,4,1,24,510,12580.0,2404.0,N,L,8,36,296000,1,125000,1,310000,16,142000
17100,2005,4,1,24,510,12580.0,2501.03,N,L,8,123,1650000,2,375000,8,4600000,42,796000
17101,2005,4,1,24,510,12580.0,2502.06,N,L,8,85,1187000,10,1991000,14,6975000,27,786000
17102,2005,4,1,24,510,12580.0,2601.01,N,L,8,59,690000,1,199000,0,0,21,635000
17103,2005,4,1,24,510,12580.0,2602.03,N,L,8,18,174000,0,0,0,0,3,58000
17104,2005,4,1,24,510,12580.0,2704.01,N,L,8,66,591000,2,400000,1,400000,29,208000
17105,2005,4,1,24,510,12580.0,2708.01,N,L,8,41,270000,0,0,0,0,22,153000
17106,2005,4,1,24,510,12580.0,2708.02,N,L,8,19,94000,0,0,1,1000000,7,55000
17107,2005,4,1,24,510,12580.0,2708.03,N,L,8,34,591000,2,469000,2,800000,20,844000
17108,2005,4,1,24,510,12580.0,2708.04,N,L,8,27,168000,0,0,0,0,10,90000
17109,2005,4,1,24,510,12580.0,2719.0,N,L,8,62,601000,0,0,3,2175000,30,1030000
17110,2005,4,1,24,510,12580.0,2802.0,N,L,8,54,526000,0,0,0,0,23,298000
17111,2005,4,1,24,510,12580.0,2804.02,N,L,8,5,109000,0,0,0,0,3,105000
17112,2005,4,1,24,510,12580.0,2804.03,N,L,8,39,302000,1,220000,1,299000,22,476000
17114,2005,4,1,24,510,12580.0,302.0,N,L,9,83,726000,4,800000,6,3076000,36,1299000
17115,2005,4,1,24,510,12580.0,1101.0,N,L,9,81,856000,3,555000,3,1454000,46,1249000
17116,2005,4,1,24,510,12580.0,1102.0,N,L,9,256,3217000,13,2304000,14,7137000,144,5531000
17117,2005,4,1,24,510,12580.0,1307.0,N,L,9,115,1328000,2,435000,3,1207000,58,1371000
17118,2005,4,1,24,510,12580.0,2302.0,N,L,9,87,1084000,6,1270000,2,1875000,43,2337000
17119,2005,4,1,24,510,12580.0,2401.0,N,L,9,52,1005000,3,555000,7,4165000,21,890000
17120,2005,4,1,24,510,12580.0,2601.02,N,L,9,43,303000,0,0,1,261000,16,349000
17121,2005,4,1,24,510,12580.0,2609.0,N,L,9,89,938000,2,250000,5,3111000,43,924000
17122,2005,4,1,24,510,12580.0,2701.01,N,L,9,16,151000,0,0,1,620000,8,662000
17123,2005,4,1,24,510,12580.0,2701.02,N,L,9,54,321000,1,225000,0,0,27,244000
17124,2005,4,1,24,510,12580.0,2702.0,N,L,9,63,823000,3,537000,1,780000,31,840000
17125,2005,4,1,24,510,12580.0,2703.02,N,L,9,18,111000,0,0,1,408000,9,462000
17126,2005,4,1,24,510,12580.0,2704.02,N,L,9,40,470000,1,200000,1,750000,15,248000
17127,2005,4,1,24,510,12580.0,2705.01,N,L,9,80,1057000,3,420000,1,400000,38,611000
17128,2005,4,1,24,510,12580.0,2707.03,N,L,9,49,492000,1,246000,0,0,27,558000
17129,2005,4,1,24,510,12580.0,2709.02,N,L,9,20,145000,0,0,0,0,12,77000
17130,2005,4,1,24,510,12580.0,2720.02,N,L,9,108,949000,4,705000,0,0,56,853000
17132,2005,4,1,24,510,12580.0,101.0,N,L,10,78,1060000,5,882000,3,1688000,41,864000
17133,2005,4,1,24,510,12580.0,1401.0,N,L,10,81,653000,2,343000,3,1060000,32,1342000
17134,2005,4,1,24,510,12580.0,2703.01,N,L,10,44,311000,0,0,1,464000,27,737000
17135,2005,4,1,24,510,12580.0,2705.02,N,L,10,89,742000,4,850000,1,608000,43,1197000
17136,2005,4,1,24,510,12580.0,2706.0,N,L,10,53,606000,2,460000,3,1196000,23,791000
17137,2005,4,1,24,510,12580.0,2709.03,N,L,10,34,325000,1,200000,1,500000,10,124000
17139,2005,4,1,24,510,12580.0,902.0,N,L,11,31,292000,1,120000,0,0,9,187000
17140,2005,4,1,24,510,12580.0,2403.0,N,L,11,44,432000,0,0,1,390000,26,714000
17141,2005,4,1,24,510,12580.0,2711.01,N,L,11,32,364000,0,0,1,500000,10,122000
17142,2005,4,1,24,510,12580.0,2720.03,N,L,11,125,944000,0,0,1,350000,60,974000
17144,2005,4,1,24,510,12580.0,203.0,N,L,12,159,1956000,5,841000,13,8105000,94,4992000
17145,2005,4,1,24,510,12580.0,2804.01,N,L,12,31,257000,0,0,0,0,14,178000
17147,2005,4,1,24,510,12580.0,1201.0,N,L,13,83,812000,3,610000,3,1750000,44,1632000
17148,2005,4,1,24,510,12580.0,1308.05,N,L,13,11,72000,0,0,1,300000,6,360000
17149,2005,4,1,24,510,12580.0,2201.0,N,L,13,136,1615000,9,1698000,8,5704000,61,1833000
17150,2005,4,1,24,510,12580.0,2402.0,N,L,13,60,962000,6,1050000,3,2258000,31,1517000
17151,2005,4,1,24,510,12580.0,2711.02,N,L,13,28,400000,0,0,2,597000,14,559000
17152,2005,4,1,24,510,12580.0,2712.0,N,L,13,139,1826000,6,1106000,6,2681000,59,2123000
17153,2005,4,1,24,510,12580.0,2713.0,N,L,13,92,785000,2,319000,4,2105000,34,384000
17154,2005,4,1,24,510,12580.0,2714.0,N,L,13,99,1067000,0,0,1,400000,63,1038000
17155,2005,4,1,24,510,12580.0,2715.01,N,L,13,111,1210000,10,1806000,9,4689000,59,1979000
17156,2005,4,1,24,510,12580.0,2715.03,N,L,13,39,455000,1,185000,0,0,12,251000
18180,2005,4,6,24,510,12580.0,501.0,N,L,2,0,0,0,0,0,0,0,0
18181,2005,4,6,24,510,12580.0,2606.04,N,L,2,0,0,0,0,0,0,0,0
18183,2005,4,6,24,510,12580.0,605.0,N,L,3,0,0,0,0,0,0,0,0
18184,2005,4,6,24,510,12580.0,704.0,N,L,3,0,0,0,0,0,0,0,0
18185,2005,4,6,24,510,12580.0,802.0,N,L,3,1,36000,0,0,0,0,0,0
18186,2005,4,6,24,510,12580.0,808.0,N,L,3,0,0,0,0,0,0,0,0
18187,2005,4,6,24,510,12580.0,904.0,N,L,3,0,0,0,0,0,0,0,0
18188,2005,4,6,24,510,12580.0,1402.0,N,L,3,0,0,0,0,0,0,0,0
18189,2005,4,6,24,510,12580.0,1702.0,N,L,3,0,0,0,0,0,0,0,0
18190,2005,4,6,24,510,12580.0,1801.0,N,L,3,0,0,0,0,0,0,0,0
18191,2005,4,6,24,510,12580.0,2502.04,N,L,3,0,0,0,0,0,0,0,0
18192,2005,4,6,24,510,12580.0,2503.02,N,L,3,0,0,0,0,0,0,0,0
18193,2005,4,6,24,510,12580.0,2603.03,N,L,3,0,0,0,0,0,0,0,0
18195,2005,4,6,24,510,12580.0,301.0,N,L,4,0,0,0,0,0,0,0,0
18196,2005,4,6,24,510,12580.0,603.0,N,L,4,0,0,0,0,0,0,0,0
18197,2005,4,6,24,510,12580.0,703.0,N,L,4,0,0,0,0,0,0,0,0
18198,2005,4,6,24,510,12580.0,804.0,N,L,4,0,0,0,0,0,0,0,0
18199,2005,4,6,24,510,12580.0,807.0,N,L,4,0,0,0,0,0,0,0,0
18200,2005,4,6,24,510,12580.0,909.0,N,L,4,0,0,0,0,0,0,0,0
18201,2005,4,6,24,510,12580.0,1002.0,N,L,4,0,0,0,0,0,0,0,0
18202,2005,4,6,24,510,12580.0,1204.0,N,L,4,0,0,0,0,0,0,0,0
18203,2005,4,6,24,510,12580.0,1205.0,N,L,4,0,0,0,0,0,0,0,0
18204,2005,4,6,24,510,12580.0,1301.0,N,L,4,0,0,0,0,0,0,0,0
18205,2005,4,6,24,510,12580.0,1303.0,N,L,4,0,0,0,0,0,0,0,0
18206,2005,4,6,24,510,12580.0,1501.0,N,L,4,0,0,0,0,0,0,0,0
18207,2005,4,6,24,510,12580.0,1513.0,N,L,4,0,0,0,0,0,0,0,0
18208,2005,4,6,24,510,12580.0,1601.0,N,L,4,0,0,0,0,0,0,0,0
18209,2005,4,6,24,510,12580.0,1603.0,N,L,4,0,0,0,0,0,0,0,0
18210,2005,4,6,24,510,12580.0,1604.0,N,L,4,0,0,0,0,0,0,0,0
18211,2005,4,6,24,510,12580.0,1701.0,N,L,4,0,0,0,0,0,0,0,0
18212,2005,4,6,24,510,12580.0,1703.0,N,L,4,0,0,0,0,0,0,0,0
18213,2005,4,6,24,510,12580.0,1901.0,N,L,4,0,0,0,0,0,0,0,0
18214,2005,4,6,24,510,12580.0,1903.0,N,L,4,0,0,0,0,0,0,0,0
18215,2005,4,6,24,510,12580.0,2003.0,N,L,4,0,0,0,0,0,0,0,0
18216,2005,4,6,24,510,12580.0,2004.0,N,L,4,0,0,0,0,0,0,0,0
18217,2005,4,6,24,510,12580.0,2502.03,N,L,4,0,0,0,0,0,0,0,0
18218,2005,4,6,24,510,12580.0,2502.07,N,L,4,0,0,0,0,0,0,0,0
18219,2005,4,6,24,510,12580.0,2504.02,N,L,4,0,0,0,0,0,0,0,0
18220,2005,4,6,24,510,12580.0,2707.01,N,L,4,0,0,0,0,0,0,0,0
18221,2005,4,6,24,510,12580.0,2804.04,N,L,4,0,0,0,0,0,0,0,0
18223,2005,4,6,24,510,12580.0,602.0,N,L,5,0,0,0,0,0,0,0,0
18224,2005,4,6,24,510,12580.0,604.0,N,L,5,0,0,0,0,0,0,0,0
18225,2005,4,6,24,510,12580.0,701.0,N,L,5,0,0,0,0,0,0,0,0
18226,2005,4,6,24,510,12580.0,702.0,N,L,5,0,0,0,0,0,0,0,0
18227,2005,4,6,24,510,12580.0,803.01,N,L,5,0,0,0,0,0,0,0,0
18228,2005,4,6,24,510,12580.0,805.0,N,L,5,0,0,0,0,0,0,0,0
18229,2005,4,6,24,510,12580.0,806.0,N,L,5,0,0,0,0,0,0,0,0
18230,2005,4,6,24,510,12580.0,905.0,N,L,5,0,0,0,0,0,0,0,0
18231,2005,4,6,24,510,12580.0,907.0,N,L,5,0,0,0,0,0,0,0,0
18232,2005,4,6,24,510,12580.0,1001.0,N,L,5,0,0,0,0,0,0,0,0
18233,2005,4,6,24,510,12580.0,1207.0,N,L,5,0,0,0,0,0,0,0,0
18234,2005,4,6,24,510,12580.0,1302.0,N,L,5,0,0,0,0,0,0,0,0
18235,2005,4,6,24,510,12580.0,1304.0,N,L,5,0,0,0,0,0,0,0,0
18236,2005,4,6,24,510,12580.0,1403.0,N,L,5,0,0,0,0,0,0,0,0
18237,2005,4,6,24,510,12580.0,1502.0,N,L,5,0,0,0,0,0,0,0,0
18238,2005,4,6,24,510,12580.0,1504.0,N,L,5,0,0,0,0,0,0,0,0
18239,2005,4,6,24,510,12580.0,1506.0,N,L,5,0,0,0,0,0,0,0,0
18240,2005,4,6,24,510,12580.0,1512.0,N,L,5,0,0,0,0,0,0,0,0
18241,2005,4,6,24,510,12580.0,1602.0,N,L,5,1,71000,0,0,0,0,0,0
18242,2005,4,6,24,510,12580.0,1605.0,N,L,5,0,0,0,0,0,0,0,0
18243,2005,4,6,24,510,12580.0,1606.0,N,L,5,0,0,0,0,0,0,0,0
18244,2005,4,6,24,510,12580.0,1803.0,N,L,5,0,0,0,0,0,0,0,0
18245,2005,4,6,24,510,12580.0,2005.0,N,L,5,1,10000,0,0,0,0,0,0
18246,2005,4,6,24,510,12580.0,2101.0,N,L,5,2,55000,0,0,0,0,0,0
18247,2005,4,6,24,510,12580.0,2102.0,N,L,5,1,51000,0,0,0,0,0,0
18248,2005,4,6,24,510,12580.0,2503.01,N,L,5,0,0,0,0,0,0,0,0
18249,2005,4,6,24,510,12580.0,2505.0,N,L,5,0,0,0,0,0,0,0,0
18250,2005,4,6,24,510,12580.0,2604.02,N,L,5,0,0,0,0,0,0,0,0
18251,2005,4,6,24,510,12580.0,2607.0,N,L,5,0,0,0,0,0,0,0,0
18252,2005,4,6,24,510,12580.0,2610.0,N,L,5,0,0,0,0,0,0,0,0
18253,2005,4,6,24,510,12580.0,2716.0,N,L,5,0,0,0,0,0,0,0,0
18254,2005,4,6,24,510,12580.0,2718.01,N,L,5,1,30000,0,0,0,0,0,0
18255,2005,4,6,24,510,12580.0,2718.02,N,L,5,0,0,0,0,0,0,0,0
18256,2005,4,6,24,510,12580.0,2803.01,N,L,5,0,0,0,0,0,0,0,0
18258,2005,4,6,24,510,12580.0,601.0,N,L,6,0,0,0,0,0,0,0,0
18259,2005,4,6,24,510,12580.0,801.02,N,L,6,0,0,0,0,0,0,0,0
18260,2005,4,6,24,510,12580.0,803.02,N,L,6,0,0,0,0,0,0,0,0
18261,2005,4,6,24,510,12580.0,906.0,N,L,6,0,0,0,0,0,0,0,0
18262,2005,4,6,24,510,12580.0,908.0,N,L,6,0,0,0,0,0,0,0,0
18263,2005,4,6,24,510,12580.0,1004.0,N,L,6,0,0,0,0,0,0,0,0
18264,2005,4,6,24,510,12580.0,1203.0,N,L,6,0,0,0,0,0,0,0,0
18265,2005,4,6,24,510,12580.0,1308.04,N,L,6,0,0,0,0,0,0,0,0
18266,2005,4,6,24,510,12580.0,1503.0,N,L,6,0,0,0,0,0,0,0,0
18267,2005,4,6,24,510,12580.0,1505.0,N,L,6,0,0,0,0,0,0,0,0
18268,2005,4,6,24,510,12580.0,1508.0,N,L,6,0,0,0,0,0,0,0,0
18269,2005,4,6,24,510,12580.0,1510.0,N,L,6,0,0,0,0,0,0,0,0
18270,2005,4,6,24,510,12580.0,1607.0,N,L,6,0,0,0,0,0,0,0,0
18271,2005,4,6,24,510,12580.0,1608.02,N,L,6,0,0,0,0,0,0,0,0
18272,2005,4,6,24,510,12580.0,1902.0,N,L,6,0,0,0,0,0,0,0,0
18273,2005,4,6,24,510,12580.0,2001.0,N,L,6,0,0,0,0,0,0,0,0
18274,2005,4,6,24,510,12580.0,2002.0,N,L,6,0,0,0,0,0,0,0,0
18275,2005,4,6,24,510,12580.0,2006.0,N,L,6,0,0,0,0,0,0,0,0
18276,2005,4,6,24,510,12580.0,2007.01,N,L,6,0,0,0,0,0,0,0,0
18277,2005,4,6,24,510,12580.0,2008.0,N,L,6,0,0,0,0,0,0,0,0
18278,2005,4,6,24,510,12580.0,2303.0,N,L,6,0,0,0,0,0,0,0,0
18279,2005,4,6,24,510,12580.0,2602.02,N,L,6,0,0,0,0,0,0,0,0
18280,2005,4,6,24,510,12580.0,2604.01,N,L,6,0,0,0,0,0,0,0,0
18281,2005,4,6,24,510,12580.0,2604.04,N,L,6,2,50000,0,0,0,0,0,0
18282,2005,4,6,24,510,12580.0,2608.0,N,L,6,0,0,0,0,0,0,0,0
18283,2005,4,6,24,510,12580.0,2611.0,N,L,6,0,0,0,0,0,0,0,0
18284,2005,4,6,24,510,12580.0,2707.02,N,L,6,0,0,0,0,0,0,0,0
18285,2005,4,6,24,510,12580.0,2710.01,N,L,6,0,0,0,0,0,0,0,0
18286,2005,4,6,24,510,12580.0,2717.0,N,L,6,0,0,0,0,0,0,0,0
18287,2005,4,6,24,510,12580.0,2803.02,N,L,6,0,0,0,0,0,0,0,0
18289,2005,4,6,24,510,12580.0,102.0,N,L,7,0,0,0,0,0,0,0,0
18290,2005,4,6,24,510,12580.0,103.0,N,L,7,0,0,0,0,0,0,0,0
18291,2005,4,6,24,510,12580.0,105.0,N,L,7,0,0,0,0,0,0,0,0
18292,2005,4,6,24,510,12580.0,201.0,N,L,7,1,10000,0,0,0,0,0,0
18293,2005,4,6,24,510,12580.0,901.0,N,L,7,0,0,0,0,0,0,0,0
18294,2005,4,6,24,510,12580.0,903.0,N,L,7,0,0,0,0,0,0,0,0
18295,2005,4,6,24,510,12580.0,1206.0,N,L,7,2,84000,1,250000,0,0,0,0
18296,2005,4,6,24,510,12580.0,1308.06,N,L,7,0,0,0,0,0,0,0,0
18297,2005,4,6,24,510,12580.0,1507.01,N,L,7,0,0,0,0,0,0,0,0
18298,2005,4,6,24,510,12580.0,1509.0,N,L,7,0,0,0,0,0,0,0,0
18299,2005,4,6,24,510,12580.0,1608.01,N,L,7,0,0,0,0,0,0,0,0
18300,2005,4,6,24,510,12580.0,1802.0,N,L,7,0,0,0,0,0,0,0,0
18301,2005,4,6,24,510,12580.0,2007.02,N,L,7,0,0,0,0,0,0,0,0
18302,2005,4,6,24,510,12580.0,2301.0,N,L,7,0,0,0,0,0,0,0,0
18303,2005,4,6,24,510,12580.0,2501.01,N,L,7,0,0,0,0,0,0,0,0
18304,2005,4,6,24,510,12580.0,2501.02,N,L,7,0,0,0,0,0,0,0,0
18305,2005,4,6,24,510,12580.0,2502.05,N,L,7,0,0,0,0,0,0,0,0
18306,2005,4,6,24,510,12580.0,2503.03,N,L,7,0,0,0,0,0,0,0,0
18307,2005,4,6,24,510,12580.0,2504.01,N,L,7,0,0,0,0,0,0,0,0
18308,2005,4,6,24,510,12580.0,2506.0,N,L,7,0,0,0,0,0,0,0,0
18309,2005,4,6,24,510,12580.0,2602.01,N,L,7,0,0,0,0,0,0,0,0
18310,2005,4,6,24,510,12580.0,2603.01,N,L,7,0,0,0,0,0,0,0,0
18311,2005,4,6,24,510,12580.0,2603.02,N,L,7,0,0,0,0,0,0,0,0
18312,2005,4,6,24,510,12580.0,2604.03,N,L,7,0,0,0,0,0,0,0,0
18313,2005,4,6,24,510,12580.0,2605.01,N,L,7,0,0,0,0,0,0,0,0
18314,2005,4,6,24,510,12580.0,2606.05,N,L,7,0,0,0,0,0,0,0,0
18315,2005,4,6,24,510,12580.0,2708.05,N,L,7,0,0,0,0,0,0,0,0
18316,2005,4,6,24,510,12580.0,2709.01,N,L,7,0,0,0,0,0,0,0,0
18317,2005,4,6,24,510,12580.0,2710.02,N,L,7,0,0,0,0,0,0,0,0
18318,2005,4,6,24,510,12580.0,2720.01,N,L,7,0,0,0,0,0,0,0,0
18319,2005,4,6,24,510,12580.0,2801.01,N,L,7,0,0,0,0,0,0,0,0
18320,2005,4,6,24,510,12580.0,2801.02,N,L,7,0,0,0,0,0,0,0,0
18322,2005,4,6,24,510,12580.0,104.0,N,L,8,0,0,0,0,0,0,0,0
18323,2005,4,6,24,510,12580.0,202.0,N,L,8,0,0,0,0,0,0,0,0
18324,2005,4,6,24,510,12580.0,401.0,N,L,8,4,161000,0,0,0,0,0,0
18325,2005,4,6,24,510,12580.0,402.0,N,L,8,0,0,0,0,0,0,0,0
18326,2005,4,6,24,510,12580.0,801.01,N,L,8,0,0,0,0,0,0,0,0
18327,2005,4,6,24,510,12580.0,1202.0,N,L,8,0,0,1,207000,0,0,0,0
18328,2005,4,6,24,510,12580.0,1306.0,N,L,8,0,0,0,0,0,0,0,0
18329,2005,4,6,24,510,12580.0,1308.03,N,L,8,0,0,0,0,0,0,0,0
18330,2005,4,6,24,510,12580.0,1507.02,N,L,8,0,0,0,0,0,0,0,0
18331,2005,4,6,24,510,12580.0,1511.0,N,L,8,0,0,0,0,0,0,0,0
18332,2005,4,6,24,510,12580.0,2404.0,N,L,8,0,0,0,0,0,0,0,0
18333,2005,4,6,24,510,12580.0,2501.03,N,L,8,0,0,0,0,0,0,0,0
18334,2005,4,6,24,510,12580.0,2502.06,N,L,8,0,0,0,0,0,0,0,0
18335,2005,4,6,24,510,12580.0,2601.01,N,L,8,1,18000,0,0,0,0,0,0
18336,2005,4,6,24,510,12580.0,2602.03,N,L,8,0,0,0,0,0,0,0,0
18337,2005,4,6,24,510,12580.0,2704.01,N,L,8,0,0,0,0,0,0,0,0
18338,2005,4,6,24,510,12580.0,2708.01,N,L,8,0,0,0,0,0,0,0,0
18339,2005,4,6,24,510,12580.0,2708.02,N,L,8,0,0,0,0,0,0,0,0
18340,2005,4,6,24,510,12580.0,2708.03,N,L,8,0,0,0,0,0,0,0,0
18341,2005,4,6,24,510,12580.0,2708.04,N,L,8,0,0,0,0,0,0,0,0
18342,2005,4,6,24,510,12580.0,2719.0,N,L,8,0,0,0,0,0,0,0,0
18343,2005,4,6,24,510,12580.0,2802.0,N,L,8,0,0,0,0,0,0,0,0
18344,2005,4,6,24,510,12580.0,2804.02,N,L,8,0,0,0,0,0,0,0,0
18345,2005,4,6,24,510,12580.0,2804.03,N,L,8,0,0,0,0,0,0,0,0
18347,2005,4,6,24,510,12580.0,302.0,N,L,9,0,0,0,0,0,0,0,0
18348,2005,4,6,24,510,12580.0,1101.0,N,L,9,0,0,0,0,0,0,0,0
18349,2005,4,6,24,510,12580.0,1102.0,N,L,9,1,27000,0,0,0,0,0,0
18350,2005,4,6,24,510,12580.0,1307.0,N,L,9,0,0,0,0,0,0,0,0
18351,2005,4,6,24,510,12580.0,2302.0,N,L,9,0,0,1,148000,0,0,0,0
18352,2005,4,6,24,510,12580.0,2401.0,N,L,9,0,0,0,0,0,0,0,0
18353,2005,4,6,24,510,12580.0,2601.02,N,L,9,0,0,0,0,0,0,0,0
18354,2005,4,6,24,510,12580.0,2609.0,N,L,9,0,0,0,0,0,0,0,0
18355,2005,4,6,24,510,12580.0,2701.01,N,L,9,0,0,0,0,0,0,0,0
18356,2005,4,6,24,510,12580.0,2701.02,N,L,9,0,0,0,0,0,0,0,0
18357,2005,4,6,24,510,12580.0,2702.0,N,L,9,0,0,0,0,0,0,0,0
18358,2005,4,6,24,510,12580.0,2703.02,N,L,9,0,0,0,0,0,0,0,0
18359,2005,4,6,24,510,12580.0,2704.02,N,L,9,0,0,0,0,0,0,0,0
18360,2005,4,6,24,510,12580.0,2705.01,N,L,9,0,0,0,0,0,0,0,0
18361,2005,4,6,24,510,12580.0,2707.03,N,L,9,1,22000,0,0,0,0,0,0
18362,2005,4,6,24,510,12580.0,2709.02,N,L,9,0,0,0,0,0,0,0,0
18363,2005,4,6,24,510,12580.0,2720.02,N,L,9,0,0,0,0,0,0,0,0
18365,2005,4,6,24,510,12580.0,101.0,N,L,10,0,0,0,0,0,0,0,0
18366,2005,4,6,24,510,12580.0,1401.0,N,L,10,0,0,0,0,0,0,0,0
18367,2005,4,6,24,510,12580.0,2703.01,N,L,10,0,0,0,0,0,0,0,0
18368,2005,4,6,24,510,12580.0,2705.02,N,L,10,0,0,0,0,0,0,0,0
18369,2005,4,6,24,510,12580.0,2706.0,N,L,10,0,0,0,0,0,0,0,0
18370,2005,4,6,24,510,12580.0,2709.03,N,L,10,0,0,0,0,0,0,0,0
18372,2005,4,6,24,510,12580.0,902.0,N,L,11,0,0,0,0,0,0,0,0
18373,2005,4,6,24,510,12580.0,2403.0,N,L,11,0,0,0,0,0,0,0,0
18374,2005,4,6,24,510,12580.0,2711.01,N,L,11,0,0,0,0,0,0,0,0
18375,2005,4,6,24,510,12580.0,2720.03,N,L,11,0,0,0,0,0,0,0,0
18377,2005,4,6,24,510,12580.0,203.0,N,L,12,1,23000,0,0,0,0,0,0
18378,2005,4,6,24,510,12580.0,2804.01,N,L,12,0,0,0,0,0,0,0,0
18380,2005,4,6,24,510,12580.0,1201.0,N,L,13,1,22000,0,0,0,0,0,0
18381,2005,4,6,24,510,12580.0,1308.05,N,L,13,0,0,0,0,0,0,0,0
18382,2005,4,6,24,510,12580.0,2201.0,N,L,13,0,0,0,0,0,0,0,0
18383,2005,4,6,24,510,12580.0,2402.0,N,L,13,0,0,0,0,0,0,0,0
18384,2005,4,6,24,510,12580.0,2711.02,N,L,13,0,0,0,0,0,0,0,0
18385,2005,4,6,24,510,12580.0,2712.0,N,L,13,0,0,0,0,0,0,0,0
18386,2005,4,6,24,510,12580.0,2713.0,N,L,13,0,0,0,0,0,0,0,0
18387,2005,4,6,24,510,12580.0,2714.0,N,L,13,0,0,2,308000,0,0,0,0
18388,2005,4,6,24,510,12580.0,2715.01,N,L,13,0,0,0,0,0,0,0,0
18389,2005,4,6,24,510,12580.0,2715.03,N,L,13,0,0,0,0,0,0,0,0
18619,2005,5,1,24,510,12580.0,904.0,N,L,3,1,50000,0,0,0,0,0,0
18621,2005,5,1,24,510,12580.0,301.0,N,L,4,1,1000,0,0,0,0,1,1000
18622,2005,5,1,24,510,12580.0,703.0,N,L,4,2,3000,0,0,0,0,2,3000
18624,2005,5,1,24,510,12580.0,1302.0,N,L,5,1,1000,0,0,0,0,1,1000
18625,2005,5,1,24,510,12580.0,1403.0,N,L,5,1,2000,0,0,0,0,1,2000
18626,2005,5,1,24,510,12580.0,2101.0,N,L,5,1,7000,0,0,0,0,1,7000
18627,2005,5,1,24,510,12580.0,2102.0,N,L,5,0,0,1,105000,0,0,1,105000
18628,2005,5,1,24,510,12580.0,2718.01,N,L,5,1,1000,0,0,0,0,1,1000
18630,2005,5,1,24,510,12580.0,1308.04,N,L,6,1,0,0,0,0,0,1,0
18631,2005,5,1,24,510,12580.0,2007.01,N,L,6,1,1000,0,0,0,0,1,1000
18633,2005,5,1,24,510,12580.0,1509.0,N,L,7,1,5000,0,0,0,0,0,0
18634,2005,5,1,24,510,12580.0,2504.01,N,L,7,1,2000,0,0,0,0,0,0
18635,2005,5,1,24,510,12580.0,2606.05,N,L,7,0,0,1,225000,0,0,0,0
18637,2005,5,1,24,510,12580.0,104.0,N,L,8,2,2000,0,0,0,0,2,2000
18638,2005,5,1,24,510,12580.0,1306.0,N,L,8,1,20000,0,0,0,0,1,20000
18639,2005,5,1,24,510,12580.0,2719.0,N,L,8,1,2000,0,0,0,0,1,2000
18641,2005,5,1,24,510,12580.0,1307.0,N,L,9,1,12000,0,0,0,0,1,12000
18642,2005,5,1,24,510,12580.0,2302.0,N,L,9,1,5000,0,0,0,0,1,5000
18644,2005,5,1,24,510,12580.0,2703.01,N,L,10,1,5000,0,0,0,0,0,0
18645,2005,5,1,24,510,12580.0,2705.02,N,L,10,1,6000,0,0,0,0,0,0
18939,2005,5,6,24,510,12580.0,904.0,N,L,3,0,0,0,0,0,0,0,0
18941,2005,5,6,24,510,12580.0,301.0,N,L,4,0,0,0,0,0,0,0,0
18942,2005,5,6,24,510,12580.0,703.0,N,L,4,0,0,0,0,0,0,0,0
18944,2005,5,6,24,510,12580.0,1302.0,N,L,5,0,0,0,0,0,0,0,0
18945,2005,5,6,24,510,12580.0,1403.0,N,L,5,0,0,0,0,0,0,0,0
18946,2005,5,6,24,510,12580.0,2101.0,N,L,5,0,0,0,0,0,0,0,0
18947,2005,5,6,24,510,12580.0,2102.0,N,L,5,0,0,0,0,0,0,0,0
18948,2005,5,6,24,510,12580.0,2718.01,N,L,5,0,0,0,0,0,0,0,0
18950,2005,5,6,24,510,12580.0,1308.04,N,L,6,0,0,0,0,0,0,0,0
18951,2005,5,6,24,510,12580.0,2007.01,N,L,6,0,0,0,0,0,0,0,0
18953,2005,5,6,24,510,12580.0,1509.0,N,L,7,0,0,0,0,0,0,0,0
18954,2005,5,6,24,510,12580.0,2504.01,N,L,7,0,0,0,0,0,0,0,0
18955,2005,5,6,24,510,12580.0,2606.05,N,L,7,0,0,0,0,0,0,0,0
18957,2005,5,6,24,510,12580.0,104.0,N,L,8,0,0,0,0,0,0,0,0
