rownumber,activity_year,loan_type,action_taken_type,state,county,msa,respondentID,agency_code,nLenders,nLoans,amtLoans,nLoansToSmallest,amtLoansToSmallest
19766,2014,4,1,24.0,510.0,12580.0,24096,1,,9,457000,2,28000
19767,2014,4,1,24.0,510.0,12580.0,23248,1,,56,630000,0,0
19768,2014,4,1,24.0,510.0,12580.0,16820,3,,5,1516000,2,210000
19769,2014,4,1,24.0,510.0,12580.0,27244,3,,14,2758000,5,436000
19770,2014,4,1,24.0,510.0,12580.0,58457,3,,1,260000,0,0
19771,2014,4,1,24.0,510.0,12580.0,23920,1,,1,300000,0,0
19772,2014,4,1,24.0,510.0,12580.0,90290,3,,3,1050000,0,0
19773,2014,4,1,24.0,510.0,12580.0,24,1,,348,3014000,246,1939000
19774,2014,4,1,24.0,510.0,12580.0,1,1,,687,25427000,483,10980000
19775,2014,4,1,24.0,510.0,12580.0,34697,3,,64,658000,0,0
19776,2014,4,1,24.0,510.0,12580.0,23301,3,,2,951000,1,258000
19777,2014,4,1,24.0,510.0,12580.0,16892,1,,2,3000,2,3000
19778,2014,4,1,24.0,510.0,12580.0,24920,3,,3,725000,3,725000
19779,2014,4,1,24.0,510.0,12580.0,707938,1,,3,865000,2,515000
20573,2014,4,6,24.0,510.0,12580.0,57803,3,,81,2779000,0,0
20574,2014,4,6,24.0,510.0,12580.0,3514,3,,2,113000,0,0
20575,2014,4,6,24.0,510.0,12580.0,28489,3,,1,600000,0,0
20576,2014,4,6,24.0,510.0,12580.0,715115,1,,3,266000,0,0
20577,2014,4,6,24.0,510.0,12580.0,33778,3,,1,31000,0,0
20578,2014,4,6,24.0,510.0,12580.0,24914,1,,2,411000,0,0
20579,2014,4,6,24.0,510.0,12580.0,57053,3,,2,1583000,2,1583000
20580,2014,4,6,24.0,510.0,12580.0,15576,1,,1,72000,0,0
20581,2014,4,6,24.0,510.0,12580.0,675332,2,,1,42000,0,0
20582,2014,4,6,24.0,510.0,12580.0,23248,1,,15,137000,0,0
20583,2014,4,6,24.0,510.0,12580.0,16892,1,,1,90000,0,0
20778,2014,5,1,24.0,510.0,12580.0,13044,1,,1,2000,0,0
20779,2014,5,1,24.0,510.0,12580.0,23160,1,,1,6000,0,0
20780,2014,5,1,24.0,510.0,12580.0,1,1,,2,11000,2,11000
17443,2013,4,1,24.0,510.0,12580.0,31286,3,,36,9213000,18,3727000
17444,2013,4,1,24.0,510.0,12580.0,715648,1,,1639,14052000,1064,6416000
17445,2013,4,1,24.0,510.0,12580.0,13044,1,,108,20315000,11,1781000
17446,2013,4,1,24.0,510.0,12580.0,718140,1,,15,3794000,4,706000
17447,2013,4,1,24.0,510.0,12580.0,26610,3,,1,150000,1,150000
17448,2013,4,1,24.0,510.0,12580.0,24811,3,,1,743000,1,743000
17449,2013,4,1,24.0,510.0,12580.0,9846,3,,116,23277000,53,4433000
17450,2013,4,1,24.0,510.0,12580.0,11578,3,,1,500000,1,500000
17451,2013,4,1,24.0,510.0,12580.0,24828,1,,573,1537000,201,628000
17452,2013,4,1,24.0,510.0,12580.0,13688,1,,10,1303000,6,260000
17453,2013,4,1,24.0,510.0,12580.0,23160,1,,504,5545000,0,0
17454,2013,4,1,24.0,510.0,12580.0,35575,3,,4,87000,0,0
17455,2013,4,1,24.0,510.0,12580.0,1461,1,,382,1941000,227,1305000
17456,2013,4,1,24.0,510.0,12580.0,60143,2,,2,275000,0,0
17457,2013,4,1,24.0,510.0,12580.0,717996,1,,1,508000,0,0
17458,2013,4,1,24.0,510.0,12580.0,5649,3,,17,62000,17,62000
17459,2013,4,1,24.0,510.0,12580.0,197478,2,,1,66000,0,0
17460,2013,4,1,24.0,510.0,12580.0,715115,1,,3,4000,1,2000
17461,2013,4,1,24.0,510.0,12580.0,22381,1,,810,6097000,495,3351000
17462,2013,4,1,24.0,510.0,12580.0,209,1,,16,159000,4,17000
17463,2013,4,1,24.0,510.0,12580.0,249,1,,3,596000,3,596000
17464,2013,4,1,24.0,510.0,12580.0,11063,3,,3,790000,2,590000
17465,2013,4,1,24.0,510.0,12580.0,33778,3,,8,377000,2,167000
17466,2013,4,1,24.0,510.0,12580.0,715044,1,,258,956000,0,0
17467,2013,4,1,24.0,510.0,12580.0,2182786,2,,1,300000,0,0
17468,2013,4,1,24.0,510.0,12580.0,57776,3,,16,4193000,5,1569000
17469,2013,4,1,24.0,510.0,12580.0,715685,1,,8,47000,1,1000
17470,2013,4,1,24.0,510.0,12580.0,8,1,,28,1217000,0,0
17471,2013,4,1,24.0,510.0,12580.0,14761,1,,1,15000,1,15000
17472,2013,4,1,24.0,510.0,12580.0,501105,2,,160,26966000,75,6534000
17473,2013,4,1,24.0,510.0,12580.0,28178,3,,8,1733000,7,1564000
17474,2013,4,1,24.0,510.0,12580.0,57408,3,,1,770000,0,0
17475,2013,4,1,24.0,510.0,12580.0,1316,1,,377,50729000,166,10859000
17476,2013,4,1,24.0,510.0,12580.0,33539,3,,1,44000,0,0
17477,2013,4,1,24.0,510.0,12580.0,7714,3,,1,44000,0,0
17478,2013,4,1,24.0,510.0,12580.0,233031,2,,1,110000,0,0
17479,2013,4,1,24.0,510.0,12580.0,506922,2,,29,7773000,8,2334000
17480,2013,4,1,24.0,510.0,12580.0,25022,1,,1,520000,0,0
17481,2013,4,1,24.0,510.0,12580.0,57053,3,,2,973000,0,0
17482,2013,4,1,24.0,510.0,12580.0,802866,2,,5,620000,2,180000
17483,2013,4,1,24.0,510.0,12580.0,714640,1,,3,33000,2,8000
17484,2013,4,1,24.0,510.0,12580.0,15576,1,,4,197000,0,0
17485,2013,4,1,24.0,510.0,12580.0,675332,2,,85,9499000,42,3060000
17486,2013,4,1,24.0,510.0,12580.0,682611,2,,45,11061000,13,3590000
17487,2013,4,1,24.0,510.0,12580.0,24096,1,,7,1205000,5,963000
17488,2013,4,1,24.0,510.0,12580.0,23248,1,,40,339000,0,0
17489,2013,4,1,24.0,510.0,12580.0,16820,3,,5,1682000,1,94000
17490,2013,4,1,24.0,510.0,12580.0,27244,3,,6,1433000,2,245000
17491,2013,4,1,24.0,510.0,12580.0,23920,1,,1,50000,0,0
17492,2013,4,1,24.0,510.0,12580.0,365325,2,,1,767000,1,767000
17493,2013,4,1,24.0,510.0,12580.0,24,1,,297,3393000,198,1556000
17494,2013,4,1,24.0,510.0,12580.0,3374298,2,,3,580000,2,180000
17495,2013,4,1,24.0,510.0,12580.0,1,1,,680,28119000,471,11350000
17496,2013,4,1,24.0,510.0,12580.0,34697,3,,99,776000,0,0
17497,2013,4,1,24.0,510.0,12580.0,23301,3,,1,308000,1,308000
17498,2013,4,1,24.0,510.0,12580.0,24920,3,,1,600000,1,600000
17499,2013,4,1,24.0,510.0,12580.0,707938,1,,1,530000,1,530000
18270,2013,4,6,24.0,510.0,12580.0,57803,3,,65,1907000,0,0
18271,2013,4,6,24.0,510.0,12580.0,23248,1,,6,24000,0,0
18272,2013,4,6,24.0,510.0,12580.0,24,1,,11,113000,0,0
18438,2013,5,1,24.0,510.0,12580.0,23160,1,,1,10000,0,0
18439,2013,5,1,24.0,510.0,12580.0,715685,1,,1,3000,0,0
17164,2012,4,1,24.0,510.0,12580.0,31286,3,,43,14037000,27,7846000
17165,2012,4,1,24.0,510.0,12580.0,991340,2,,12,936000,0,0
17166,2012,4,1,24.0,510.0,12580.0,715648,1,,2065,14394000,1025,5948000
17167,2012,4,1,24.0,510.0,12580.0,928618,2,,1,360000,0,0
17168,2012,4,1,24.0,510.0,12580.0,311845,2,,2,38000,2,38000
17169,2012,4,1,24.0,510.0,12580.0,13044,1,,120,16279000,5,1200000
17170,2012,4,1,24.0,510.0,12580.0,718095,1,,66,781000,28,295000
17171,2012,4,1,24.0,510.0,12580.0,9846,3,,53,14562000,28,4723000
17172,2012,4,1,24.0,510.0,12580.0,24828,1,,570,1724000,240,899000
17173,2012,4,1,24.0,510.0,12580.0,13688,1,,20,1295000,1,500000
17174,2012,4,1,24.0,510.0,12580.0,12433,3,,10,2206000,4,618000
17175,2012,4,1,24.0,510.0,12580.0,23160,1,,419,4164000,0,0
17176,2012,4,1,24.0,510.0,12580.0,35575,3,,1,9000,0,0
17177,2012,4,1,24.0,510.0,12580.0,1461,1,,381,1787000,245,1203000
17178,2012,4,1,24.0,510.0,12580.0,57282,3,,1,30000,0,0
17179,2012,4,1,24.0,510.0,12580.0,5649,3,,25,98000,25,98000
17180,2012,4,1,24.0,510.0,12580.0,2652092,2,,2,275000,1,25000
17181,2012,4,1,24.0,510.0,12580.0,715115,1,,3,4000,1,2000
17182,2012,4,1,24.0,510.0,12580.0,22381,1,,558,4157000,332,2350000
17183,2012,4,1,24.0,510.0,12580.0,209,1,,10,104000,1,4000
17184,2012,4,1,24.0,510.0,12580.0,249,1,,2,1352000,0,0
17185,2012,4,1,24.0,510.0,12580.0,11063,3,,1,200000,0,0
17186,2012,4,1,24.0,510.0,12580.0,33778,3,,16,749000,0,0
17187,2012,4,1,24.0,510.0,12580.0,715044,1,,225,607000,0,0
17188,2012,4,1,24.0,510.0,12580.0,657365,2,,1,270000,1,270000
17189,2012,4,1,24.0,510.0,12580.0,57776,3,,24,4781000,6,531000
17190,2012,4,1,24.0,510.0,12580.0,24522,1,,15,57000,1,10000
17191,2012,4,1,24.0,510.0,12580.0,715685,1,,12,97000,1,5000
17192,2012,4,1,24.0,510.0,12580.0,8,1,,22,756000,0,0
17193,2012,4,1,24.0,510.0,12580.0,501105,2,,121,19644000,44,3745000
17194,2012,4,1,24.0,510.0,12580.0,13684,1,,1,747000,0,0
17195,2012,4,1,24.0,510.0,12580.0,24908,1,,1,301000,0,0
17196,2012,4,1,24.0,510.0,12580.0,28178,3,,14,5422000,14,5422000
17197,2012,4,1,24.0,510.0,12580.0,57408,3,,3,128000,0,0
17198,2012,4,1,24.0,510.0,12580.0,1316,1,,301,41522000,130,9689000
17199,2012,4,1,24.0,510.0,12580.0,233031,2,,1,110000,0,0
17200,2012,4,1,24.0,510.0,12580.0,506922,2,,25,5431000,7,1017000
17201,2012,4,1,24.0,510.0,12580.0,57053,3,,4,576000,0,0
17202,2012,4,1,24.0,510.0,12580.0,802866,2,,3,230000,0,0
17203,2012,4,1,24.0,510.0,12580.0,714640,1,,3,60000,3,60000
17204,2012,4,1,24.0,510.0,12580.0,15576,1,,3,149000,1,18000
17205,2012,4,1,24.0,510.0,12580.0,675332,2,,79,11817000,28,2025000
17206,2012,4,1,24.0,510.0,12580.0,682611,2,,26,6129000,8,2399000
17207,2012,4,1,24.0,510.0,12580.0,24096,1,,5,595000,3,220000
17208,2012,4,1,24.0,510.0,12580.0,23248,1,,45,364000,0,0
17209,2012,4,1,24.0,510.0,12580.0,16820,3,,4,650000,2,315000
17210,2012,4,1,24.0,510.0,12580.0,27244,3,,7,2040000,1,200000
17211,2012,4,1,24.0,510.0,12580.0,58457,3,,1,750000,1,750000
17212,2012,4,1,24.0,510.0,12580.0,1010930,2,,1,625000,0,0
17213,2012,4,1,24.0,510.0,12580.0,23446,1,,255,2494000,161,1635000
17214,2012,4,1,24.0,510.0,12580.0,24,1,,4,228000,0,0
17215,2012,4,1,24.0,510.0,12580.0,3374298,2,,1,300000,0,0
17216,2012,4,1,24.0,510.0,12580.0,1,1,,508,24844000,312,9148000
17217,2012,4,1,24.0,510.0,12580.0,23301,3,,1,650000,0,0
17218,2012,4,1,24.0,510.0,12580.0,707938,1,,1,350000,1,350000
18005,2012,4,6,24.0,510.0,12580.0,57803,3,,42,1231000,0,0
18006,2012,4,6,24.0,510.0,12580.0,13688,1,,398,1798000,5,15000
18007,2012,4,6,24.0,510.0,12580.0,14761,1,,2,25000,0,0
18008,2012,4,6,24.0,510.0,12580.0,57053,3,,2,795000,2,795000
18009,2012,4,6,24.0,510.0,12580.0,23248,1,,8,22000,0,0
18010,2012,4,6,24.0,510.0,12580.0,23446,1,,1,10000,0,0
18235,2012,5,1,24.0,510.0,12580.0,22381,1,,1,7000,0,0
18236,2012,5,1,24.0,510.0,12580.0,715685,1,,1,15000,1,15000
18237,2012,5,1,24.0,510.0,12580.0,506922,2,,2,679000,2,679000
18238,2012,5,1,24.0,510.0,12580.0,24096,1,,1,25000,1,25000
15552,2011,4,1,24.0,510.0,12580.0,31286,3,,37,11241000,27,7777000
15553,2011,4,1,24.0,510.0,12580.0,991340,2,,1,28000,0,0
15554,2011,4,1,24.0,510.0,12580.0,715648,1,,1670,10723000,654,2850000
15555,2011,4,1,24.0,510.0,12580.0,13044,1,,99,19041000,6,1173000
15556,2011,4,1,24.0,510.0,12580.0,718095,1,,47,467000,22,163000
15557,2011,4,1,24.0,510.0,12580.0,6301,1,,1,500000,1,500000
15558,2011,4,1,24.0,510.0,12580.0,9846,3,,66,22151000,21,4064000
15559,2011,4,1,24.0,510.0,12580.0,11578,3,,1,185000,1,185000
15560,2011,4,1,24.0,510.0,12580.0,24976,1,,1,744000,0,0
15561,2011,4,1,24.0,510.0,12580.0,24828,1,,538,1582000,302,949000
15562,2011,4,1,24.0,510.0,12580.0,13688,1,,23,2443000,0,0
15563,2011,4,1,24.0,510.0,12580.0,58878,3,,1,302000,1,302000
15564,2011,4,1,24.0,510.0,12580.0,12433,3,,14,3087000,8,2188000
15565,2011,4,1,24.0,510.0,12580.0,23160,1,,402,3572000,0,0
15566,2011,4,1,24.0,510.0,12580.0,35575,3,,13,348000,0,0
15567,2011,4,1,24.0,510.0,12580.0,16971,1,,394,1822000,242,923000
15568,2011,4,1,24.0,510.0,12580.0,1461,1,,4,145000,2,45000
15569,2011,4,1,24.0,510.0,12580.0,601050,2,,1,4000,0,0
15570,2011,4,1,24.0,510.0,12580.0,5649,3,,16,91000,14,79000
15571,2011,4,1,24.0,510.0,12580.0,2652092,2,,2,300000,0,0
15572,2011,4,1,24.0,510.0,12580.0,715115,1,,3,4000,1,2000
15573,2011,4,1,24.0,510.0,12580.0,22381,1,,423,4148000,295,2583000
15574,2011,4,1,24.0,510.0,12580.0,209,1,,7,99000,0,0
15575,2011,4,1,24.0,510.0,12580.0,4857,3,,1,176000,1,176000
15576,2011,4,1,24.0,510.0,12580.0,11063,3,,4,487000,2,265000
15577,2011,4,1,24.0,510.0,12580.0,33778,3,,11,442000,0,0
15578,2011,4,1,24.0,510.0,12580.0,715044,1,,124,492000,0,0
15579,2011,4,1,24.0,510.0,12580.0,57776,3,,11,2249000,3,499000
15580,2011,4,1,24.0,510.0,12580.0,24522,1,,28,107000,0,0
15581,2011,4,1,24.0,510.0,12580.0,8,1,,18,1170000,0,0
15582,2011,4,1,24.0,510.0,12580.0,501105,2,,164,26788000,75,8569000
15583,2011,4,1,24.0,510.0,12580.0,24908,1,,1,418000,0,0
15584,2011,4,1,24.0,510.0,12580.0,718063,1,,4,56000,0,0
15585,2011,4,1,24.0,510.0,12580.0,28178,3,,3,1035000,3,1035000
15586,2011,4,1,24.0,510.0,12580.0,57408,3,,1,100000,0,0
15587,2011,4,1,24.0,510.0,12580.0,1316,1,,263,46199000,114,8376000
15588,2011,4,1,24.0,510.0,12580.0,7714,3,,1,49000,0,0
15589,2011,4,1,24.0,510.0,12580.0,24571,1,,2,22000,2,22000
15590,2011,4,1,24.0,510.0,12580.0,233031,2,,2,610000,1,110000
15591,2011,4,1,24.0,510.0,12580.0,506922,2,,17,4581000,3,541000
15592,2011,4,1,24.0,510.0,12580.0,708190,1,,4,955000,2,505000
15593,2011,4,1,24.0,510.0,12580.0,802866,2,,1,1000000,0,0
15594,2011,4,1,24.0,510.0,12580.0,704410,1,,3,1350000,0,0
15595,2011,4,1,24.0,510.0,12580.0,714640,1,,6,94000,6,94000
15596,2011,4,1,24.0,510.0,12580.0,15576,1,,3,83000,2,73000
15597,2011,4,1,24.0,510.0,12580.0,675332,2,,79,13837000,36,3290000
15598,2011,4,1,24.0,510.0,12580.0,682611,2,,29,8607000,6,2598000
15599,2011,4,1,24.0,510.0,12580.0,24096,1,,2,8000,1,3000
15600,2011,4,1,24.0,510.0,12580.0,35296,3,,2,103000,2,103000
15601,2011,4,1,24.0,510.0,12580.0,23248,1,,25,426000,0,0
15602,2011,4,1,24.0,510.0,12580.0,27244,3,,7,1313000,2,388000
15603,2011,4,1,24.0,510.0,12580.0,23920,1,,2,1300000,0,0
15604,2011,4,1,24.0,510.0,12580.0,23446,1,,187,1918000,128,1450000
15605,2011,4,1,24.0,510.0,12580.0,24,1,,2,60000,0,0
15606,2011,4,1,24.0,510.0,12580.0,1,1,,579,27560000,334,10961000
16334,2011,4,6,24.0,510.0,12580.0,57803,3,,35,1098000,0,0
16335,2011,4,6,24.0,510.0,12580.0,57833,3,,4,1155000,0,0
16336,2011,4,6,24.0,510.0,12580.0,714225,1,,1,5000,1,5000
16337,2011,4,6,24.0,510.0,12580.0,233031,2,,4,77000,0,0
16338,2011,4,6,24.0,510.0,12580.0,57053,3,,2,716000,2,716000
16339,2011,4,6,24.0,510.0,12580.0,15576,1,,5,308000,0,0
16340,2011,4,6,24.0,510.0,12580.0,23248,1,,52,517000,0,0
16341,2011,4,6,24.0,510.0,12580.0,23446,1,,40,1009000,0,0
16478,2011,5,1,24.0,510.0,12580.0,23160,1,,2,13000,0,0
16479,2011,5,1,24.0,510.0,12580.0,24096,1,,1,25000,1,25000
16480,2011,5,1,24.0,510.0,12580.0,1,1,,1,10000,1,10000
15105,2010,4,1,24.0,510.0,12580.0,31286,3,,43,13336000,27,6664000
15106,2010,4,1,24.0,510.0,12580.0,7506,3,,1,250000,1,250000
15107,2010,4,1,24.0,510.0,12580.0,15648,4,,1591,7923000,0,0
15108,2010,4,1,24.0,510.0,12580.0,13044,1,,67,21722000,8,2146000
15109,2010,4,1,24.0,510.0,12580.0,34120,3,,1,90000,1,90000
15110,2010,4,1,24.0,510.0,12580.0,18095,4,,61,855000,22,191000
15111,2010,4,1,24.0,510.0,12580.0,9846,3,,67,16115000,25,3604000
15112,2010,4,1,24.0,510.0,12580.0,11578,3,,1,180000,1,180000
15113,2010,4,1,24.0,510.0,12580.0,24828,1,,250,1352000,171,875000
15114,2010,4,1,24.0,510.0,12580.0,13688,1,,7,425000,1,30000
15115,2010,4,1,24.0,510.0,12580.0,58878,3,,1,463000,1,463000
15116,2010,4,1,24.0,510.0,12580.0,12433,3,,8,1746000,5,690000
15117,2010,4,1,24.0,510.0,12580.0,23160,1,,327,2828000,0,0
15118,2010,4,1,24.0,510.0,12580.0,35575,3,,18,69000,0,0
15119,2010,4,1,24.0,510.0,12580.0,16971,1,,440,1485000,274,947000
15120,2010,4,1,24.0,510.0,12580.0,1461,1,,2,100000,2,100000
15121,2010,4,1,24.0,510.0,12580.0,18112,1,,1,10000,1,10000
15122,2010,4,1,24.0,510.0,12580.0,5649,3,,7,33000,6,31000
15123,2010,4,1,24.0,510.0,12580.0,2652092,2,,2,115000,2,115000
15124,2010,4,1,24.0,510.0,12580.0,15115,4,,1,2000,1,2000
15125,2010,4,1,24.0,510.0,12580.0,22381,1,,345,3121000,199,1622000
15126,2010,4,1,24.0,510.0,12580.0,209,1,,13,108000,2,8000
15127,2010,4,1,24.0,510.0,12580.0,336,1,,1,350000,0,0
15128,2010,4,1,24.0,510.0,12580.0,11063,3,,2,300000,1,100000
15129,2010,4,1,24.0,510.0,12580.0,24891,1,,1,35000,1,35000
15130,2010,4,1,24.0,510.0,12580.0,33778,3,,13,700000,0,0
15131,2010,4,1,24.0,510.0,12580.0,15044,4,,121,624000,0,0
15132,2010,4,1,24.0,510.0,12580.0,57776,3,,10,804000,6,284000
15133,2010,4,1,24.0,510.0,12580.0,8,1,,15,447000,0,0
15134,2010,4,1,24.0,510.0,12580.0,983448,2,,3,1675000,0,0
15135,2010,4,1,24.0,510.0,12580.0,501105,2,,159,21441000,70,5342000
15136,2010,4,1,24.0,510.0,12580.0,8146,4,,1,200000,0,0
15137,2010,4,1,24.0,510.0,12580.0,18063,4,,1,3000,0,0
15138,2010,4,1,24.0,510.0,12580.0,28178,3,,8,3065000,8,3065000
15139,2010,4,1,24.0,510.0,12580.0,1316,1,,257,47138000,129,14971000
15140,2010,4,1,24.0,510.0,12580.0,33539,3,,1,275000,0,0
15141,2010,4,1,24.0,510.0,12580.0,233031,2,,2,610000,1,110000
15142,2010,4,1,24.0,510.0,12580.0,506922,2,,9,3390000,2,292000
15143,2010,4,1,24.0,510.0,12580.0,802866,2,,1,3000,0,0
15144,2010,4,1,24.0,510.0,12580.0,4410,4,,1,700000,1,700000
15145,2010,4,1,24.0,510.0,12580.0,14640,4,,6,99000,6,99000
15146,2010,4,1,24.0,510.0,12580.0,15576,1,,4,161000,0,0
15147,2010,4,1,24.0,510.0,12580.0,675332,2,,85,18012000,33,4010000
15148,2010,4,1,24.0,510.0,12580.0,682611,2,,20,6557000,7,1778000
15149,2010,4,1,24.0,510.0,12580.0,24096,1,,1,5000,1,5000
15150,2010,4,1,24.0,510.0,12580.0,16820,3,,6,382000,5,282000
15151,2010,4,1,24.0,510.0,12580.0,27244,3,,12,1216000,6,802000
15152,2010,4,1,24.0,510.0,12580.0,7745,1,,1,21000,0,0
15153,2010,4,1,24.0,510.0,12580.0,12010,3,,1,88000,0,0
15154,2010,4,1,24.0,510.0,12580.0,23446,1,,125,1335000,76,775000
15155,2010,4,1,24.0,510.0,12580.0,24,1,,3,135000,0,0
15156,2010,4,1,24.0,510.0,12580.0,1,1,,348,10679000,226,6139000
15157,2010,4,1,24.0,510.0,12580.0,15614,3,,1,78000,0,0
15158,2010,4,1,24.0,510.0,12580.0,272218,2,,2,30000,0,0
15159,2010,4,1,24.0,510.0,12580.0,12090,4,,8,3209000,1,300000
15160,2010,4,1,24.0,510.0,12580.0,23301,3,,1,457000,1,457000
15161,2010,4,1,24.0,510.0,12580.0,7938,4,,2,480000,2,480000
15863,2010,4,6,24.0,510.0,12580.0,57803,3,,31,1106000,0,0
15864,2010,4,6,24.0,510.0,12580.0,13688,1,,1,372000,0,0
15865,2010,4,6,24.0,510.0,12580.0,57053,3,,1,150000,0,0
16029,2010,5,1,24.0,510.0,12580.0,24828,1,,1,20000,0,0
16030,2010,5,1,24.0,510.0,12580.0,23160,1,,1,15000,0,0
16031,2010,5,1,24.0,510.0,12580.0,1,1,,1,5000,1,5000
15996,2009,4,1,24.0,510.0,12580.0,31286,3,,48,14272000,31,8683000
15997,2009,4,1,24.0,510.0,12580.0,15648,4,,1627,7946000,0,0
15998,2009,4,1,24.0,510.0,12580.0,13044,1,,83,24802000,9,1563000
15999,2009,4,1,24.0,510.0,12580.0,34120,3,,1,90000,1,90000
16000,2009,4,1,24.0,510.0,12580.0,18095,4,,49,1341000,13,141000
16001,2009,4,1,24.0,510.0,12580.0,9846,3,,79,18080000,41,6601000
16002,2009,4,1,24.0,510.0,12580.0,17777,4,,1,35000,1,35000
16003,2009,4,1,24.0,510.0,12580.0,11578,3,,1,191000,1,191000
16004,2009,4,1,24.0,510.0,12580.0,24828,1,,340,1604000,117,899000
16005,2009,4,1,24.0,510.0,12580.0,13688,1,,3,676000,0,0
16006,2009,4,1,24.0,510.0,12580.0,12433,3,,9,1209000,5,709000
16007,2009,4,1,24.0,510.0,12580.0,23160,1,,365,2894000,0,0
16008,2009,4,1,24.0,510.0,12580.0,8145,4,,5,1075000,3,625000
16009,2009,4,1,24.0,510.0,12580.0,35575,3,,137,1849000,0,0
16010,2009,4,1,24.0,510.0,12580.0,16971,1,,479,2201000,295,1343000
16011,2009,4,1,24.0,510.0,12580.0,1461,1,,4,303000,2,103000
16012,2009,4,1,24.0,510.0,12580.0,5649,3,,44,388000,41,355000
16013,2009,4,1,24.0,510.0,12580.0,15115,4,,1,2000,1,2000
16014,2009,4,1,24.0,510.0,12580.0,22381,1,,273,2738000,233,2184000
16015,2009,4,1,24.0,510.0,12580.0,209,1,,19,366000,1,8000
16016,2009,4,1,24.0,510.0,12580.0,336,1,,1,350000,0,0
16017,2009,4,1,24.0,510.0,12580.0,11063,3,,1,200000,1,200000
16018,2009,4,1,24.0,510.0,12580.0,33778,3,,155,896000,32,102000
16019,2009,4,1,24.0,510.0,12580.0,15044,4,,21,81000,0,0
16020,2009,4,1,24.0,510.0,12580.0,657365,2,,1,150000,0,0
16021,2009,4,1,24.0,510.0,12580.0,14583,1,,1,50000,1,50000
16022,2009,4,1,24.0,510.0,12580.0,14679,3,,1,39000,1,39000
16023,2009,4,1,24.0,510.0,12580.0,8,1,,23,662000,0,0
16024,2009,4,1,24.0,510.0,12580.0,31263,3,,11,3399000,7,1149000
16025,2009,4,1,24.0,510.0,12580.0,983448,2,,2,1600000,1,600000
16026,2009,4,1,24.0,510.0,12580.0,501105,2,,159,19674000,82,6915000
16027,2009,4,1,24.0,510.0,12580.0,28178,3,,9,2059000,9,2059000
16028,2009,4,1,24.0,510.0,12580.0,1316,1,,240,49816000,124,13335000
16029,2009,4,1,24.0,510.0,12580.0,15951,3,,17,4784000,4,521000
16030,2009,4,1,24.0,510.0,12580.0,233031,2,,1,110000,0,0
16031,2009,4,1,24.0,510.0,12580.0,506922,2,,16,3325000,9,1284000
16032,2009,4,1,24.0,510.0,12580.0,8190,4,,2,155000,1,100000
16033,2009,4,1,24.0,510.0,12580.0,4410,4,,1,100000,0,0
16034,2009,4,1,24.0,510.0,12580.0,14640,4,,1,20000,1,20000
16035,2009,4,1,24.0,510.0,12580.0,15576,1,,3,72000,1,50000
16036,2009,4,1,24.0,510.0,12580.0,675332,2,,106,17863000,56,5728000
16037,2009,4,1,24.0,510.0,12580.0,682611,2,,44,7835000,18,1857000
16038,2009,4,1,24.0,510.0,12580.0,24096,1,,2,1025000,1,25000
16039,2009,4,1,24.0,510.0,12580.0,16820,3,,4,578000,3,378000
16040,2009,4,1,24.0,510.0,12580.0,27244,3,,17,3932000,4,607000
16041,2009,4,1,24.0,510.0,12580.0,23446,1,,111,1534000,66,901000
16042,2009,4,1,24.0,510.0,12580.0,1,1,,155,35061000,55,5966000
16043,2009,4,1,24.0,510.0,12580.0,1741,1,,188,7441000,146,5480000
16044,2009,4,1,24.0,510.0,12580.0,12090,4,,7,3550000,0,0
16045,2009,4,1,24.0,510.0,12580.0,16892,1,,1,217000,0,0
16760,2009,4,6,24.0,510.0,12580.0,11063,3,,2,648000,1,159000
16761,2009,4,6,24.0,510.0,12580.0,15044,4,,1636,11934000,0,0
16762,2009,4,6,24.0,510.0,12580.0,12002,4,,6,1853000,0,0
16763,2009,4,6,24.0,510.0,12580.0,57053,3,,3,864000,0,0
16764,2009,4,6,24.0,510.0,12580.0,802866,2,,1,30000,0,0
16765,2009,4,6,24.0,510.0,12580.0,23446,1,,3,15000,0,0
16957,2009,5,1,24.0,510.0,12580.0,24828,1,,5,28000,2,6000
16958,2009,5,1,24.0,510.0,12580.0,2137,1,,1,30000,1,30000
16959,2009,5,1,24.0,510.0,12580.0,1,1,,1,200000,0,0
16960,2009,5,1,24.0,510.0,12580.0,1741,1,,1,10000,1,10000
18109,2008,4,1,24.0,510.0,12580.0,31286,3,,39,12860000,27,9614000
18110,2008,4,1,24.0,510.0,12580.0,991340,2,,1,44000,1,44000
18111,2008,4,1,24.0,510.0,12580.0,33535,3,,286,1827000,286,1827000
18112,2008,4,1,24.0,510.0,12580.0,15648,4,,3866,27721000,74,206000
18113,2008,4,1,24.0,510.0,12580.0,13044,1,,123,31610000,18,3143000
18114,2008,4,1,24.0,510.0,12580.0,34780,3,,14,139000,4,36000
18115,2008,4,1,24.0,510.0,12580.0,9846,3,,84,20327000,42,6560000
18116,2008,4,1,24.0,510.0,12580.0,17777,4,,2,645000,2,645000
18117,2008,4,1,24.0,510.0,12580.0,11578,3,,1,200000,0,0
18118,2008,4,1,24.0,510.0,12580.0,24828,1,,1005,4068000,416,1650000
18119,2008,4,1,24.0,510.0,12580.0,13688,1,,3,115000,2,65000
