rownumber,activity_year,loan_type,action_taken_type,state,county,msa,respondentID,agency_code,nLenders,nLoans,amtLoans,nLoansToSmallest,amtLoansToSmallest
19072,2004,4,1,24.0,510.0,12580.0,7579,3,,2,80000,2,80000
19073,2004,4,1,24.0,510.0,12580.0,543253,2,,1,400000,1,400000
19074,2004,4,1,24.0,510.0,12580.0,16820,3,,14,1355000,7,530000
19075,2004,4,1,24.0,510.0,12580.0,4364,1,,9,1179000,5,419000
19076,2004,4,1,24.0,510.0,12580.0,27244,3,,21,4631000,6,907000
19077,2004,4,1,24.0,510.0,12580.0,405959,2,,1,200000,1,200000
19078,2004,4,1,24.0,510.0,12580.0,7745,1,,1,32000,0,0
19079,2004,4,1,24.0,510.0,12580.0,34599,3,,496,2738000,0,0
19080,2004,4,1,24.0,510.0,12580.0,1893,3,,4,2150000,2,1100000
19081,2004,4,1,24.0,510.0,12580.0,1010930,2,,1,27000,0,0
19082,2004,4,1,24.0,510.0,12580.0,365325,2,,1,1000000,1,1000000
19083,2004,4,1,24.0,510.0,12580.0,23446,1,,314,2510000,13,113000
19084,2004,4,1,24.0,510.0,12580.0,24,1,,1,558000,0,0
19085,2004,4,1,24.0,510.0,12580.0,1,1,,334,46441000,66,10961000
19086,2004,4,1,24.0,510.0,12580.0,17283,4,,5,1471000,5,1471000
19087,2004,4,1,24.0,510.0,12580.0,2597,1,,2,125000,1,100000
19088,2004,4,1,24.0,510.0,12580.0,1741,1,,261,8177000,199,5656000
19089,2004,4,1,24.0,510.0,12580.0,7938,4,,1,258000,1,258000
19090,2004,4,1,24.0,510.0,12580.0,34697,3,,37,634000,0,0
19091,2004,4,1,24.0,510.0,12580.0,13298,3,,1,40000,1,40000
19815,2004,4,6,24.0,510.0,12580.0,18112,1,,1,10000,0,0
19816,2004,4,6,24.0,510.0,12580.0,8,1,,39,1321000,0,0
19817,2004,4,6,24.0,510.0,12580.0,24095,1,,17,2785000,0,0
19818,2004,4,6,24.0,510.0,12580.0,4410,4,,2,430000,0,0
20094,2004,5,1,24.0,510.0,12580.0,22106,1,,1,15000,1,15000
20095,2004,5,1,24.0,510.0,12580.0,13181,4,,5,9000,4,7000
20096,2004,5,1,24.0,510.0,12580.0,24281,1,,1,15000,0,0
20097,2004,5,1,24.0,510.0,12580.0,1,1,,1,50000,0,0
