rownumber,respondentID,agency_code,activity_year,loan_type,action_taken_type,state,county,msa,assessment_area_number,partial_county_indicator,split_county_indicator,population_classification,income_group_total,nLoans1,amtLoans1,nLoans100k,amtLoans100k,nLoans250k,amtLoans250k,nLoansToSmallest,amtLoansToSmallest,nLoansAff,amtLoansAff,nLoans,amtLoans
225669,16892,1,2017,4,1,24,510,12580.0,65.0,N,N,L,7,1,4000,0,0,0,0,1,4000,0,0,1,4000
225670,16892,1,2017,4,1,24,510,12580.0,65.0,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
225671,16892,1,2017,4,1,24,510,12580.0,65.0,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
225672,16892,1,2017,4,1,24,510,12580.0,65.0,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
225673,16892,1,2017,4,1,24,510,12580.0,65.0,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
225674,16892,1,2017,4,1,24,510,12580.0,65.0,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
225675,16892,1,2017,4,1,24,510,12580.0,65.0,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
225676,16892,1,2017,4,1,24,510,12580.0,65.0,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
225677,16892,1,2017,4,1,24,510,12580.0,65.0,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
241530,23160,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
241531,23160,1,2017,4,1,24,510,12580.0,,N,N,L,2,5,70000,0,0,0,0,1,22000,0,0,5,70000
241532,23160,1,2017,4,1,24,510,12580.0,,N,N,L,3,14,170000,0,0,0,0,6,94000,0,0,14,170000
241533,23160,1,2017,4,1,24,510,12580.0,,N,N,L,4,54,826000,0,0,0,0,15,272000,0,0,54,826000
241534,23160,1,2017,4,1,24,510,12580.0,,N,N,L,5,54,632000,0,0,0,0,22,281000,0,0,54,632000
241535,23160,1,2017,4,1,24,510,12580.0,,N,N,L,6,98,1253000,0,0,0,0,53,708000,0,0,98,1253000
241536,23160,1,2017,4,1,24,510,12580.0,,N,N,L,7,80,1031000,0,0,0,0,49,710000,0,0,80,1031000
241537,23160,1,2017,4,1,24,510,12580.0,,N,N,L,8,85,887000,0,0,0,0,69,697000,0,0,85,887000
241538,23160,1,2017,4,1,24,510,12580.0,,N,N,L,9,103,1266000,0,0,0,0,54,727000,0,0,103,1266000
241539,23160,1,2017,4,1,24,510,12580.0,,N,N,L,10,64,607000,0,0,0,0,39,458000,0,0,64,607000
241540,23160,1,2017,4,1,24,510,12580.0,,N,N,L,11,84,830000,0,0,0,0,56,648000,0,0,84,830000
241541,23160,1,2017,4,1,24,510,12580.0,,N,N,L,12,13,100000,0,0,0,0,8,79000,0,0,13,100000
241542,23160,1,2017,4,1,24,510,12580.0,,N,N,L,13,255,2262000,0,0,0,0,159,1538000,0,0,255,2262000
241543,23160,1,2017,4,1,24,510,12580.0,,N,N,L,14,8,63000,0,0,0,0,3,27000,0,0,8,63000
241544,23160,1,2017,4,1,24,510,12580.0,,N,N,L,15,14,107000,0,0,0,0,6,61000,0,0,14,107000
258043,23216,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
258044,23216,1,2017,4,1,24,510,12580.0,,N,N,L,2,5,66000,0,0,0,0,0,0,0,0,5,66000
258045,23216,1,2017,4,1,24,510,12580.0,,N,N,L,3,4,16000,1,110000,0,0,0,0,0,0,5,126000
258046,23216,1,2017,4,1,24,510,12580.0,,N,N,L,4,56,752000,2,257000,2,623000,0,0,0,0,60,1632000
258047,23216,1,2017,4,1,24,510,12580.0,,N,N,L,5,32,494000,3,463000,0,0,0,0,0,0,35,957000
258048,23216,1,2017,4,1,24,510,12580.0,,N,N,L,6,46,447000,0,0,0,0,0,0,0,0,46,447000
258049,23216,1,2017,4,1,24,510,12580.0,,N,N,L,7,14,143000,1,131000,0,0,0,0,0,0,15,274000
258050,23216,1,2017,4,1,24,510,12580.0,,N,N,L,8,12,157000,1,134000,0,0,0,0,0,0,13,291000
258051,23216,1,2017,4,1,24,510,12580.0,,N,N,L,9,46,456000,1,129000,0,0,0,0,0,0,47,585000
258052,23216,1,2017,4,1,24,510,12580.0,,N,N,L,10,13,149000,0,0,0,0,0,0,0,0,13,149000
258053,23216,1,2017,4,1,24,510,12580.0,,N,N,L,11,11,46000,0,0,0,0,0,0,0,0,11,46000
258054,23216,1,2017,4,1,24,510,12580.0,,N,N,L,12,2,7000,0,0,0,0,0,0,0,0,2,7000
258055,23216,1,2017,4,1,24,510,12580.0,,N,N,L,13,37,625000,2,297000,0,0,0,0,0,0,39,922000
258056,23216,1,2017,4,1,24,510,12580.0,,N,N,L,14,1,10000,1,108000,1,881000,0,0,0,0,3,999000
258057,23216,1,2017,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
268145,23248,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
268146,23248,1,2017,4,1,24,510,12580.0,,N,N,L,2,1,76000,0,0,0,0,0,0,0,0,1,76000
268147,23248,1,2017,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
268148,23248,1,2017,4,1,24,510,12580.0,,N,N,L,4,7,89000,0,0,0,0,3,19000,0,0,7,89000
268149,23248,1,2017,4,1,24,510,12580.0,,N,N,L,5,9,140000,0,0,0,0,1,7000,0,0,9,140000
268150,23248,1,2017,4,1,24,510,12580.0,,N,N,L,6,8,44000,0,0,0,0,4,28000,0,0,8,44000
268151,23248,1,2017,4,1,24,510,12580.0,,N,N,L,7,7,28000,0,0,0,0,0,0,0,0,7,28000
268152,23248,1,2017,4,1,24,510,12580.0,,N,N,L,8,1,8000,0,0,0,0,1,8000,0,0,1,8000
268153,23248,1,2017,4,1,24,510,12580.0,,N,N,L,9,6,38000,0,0,0,0,2,10000,0,0,6,38000
268154,23248,1,2017,4,1,24,510,12580.0,,N,N,L,10,1,1000,0,0,0,0,0,0,0,0,1,1000
268155,23248,1,2017,4,1,24,510,12580.0,,N,N,L,11,6,38000,0,0,0,0,3,26000,0,0,6,38000
268156,23248,1,2017,4,1,24,510,12580.0,,N,N,L,12,1,5000,0,0,0,0,0,0,0,0,1,5000
268157,23248,1,2017,4,1,24,510,12580.0,,N,N,L,13,2,11000,0,0,0,0,0,0,0,0,2,11000
268158,23248,1,2017,4,1,24,510,12580.0,,N,N,L,14,1,6000,0,0,0,0,0,0,0,0,1,6000
268159,23248,1,2017,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
281554,23253,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
281555,23253,1,2017,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
281556,23253,1,2017,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
281557,23253,1,2017,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
281558,23253,1,2017,4,1,24,510,12580.0,,N,N,L,5,1,17000,0,0,0,0,0,0,0,0,1,17000
281559,23253,1,2017,4,1,24,510,12580.0,,N,N,L,6,2,104000,1,106000,0,0,0,0,0,0,3,210000
281560,23253,1,2017,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
281561,23253,1,2017,4,1,24,510,12580.0,,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
281562,23253,1,2017,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
281563,23253,1,2017,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
281564,23253,1,2017,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
281565,23253,1,2017,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
281566,23253,1,2017,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
281567,23253,1,2017,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
281568,23253,1,2017,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
290612,23880,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
290613,23880,1,2017,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
290614,23880,1,2017,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
290615,23880,1,2017,4,1,24,510,12580.0,,N,N,L,4,0,0,1,250000,0,0,0,0,0,0,1,250000
290616,23880,1,2017,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
290617,23880,1,2017,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
290618,23880,1,2017,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
290619,23880,1,2017,4,1,24,510,12580.0,,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
290620,23880,1,2017,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
290621,23880,1,2017,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
290622,23880,1,2017,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
290623,23880,1,2017,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
290624,23880,1,2017,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
290625,23880,1,2017,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
290626,23880,1,2017,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
295032,24096,1,2017,4,1,24,510,12580.0,34.0,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
295033,24096,1,2017,4,1,24,510,12580.0,34.0,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
295034,24096,1,2017,4,1,24,510,12580.0,34.0,N,N,L,3,1,8000,0,0,0,0,1,8000,0,0,1,8000
295035,24096,1,2017,4,1,24,510,12580.0,34.0,N,N,L,4,3,32000,0,0,0,0,3,32000,0,0,3,32000
295036,24096,1,2017,4,1,24,510,12580.0,34.0,N,N,L,5,2,11000,0,0,0,0,1,2000,0,0,2,11000
295037,24096,1,2017,4,1,24,510,12580.0,34.0,N,N,L,6,2,7000,0,0,0,0,2,7000,0,0,2,7000
295038,24096,1,2017,4,1,24,510,12580.0,34.0,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
295039,24096,1,2017,4,1,24,510,12580.0,34.0,N,N,L,8,1,11000,1,135000,0,0,2,146000,0,0,2,146000
295040,24096,1,2017,4,1,24,510,12580.0,34.0,N,N,L,9,1,1000,0,0,0,0,1,1000,0,0,1,1000
295041,24096,1,2017,4,1,24,510,12580.0,34.0,N,N,L,10,2,114000,0,0,0,0,0,0,0,0,2,114000
295042,24096,1,2017,4,1,24,510,12580.0,34.0,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
295043,24096,1,2017,4,1,24,510,12580.0,34.0,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
295044,24096,1,2017,4,1,24,510,12580.0,34.0,N,N,L,13,4,60000,0,0,0,0,4,60000,0,0,4,60000
295045,24096,1,2017,4,1,24,510,12580.0,34.0,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
295046,24096,1,2017,4,1,24,510,12580.0,34.0,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
298384,24425,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
298385,24425,1,2017,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
298386,24425,1,2017,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
298387,24425,1,2017,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
298388,24425,1,2017,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
298389,24425,1,2017,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
298390,24425,1,2017,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
298391,24425,1,2017,4,1,24,510,12580.0,,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
298392,24425,1,2017,4,1,24,510,12580.0,,N,N,L,9,0,0,1,150000,0,0,0,0,0,0,1,150000
298393,24425,1,2017,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
298394,24425,1,2017,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
298395,24425,1,2017,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
298396,24425,1,2017,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
298397,24425,1,2017,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
298398,24425,1,2017,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
301700,24522,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
301701,24522,1,2017,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
301702,24522,1,2017,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
301703,24522,1,2017,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
301704,24522,1,2017,4,1,24,510,12580.0,,N,N,L,5,10,145000,1,180000,0,0,0,0,0,0,11,325000
301705,24522,1,2017,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
301706,24522,1,2017,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
301707,24522,1,2017,4,1,24,510,12580.0,,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
301708,24522,1,2017,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
301709,24522,1,2017,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
301710,24522,1,2017,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
301711,24522,1,2017,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
301712,24522,1,2017,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
301713,24522,1,2017,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
301714,24522,1,2017,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
308081,24571,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
308082,24571,1,2017,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
308083,24571,1,2017,4,1,24,510,12580.0,,N,N,L,3,1,25000,0,0,0,0,1,25000,0,0,1,25000
308084,24571,1,2017,4,1,24,510,12580.0,,N,N,L,4,5,259000,0,0,0,0,5,259000,0,0,5,259000
308085,24571,1,2017,4,1,24,510,12580.0,,N,N,L,5,11,461000,0,0,0,0,11,461000,0,0,11,461000
308086,24571,1,2017,4,1,24,510,12580.0,,N,N,L,6,5,196000,0,0,0,0,5,196000,0,0,5,196000
308087,24571,1,2017,4,1,24,510,12580.0,,N,N,L,7,3,164000,0,0,0,0,3,164000,0,0,3,164000
308088,24571,1,2017,4,1,24,510,12580.0,,N,N,L,8,1,31000,0,0,0,0,1,31000,0,0,1,31000
308089,24571,1,2017,4,1,24,510,12580.0,,N,N,L,9,1,53000,0,0,0,0,1,53000,0,0,1,53000
308090,24571,1,2017,4,1,24,510,12580.0,,N,N,L,10,1,8000,0,0,0,0,1,8000,0,0,1,8000
308091,24571,1,2017,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
308092,24571,1,2017,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
308093,24571,1,2017,4,1,24,510,12580.0,,N,N,L,13,9,483000,2,300000,0,0,11,783000,0,0,11,783000
308094,24571,1,2017,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
308095,24571,1,2017,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
325334,24828,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
325335,24828,1,2017,4,1,24,510,12580.0,,N,N,L,2,10,47000,0,0,0,0,5,35000,0,0,10,47000
325336,24828,1,2017,4,1,24,510,12580.0,,N,N,L,3,33,108000,0,0,0,0,17,91000,0,0,33,108000
325337,24828,1,2017,4,1,24,510,12580.0,,N,N,L,4,111,562000,0,0,0,0,38,222000,0,0,111,562000
325338,24828,1,2017,4,1,24,510,12580.0,,N,N,L,5,144,482000,0,0,0,0,72,243000,0,0,144,482000
325339,24828,1,2017,4,1,24,510,12580.0,,N,N,L,6,123,871000,0,0,0,0,69,363000,0,0,123,871000
325340,24828,1,2017,4,1,24,510,12580.0,,N,N,L,7,89,523000,0,0,0,0,54,281000,0,0,89,523000
325341,24828,1,2017,4,1,24,510,12580.0,,N,N,L,8,49,388000,0,0,0,0,29,279000,0,0,49,388000
325342,24828,1,2017,4,1,24,510,12580.0,,N,N,L,9,76,576000,0,0,0,0,34,286000,0,0,76,576000
325343,24828,1,2017,4,1,24,510,12580.0,,N,N,L,10,41,284000,0,0,0,0,19,146000,0,0,41,284000
325344,24828,1,2017,4,1,24,510,12580.0,,N,N,L,11,54,540000,0,0,0,0,36,400000,0,0,54,540000
325345,24828,1,2017,4,1,24,510,12580.0,,N,N,L,12,6,30000,0,0,0,0,5,27000,0,0,6,30000
325346,24828,1,2017,4,1,24,510,12580.0,,N,N,L,13,114,977000,0,0,0,0,62,500000,0,0,114,977000
325347,24828,1,2017,4,1,24,510,12580.0,,N,N,L,14,9,94000,0,0,0,0,4,35000,0,0,9,94000
325348,24828,1,2017,4,1,24,510,12580.0,,N,N,L,15,6,38000,0,0,0,0,3,32000,0,0,6,38000
339563,24891,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
339564,24891,1,2017,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
339565,24891,1,2017,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
339566,24891,1,2017,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
339567,24891,1,2017,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
339568,24891,1,2017,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
339569,24891,1,2017,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
339570,24891,1,2017,4,1,24,510,12580.0,,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
339571,24891,1,2017,4,1,24,510,12580.0,,N,N,L,9,2,200000,0,0,1,350000,2,450000,0,0,3,550000
339572,24891,1,2017,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
339573,24891,1,2017,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
339574,24891,1,2017,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
339575,24891,1,2017,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
339576,24891,1,2017,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
339577,24891,1,2017,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
340631,24914,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
340632,24914,1,2017,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
340633,24914,1,2017,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
340634,24914,1,2017,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
340635,24914,1,2017,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
340636,24914,1,2017,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,1,995000,0,0,0,0,1,995000
340637,24914,1,2017,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
340638,24914,1,2017,4,1,24,510,12580.0,,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
340639,24914,1,2017,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
340640,24914,1,2017,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
340641,24914,1,2017,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
340642,24914,1,2017,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
340643,24914,1,2017,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
340644,24914,1,2017,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
340645,24914,1,2017,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
341685,24981,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
341686,24981,1,2017,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
341687,24981,1,2017,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
341688,24981,1,2017,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
341689,24981,1,2017,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
341690,24981,1,2017,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
341691,24981,1,2017,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
341692,24981,1,2017,4,1,24,510,12580.0,,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
341693,24981,1,2017,4,1,24,510,12580.0,,N,N,L,9,0,0,1,250000,0,0,0,0,0,0,1,250000
341694,24981,1,2017,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
341695,24981,1,2017,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
341696,24981,1,2017,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
341697,24981,1,2017,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
341698,24981,1,2017,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
341699,24981,1,2017,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
344626,25022,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
344627,25022,1,2017,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
344628,25022,1,2017,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
344629,25022,1,2017,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
344630,25022,1,2017,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
344631,25022,1,2017,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
344632,25022,1,2017,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
344633,25022,1,2017,4,1,24,510,12580.0,,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
344634,25022,1,2017,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
344635,25022,1,2017,4,1,24,510,12580.0,,N,N,L,10,1,50000,0,0,0,0,0,0,0,0,1,50000
344636,25022,1,2017,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
344637,25022,1,2017,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
344638,25022,1,2017,4,1,24,510,12580.0,,N,N,L,13,1,40000,0,0,0,0,1,40000,0,0,1,40000
344639,25022,1,2017,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
344640,25022,1,2017,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
348777,25028,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
348778,25028,1,2017,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
348779,25028,1,2017,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
348780,25028,1,2017,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
348781,25028,1,2017,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
348782,25028,1,2017,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
348783,25028,1,2017,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
348784,25028,1,2017,4,1,24,510,12580.0,,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
348785,25028,1,2017,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,1,800000,0,0,0,0,1,800000
348786,25028,1,2017,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
348787,25028,1,2017,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
348788,25028,1,2017,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
348789,25028,1,2017,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
348790,25028,1,2017,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
348791,25028,1,2017,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
356437,25079,1,2017,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
356438,25079,1,2017,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
356439,25079,1,2017,4,1,24,510,12580.0,,N,N,L,3,1,5000,0,0,0,0,0,0,0,0,1,5000
