rownumber,respondentID,agency_code,activity_year,loan_type,action_taken_type,state,county,msa,assessment_area_number,partial_county_indicator,split_county_indicator,population_classification,income_group_total,nLoans1,amtLoans1,nLoans100k,amtLoans100k,nLoans250k,amtLoans250k,nLoansToSmallest,amtLoansToSmallest,nLoansAff,amtLoansAff,nLoans,amtLoans
2619644,57053,3,2011,4,6,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
2619645,57053,3,2011,4,6,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
2619646,57053,3,2011,4,6,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
2619647,57053,3,2011,4,6,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
2619648,57053,3,2011,4,6,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
2619649,57053,3,2011,4,6,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
2619650,57053,3,2011,4,6,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
2619651,57053,3,2011,4,6,24,510,12580.0,,N,N,L,8,0,0,0,0,1,450000,1,450000,0,0,1,450000
2619652,57053,3,2011,4,6,24,510,12580.0,,N,N,L,9,0,0,0,0,1,266000,1,266000,0,0,1,266000
2619653,57053,3,2011,4,6,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
2619654,57053,3,2011,4,6,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
2619655,57053,3,2011,4,6,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
2619656,57053,3,2011,4,6,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
2619657,57053,3,2011,4,6,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
2619658,57053,3,2011,4,6,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
2632468,57408,3,2011,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
2632469,57408,3,2011,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
2632470,57408,3,2011,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
2632471,57408,3,2011,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
2632472,57408,3,2011,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
2632473,57408,3,2011,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
2632474,57408,3,2011,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
2632475,57408,3,2011,4,1,24,510,12580.0,,N,N,L,8,1,100000,0,0,0,0,0,0,0,0,1,100000
2632476,57408,3,2011,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
2632477,57408,3,2011,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
2632478,57408,3,2011,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
2632479,57408,3,2011,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
2632480,57408,3,2011,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
2632481,57408,3,2011,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
2632482,57408,3,2011,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
2640319,57776,3,2011,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
2640320,57776,3,2011,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
2640321,57776,3,2011,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
2640322,57776,3,2011,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
2640323,57776,3,2011,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
2640324,57776,3,2011,4,1,24,510,12580.0,,N,N,L,6,1,100000,1,250000,0,0,0,0,0,0,2,350000
2640325,57776,3,2011,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,1,325000,0,0,0,0,1,325000
2640326,57776,3,2011,4,1,24,510,12580.0,,N,N,L,8,2,150000,1,250000,1,500000,0,0,0,0,4,900000
2640327,57776,3,2011,4,1,24,510,12580.0,,N,N,L,9,1,50000,0,0,1,425000,2,475000,0,0,2,475000
2640328,57776,3,2011,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
2640329,57776,3,2011,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
2640330,57776,3,2011,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
2640331,57776,3,2011,4,1,24,510,12580.0,,N,N,L,13,1,24000,1,175000,0,0,1,24000,0,0,2,199000
2640332,57776,3,2011,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
2640333,57776,3,2011,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
2650065,57803,3,2011,4,6,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
2650066,57803,3,2011,4,6,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
2650067,57803,3,2011,4,6,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
2650068,57803,3,2011,4,6,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
2650069,57803,3,2011,4,6,24,510,12580.0,,N,N,L,5,7,214000,0,0,0,0,0,0,0,0,7,214000
2650070,57803,3,2011,4,6,24,510,12580.0,,N,N,L,6,3,70000,0,0,0,0,0,0,0,0,3,70000
2650071,57803,3,2011,4,6,24,510,12580.0,,N,N,L,7,6,203000,0,0,0,0,0,0,0,0,6,203000
2650072,57803,3,2011,4,6,24,510,12580.0,,N,N,L,8,9,246000,0,0,0,0,0,0,0,0,9,246000
2650073,57803,3,2011,4,6,24,510,12580.0,,N,N,L,9,7,272000,0,0,0,0,0,0,0,0,7,272000
2650074,57803,3,2011,4,6,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
2650075,57803,3,2011,4,6,24,510,12580.0,,N,N,L,11,1,11000,0,0,0,0,0,0,0,0,1,11000
2650076,57803,3,2011,4,6,24,510,12580.0,,N,N,L,12,1,65000,0,0,0,0,0,0,0,0,1,65000
2650077,57803,3,2011,4,6,24,510,12580.0,,N,N,L,13,1,17000,0,0,0,0,0,0,0,0,1,17000
2650078,57803,3,2011,4,6,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
2650079,57803,3,2011,4,6,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
2686169,57833,3,2011,4,6,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
2686170,57833,3,2011,4,6,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
2686171,57833,3,2011,4,6,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
2686172,57833,3,2011,4,6,24,510,12580.0,,N,N,L,4,0,0,0,0,1,255000,0,0,0,0,1,255000
2686173,57833,3,2011,4,6,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
2686174,57833,3,2011,4,6,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
2686175,57833,3,2011,4,6,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
2686176,57833,3,2011,4,6,24,510,12580.0,,N,N,L,8,0,0,1,155000,0,0,0,0,0,0,1,155000
2686177,57833,3,2011,4,6,24,510,12580.0,,N,N,L,9,0,0,1,140000,0,0,0,0,0,0,1,140000
2686178,57833,3,2011,4,6,24,510,12580.0,,N,N,L,10,0,0,0,0,1,605000,0,0,0,0,1,605000
2686179,57833,3,2011,4,6,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
2686180,57833,3,2011,4,6,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
2686181,57833,3,2011,4,6,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
2686182,57833,3,2011,4,6,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
2686183,57833,3,2011,4,6,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
2713419,58878,3,2011,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
2713420,58878,3,2011,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
2713421,58878,3,2011,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
2713422,58878,3,2011,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
2713423,58878,3,2011,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
2713424,58878,3,2011,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
2713425,58878,3,2011,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,1,302000,1,302000,0,0,1,302000
2713426,58878,3,2011,4,1,24,510,12580.0,,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
2713427,58878,3,2011,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
2713428,58878,3,2011,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
2713429,58878,3,2011,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
2713430,58878,3,2011,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
2713431,58878,3,2011,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
2713432,58878,3,2011,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
2713433,58878,3,2011,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
14626,1,1,2010,4,1,24,510,12580.0,2401.0,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
14627,1,1,2010,4,1,24,510,12580.0,2401.0,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
14628,1,1,2010,4,1,24,510,12580.0,2401.0,N,N,L,3,6,74000,0,0,1,648000,4,59000,0,0,7,722000
14629,1,1,2010,4,1,24,510,12580.0,2401.0,N,N,L,4,11,169000,0,0,0,0,8,126000,0,0,11,169000
14630,1,1,2010,4,1,24,510,12580.0,2401.0,N,N,L,5,41,1135000,0,0,0,0,27,667000,0,0,41,1135000
14631,1,1,2010,4,1,24,510,12580.0,2401.0,N,N,L,6,38,1108000,4,448000,0,0,28,897000,0,0,42,1556000
14632,1,1,2010,4,1,24,510,12580.0,2401.0,N,N,L,7,55,1483000,3,332000,1,525000,34,1055000,0,0,59,2340000
14633,1,1,2010,4,1,24,510,12580.0,2401.0,N,N,L,8,64,1350000,2,216000,1,340000,40,1314000,0,0,67,1906000
14634,1,1,2010,4,1,24,510,12580.0,2401.0,N,N,L,9,43,824000,1,101000,0,0,32,726000,0,0,44,925000
14635,1,1,2010,4,1,24,510,12580.0,2401.0,N,N,L,10,22,592000,0,0,0,0,16,363000,0,0,22,592000
14636,1,1,2010,4,1,24,510,12580.0,2401.0,N,N,L,11,6,79000,0,0,0,0,2,41000,0,0,6,79000
14637,1,1,2010,4,1,24,510,12580.0,2401.0,N,N,L,12,6,106000,0,0,0,0,5,96000,0,0,6,106000
14638,1,1,2010,4,1,24,510,12580.0,2401.0,N,N,L,13,25,621000,0,0,0,0,17,409000,0,0,25,621000
14639,1,1,2010,4,1,24,510,12580.0,2401.0,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
14640,1,1,2010,4,1,24,510,12580.0,2401.0,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
14642,1,1,2010,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
14643,1,1,2010,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
14644,1,1,2010,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
14645,1,1,2010,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
14646,1,1,2010,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
14647,1,1,2010,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
14648,1,1,2010,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
14649,1,1,2010,4,1,24,510,12580.0,,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
14650,1,1,2010,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
14651,1,1,2010,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
14652,1,1,2010,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
14653,1,1,2010,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
14654,1,1,2010,4,1,24,510,12580.0,,N,N,L,15,18,528000,0,0,0,0,13,386000,0,0,18,528000
14656,1,1,2010,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
14657,1,1,2010,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
14658,1,1,2010,4,1,24,510,12580.0,,N,N,L,3,6,74000,0,0,1,648000,4,59000,0,0,7,722000
14659,1,1,2010,4,1,24,510,12580.0,,N,N,L,4,11,169000,0,0,0,0,8,126000,0,0,11,169000
14660,1,1,2010,4,1,24,510,12580.0,,N,N,L,5,41,1135000,0,0,0,0,27,667000,0,0,41,1135000
14661,1,1,2010,4,1,24,510,12580.0,,N,N,L,6,38,1108000,4,448000,0,0,28,897000,0,0,42,1556000
14662,1,1,2010,4,1,24,510,12580.0,,N,N,L,7,55,1483000,3,332000,1,525000,34,1055000,0,0,59,2340000
14663,1,1,2010,4,1,24,510,12580.0,,N,N,L,8,64,1350000,2,216000,1,340000,40,1314000,0,0,67,1906000
14664,1,1,2010,4,1,24,510,12580.0,,N,N,L,9,43,824000,1,101000,0,0,32,726000,0,0,44,925000
14665,1,1,2010,4,1,24,510,12580.0,,N,N,L,10,22,592000,0,0,0,0,16,363000,0,0,22,592000
14666,1,1,2010,4,1,24,510,12580.0,,N,N,L,11,6,79000,0,0,0,0,2,41000,0,0,6,79000
14667,1,1,2010,4,1,24,510,12580.0,,N,N,L,12,6,106000,0,0,0,0,5,96000,0,0,6,106000
14668,1,1,2010,4,1,24,510,12580.0,,N,N,L,13,25,621000,0,0,0,0,17,409000,0,0,25,621000
14669,1,1,2010,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
14670,1,1,2010,4,1,24,510,12580.0,,N,N,L,15,18,528000,0,0,0,0,13,386000,0,0,18,528000
46405,1,1,2010,5,1,24,510,12580.0,2401.0,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
46406,1,1,2010,5,1,24,510,12580.0,2401.0,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
46407,1,1,2010,5,1,24,510,12580.0,2401.0,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
46408,1,1,2010,5,1,24,510,12580.0,2401.0,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
46409,1,1,2010,5,1,24,510,12580.0,2401.0,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
46410,1,1,2010,5,1,24,510,12580.0,2401.0,N,N,L,6,1,5000,0,0,0,0,1,5000,0,0,1,5000
46411,1,1,2010,5,1,24,510,12580.0,2401.0,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
46412,1,1,2010,5,1,24,510,12580.0,2401.0,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
46413,1,1,2010,5,1,24,510,12580.0,2401.0,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
46414,1,1,2010,5,1,24,510,12580.0,2401.0,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
46415,1,1,2010,5,1,24,510,12580.0,2401.0,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
46416,1,1,2010,5,1,24,510,12580.0,2401.0,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
46417,1,1,2010,5,1,24,510,12580.0,2401.0,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
46418,1,1,2010,5,1,24,510,12580.0,2401.0,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
46419,1,1,2010,5,1,24,510,12580.0,2401.0,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
127436,8,1,2010,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
127437,8,1,2010,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
127438,8,1,2010,4,1,24,510,12580.0,,N,N,L,3,1,27000,0,0,0,0,0,0,0,0,1,27000
127439,8,1,2010,4,1,24,510,12580.0,,N,N,L,4,1,52000,0,0,0,0,0,0,0,0,1,52000
127440,8,1,2010,4,1,24,510,12580.0,,N,N,L,5,2,43000,0,0,0,0,0,0,0,0,2,43000
127441,8,1,2010,4,1,24,510,12580.0,,N,N,L,6,1,27000,0,0,0,0,0,0,0,0,1,27000
127442,8,1,2010,4,1,24,510,12580.0,,N,N,L,7,1,41000,0,0,0,0,0,0,0,0,1,41000
127443,8,1,2010,4,1,24,510,12580.0,,N,N,L,8,5,122000,0,0,0,0,0,0,0,0,5,122000
127444,8,1,2010,4,1,24,510,12580.0,,N,N,L,9,2,55000,0,0,0,0,0,0,0,0,2,55000
127445,8,1,2010,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
127446,8,1,2010,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
127447,8,1,2010,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
127448,8,1,2010,4,1,24,510,12580.0,,N,N,L,13,2,80000,0,0,0,0,0,0,0,0,2,80000
127449,8,1,2010,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
127450,8,1,2010,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
190250,24,1,2010,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
190251,24,1,2010,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
190252,24,1,2010,4,1,24,510,12580.0,,N,N,L,3,1,49000,0,0,0,0,0,0,0,0,1,49000
190253,24,1,2010,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
190254,24,1,2010,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
190255,24,1,2010,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
190256,24,1,2010,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
190257,24,1,2010,4,1,24,510,12580.0,,N,N,L,8,1,43000,0,0,0,0,0,0,0,0,1,43000
190258,24,1,2010,4,1,24,510,12580.0,,N,N,L,9,1,43000,0,0,0,0,0,0,0,0,1,43000
190259,24,1,2010,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
190260,24,1,2010,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
190261,24,1,2010,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
190262,24,1,2010,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,0,0,0,0,0,0,0,0
190263,24,1,2010,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
190264,24,1,2010,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
238384,209,1,2010,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
238385,209,1,2010,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
238386,209,1,2010,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
238387,209,1,2010,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
238388,209,1,2010,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
238389,209,1,2010,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
238390,209,1,2010,4,1,24,510,12580.0,,N,N,L,7,2,15000,0,0,0,0,0,0,0,0,2,15000
238391,209,1,2010,4,1,24,510,12580.0,,N,N,L,8,5,37000,0,0,0,0,1,4000,0,0,5,37000
238392,209,1,2010,4,1,24,510,12580.0,,N,N,L,9,4,36000,0,0,0,0,1,4000,0,0,4,36000
238393,209,1,2010,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
238394,209,1,2010,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
238395,209,1,2010,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
238396,209,1,2010,4,1,24,510,12580.0,,N,N,L,13,2,20000,0,0,0,0,0,0,0,0,2,20000
238397,209,1,2010,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
238398,209,1,2010,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
265917,336,1,2010,4,1,24,510,12580.0,,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
265918,336,1,2010,4,1,24,510,12580.0,,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
265919,336,1,2010,4,1,24,510,12580.0,,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
265920,336,1,2010,4,1,24,510,12580.0,,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
265921,336,1,2010,4,1,24,510,12580.0,,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
265922,336,1,2010,4,1,24,510,12580.0,,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
265923,336,1,2010,4,1,24,510,12580.0,,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
265924,336,1,2010,4,1,24,510,12580.0,,N,N,L,8,0,0,0,0,0,0,0,0,0,0,0,0
265925,336,1,2010,4,1,24,510,12580.0,,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
265926,336,1,2010,4,1,24,510,12580.0,,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
265927,336,1,2010,4,1,24,510,12580.0,,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
265928,336,1,2010,4,1,24,510,12580.0,,N,N,L,12,0,0,0,0,0,0,0,0,0,0,0,0
265929,336,1,2010,4,1,24,510,12580.0,,N,N,L,13,0,0,0,0,1,350000,0,0,0,0,1,350000
265930,336,1,2010,4,1,24,510,12580.0,,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
265931,336,1,2010,4,1,24,510,12580.0,,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
271861,1316,1,2010,4,1,24,510,12580.0,47.0,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
271862,1316,1,2010,4,1,24,510,12580.0,47.0,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
271863,1316,1,2010,4,1,24,510,12580.0,47.0,N,N,L,3,1,100000,2,400000,2,850000,1,100000,0,0,5,1350000
271864,1316,1,2010,4,1,24,510,12580.0,47.0,N,N,L,4,9,354000,1,104000,1,1000000,7,207000,0,0,11,1458000
271865,1316,1,2010,4,1,24,510,12580.0,47.0,N,N,L,5,11,583000,6,1191000,9,4474000,13,2084000,0,0,26,6248000
271866,1316,1,2010,4,1,24,510,12580.0,47.0,N,N,L,6,16,721000,1,250000,2,1500000,11,896000,0,0,19,2471000
271867,1316,1,2010,4,1,24,510,12580.0,47.0,N,N,L,7,22,748000,4,800000,7,3780000,17,1013000,0,0,33,5328000
271868,1316,1,2010,4,1,24,510,12580.0,47.0,N,N,L,8,36,1561000,21,4131000,16,8648000,37,5424000,0,0,73,14340000
271869,1316,1,2010,4,1,24,510,12580.0,47.0,N,N,L,9,37,1709000,7,1175000,10,5475000,30,3847000,0,0,54,8359000
271870,1316,1,2010,4,1,24,510,12580.0,47.0,N,N,L,10,1,93000,2,307000,0,0,0,0,0,0,3,400000
271871,1316,1,2010,4,1,24,510,12580.0,47.0,N,N,L,11,3,78000,0,0,0,0,3,78000,0,0,3,78000
271872,1316,1,2010,4,1,24,510,12580.0,47.0,N,N,L,12,3,230000,2,371000,2,1025000,3,810000,0,0,7,1626000
271873,1316,1,2010,4,1,24,510,12580.0,47.0,N,N,L,13,13,659000,4,821000,6,4000000,7,512000,0,0,23,5480000
271874,1316,1,2010,4,1,24,510,12580.0,47.0,N,N,L,14,0,0,0,0,0,0,0,0,0,0,0,0
271875,1316,1,2010,4,1,24,510,12580.0,47.0,N,N,L,15,0,0,0,0,0,0,0,0,0,0,0,0
299607,1461,1,2010,4,1,24,510,12580.0,1.0,N,N,L,1,0,0,0,0,0,0,0,0,0,0,0,0
299608,1461,1,2010,4,1,24,510,12580.0,1.0,N,N,L,2,0,0,0,0,0,0,0,0,0,0,0,0
299609,1461,1,2010,4,1,24,510,12580.0,1.0,N,N,L,3,0,0,0,0,0,0,0,0,0,0,0,0
299610,1461,1,2010,4,1,24,510,12580.0,1.0,N,N,L,4,0,0,0,0,0,0,0,0,0,0,0,0
299611,1461,1,2010,4,1,24,510,12580.0,1.0,N,N,L,5,0,0,0,0,0,0,0,0,0,0,0,0
299612,1461,1,2010,4,1,24,510,12580.0,1.0,N,N,L,6,0,0,0,0,0,0,0,0,0,0,0,0
299613,1461,1,2010,4,1,24,510,12580.0,1.0,N,N,L,7,0,0,0,0,0,0,0,0,0,0,0,0
299614,1461,1,2010,4,1,24,510,12580.0,1.0,N,N,L,8,1,50000,0,0,0,0,1,50000,0,0,1,50000
299615,1461,1,2010,4,1,24,510,12580.0,1.0,N,N,L,9,0,0,0,0,0,0,0,0,0,0,0,0
299616,1461,1,2010,4,1,24,510,12580.0,1.0,N,N,L,10,0,0,0,0,0,0,0,0,0,0,0,0
299617,1461,1,2010,4,1,24,510,12580.0,1.0,N,N,L,11,0,0,0,0,0,0,0,0,0,0,0,0
