census_tract,activity_year,income_group_code,nLoans1,amtLoans1,nLoans100k,amtLoans100k,nLoans250k,amtLoans250k,nLoansToSmallest,amtLoansToSmallest,nLoansTotal,amtLoansTotal
2714,2012,13,66,"$834,000 ",0,$0 ,2,"$700,000 ",35,"$405,000 ",68,"$1,534,000 "
2715.01,2012,13,87,"$1,435,000 ",0,$0 ,1,"$300,000 ",46,"$522,000 ",88,"$1,735,000 "
2715.03,2012,13,45,"$673,000 ",0,$0 ,1,"$500,000 ",23,"$749,000 ",46,"$1,173,000 "
2716,2012,6,8,"$92,000 ",0,$0 ,0,$0 ,6,"$52,000 ",8,"$92,000 "
2717,2012,6,25,"$281,000 ",0,$0 ,0,$0 ,16,"$195,000 ",25,"$281,000 "
2718.01,2012,5,14,"$168,000 ",0,$0 ,1,"$350,000 ",7,"$414,000 ",15,"$518,000 "
2718.02,2012,5,15,"$85,000 ",0,$0 ,1,"$600,000 ",7,"$660,000 ",16,"$685,000 "
2719,2012,8,29,"$241,000 ",1,"$150,000 ",1,"$406,000 ",17,"$603,000 ",31,"$797,000 "
2720.03,2012,10,125,"$1,033,000 ",0,$0 ,0,$0 ,75,"$654,000 ",125,"$1,033,000 "
2720.04,2012,7,56,"$430,000 ",0,$0 ,0,$0 ,25,"$234,000 ",56,"$430,000 "
2720.05,2012,7,51,"$447,000 ",0,$0 ,0,$0 ,28,"$273,000 ",51,"$447,000 "
2720.06,2012,4,69,"$668,000 ",0,$0 ,1,"$695,000 ",33,"$326,000 ",70,"$1,363,000 "
2720.07,2012,6,56,"$616,000 ",1,"$250,000 ",2,"$1,050,000 ",34,"$341,000 ",59,"$1,916,000 "
2801.01,2012,7,115,"$1,953,000 ",2,"$315,000 ",3,"$1,193,000 ",60,"$1,645,000 ",120,"$3,461,000 "
2801.02,2012,5,41,"$571,000 ",2,"$450,000 ",0,$0 ,16,"$80,000 ",43,"$1,021,000 "
2802,2012,8,13,"$134,000 ",0,$0 ,0,$0 ,5,"$34,000 ",13,"$134,000 "
2803.01,2012,6,15,"$116,000 ",1,"$250,000 ",0,$0 ,6,"$17,000 ",16,"$366,000 "
2803.02,2012,6,2,"$12,000 ",0,$0 ,0,$0 ,1,"$12,000 ",2,"$12,000 "
2804.01,2012,8,20,"$56,000 ",0,$0 ,0,$0 ,13,"$38,000 ",20,"$56,000 "
2804.02,2012,7,1,$0 ,0,$0 ,0,$0 ,0,$0 ,1,$0 
2804.03,2012,8,25,"$117,000 ",0,$0 ,0,$0 ,11,"$53,000 ",25,"$117,000 "
2804.04,2012,6,2,"$1,000 ",0,$0 ,0,$0 ,0,$0 ,2,"$1,000 "
2805,2012,2,14,"$55,000 ",0,$0 ,0,$0 ,4,"$7,000 ",14,"$55,000 "
101,2011,10,54,"$531,000 ",2,"$360,000 ",0,$0 ,43,"$774,000 ",56,"$891,000 "
102,2011,7,18,"$103,000 ",0,$0 ,1,"$350,000 ",10,"$89,000 ",19,"$453,000 "
103,2011,7,18,"$169,000 ",0,$0 ,0,$0 ,11,"$99,000 ",18,"$169,000 "
104,2011,8,112,"$1,194,000 ",3,"$652,000 ",4,"$1,747,000 ",45,"$1,240,000 ",119,"$3,593,000 "
105,2011,7,17,"$250,000 ",1,"$109,000 ",1,"$290,000 ",6,"$29,000 ",19,"$649,000 "
201,2011,7,15,"$117,000 ",0,$0 ,1,"$297,000 ",8,"$103,000 ",16,"$414,000 "
202,2011,8,16,"$170,000 ",0,$0 ,0,$0 ,9,"$119,000 ",16,"$170,000 "
203,2011,12,103,"$1,368,000 ",2,"$295,000 ",8,"$4,016,000 ",46,"$2,814,000 ",113,"$5,679,000 "
301,2011,4,32,"$408,000 ",0,$0 ,3,"$1,159,000 ",15,"$702,000 ",35,"$1,567,000 "
302,2011,9,55,"$1,148,000 ",1,"$125,000 ",5,"$2,158,000 ",30,"$1,408,000 ",61,"$3,431,000 "
401,2011,8,399,"$6,231,000 ",26,"$5,046,000 ",30,"$16,981,000 ",171,"$5,769,000 ",455,"$28,258,000 "
402,2011,8,20,"$318,000 ",0,$0 ,0,$0 ,12,"$95,000 ",20,"$318,000 "
501,2011,2,8,"$184,000 ",1,"$174,000 ",1,"$1,000,000 ",3,"$7,000 ",10,"$1,358,000 "
601,2011,6,13,"$76,000 ",0,$0 ,0,$0 ,7,"$45,000 ",13,"$76,000 "
602,2011,5,17,"$81,000 ",0,$0 ,0,$0 ,10,"$57,000 ",17,"$81,000 "
603,2011,4,10,"$128,000 ",0,$0 ,0,$0 ,6,"$105,000 ",10,"$128,000 "
604,2011,5,7,"$40,000 ",0,$0 ,0,$0 ,2,"$16,000 ",7,"$40,000 "
605,2011,3,3,"$28,000 ",0,$0 ,1,"$1,000,000 ",3,"$1,027,000 ",4,"$1,028,000 "
701,2011,5,2,"$25,000 ",0,$0 ,0,$0 ,1,"$5,000 ",2,"$25,000 "
702,2011,5,10,"$75,000 ",1,"$228,000 ",0,$0 ,4,"$67,000 ",11,"$303,000 "
703,2011,4,12,"$169,000 ",0,$0 ,0,$0 ,5,"$69,000 ",12,"$169,000 "
704,2011,3,8,"$74,000 ",0,$0 ,0,$0 ,4,"$27,000 ",8,"$74,000 "
801.01,2011,8,23,"$200,000 ",0,$0 ,1,"$300,000 ",13,"$72,000 ",24,"$500,000 "
801.02,2011,6,4,"$13,000 ",0,$0 ,1,"$800,000 ",2,"$3,000 ",5,"$813,000 "
802,2011,3,3,"$13,000 ",2,"$409,000 ",0,$0 ,3,"$162,000 ",5,"$422,000 "
803.01,2011,5,3,"$8,000 ",0,$0 ,0,$0 ,3,"$8,000 ",3,"$8,000 "
803.02,2011,6,2,"$19,000 ",0,$0 ,0,$0 ,1,"$16,000 ",2,"$19,000 "
805,2011,5,7,"$143,000 ",0,$0 ,1,"$264,000 ",3,"$264,000 ",8,"$407,000 "
806,2011,5,5,"$26,000 ",1,"$167,000 ",0,$0 ,4,"$15,000 ",6,"$193,000 "
807,2011,4,4,"$55,000 ",0,$0 ,0,$0 ,3,"$52,000 ",4,"$55,000 "
808,2011,3,3,"$120,000 ",0,$0 ,0,$0 ,2,"$70,000 ",3,"$120,000 "
901,2011,7,11,"$35,000 ",0,$0 ,0,$0 ,8,"$32,000 ",11,"$35,000 "
902,2011,11,18,"$219,000 ",0,$0 ,0,$0 ,12,"$200,000 ",18,"$219,000 "
903,2011,7,21,"$276,000 ",0,$0 ,0,$0 ,12,"$154,000 ",21,"$276,000 "
904,2011,3,16,"$117,000 ",1,"$250,000 ",5,"$3,100,000 ",3,"$11,000 ",22,"$3,467,000 "
905,2011,5,12,"$208,000 ",0,$0 ,1,"$848,000 ",3,"$24,000 ",13,"$1,056,000 "
906,2011,6,3,"$14,000 ",0,$0 ,0,$0 ,1,"$8,000 ",3,"$14,000 "
907,2011,5,7,"$50,000 ",0,$0 ,0,$0 ,4,"$38,000 ",7,"$50,000 "
908,2011,6,34,"$504,000 ",2,"$378,000 ",1,"$400,000 ",19,"$115,000 ",37,"$1,282,000 "
909,2011,4,1,"$30,000 ",0,$0 ,0,$0 ,1,"$30,000 ",1,"$30,000 "
1001,2011,5,4,"$65,000 ",0,$0 ,0,$0 ,3,"$45,000 ",4,"$65,000 "
1002,2011,4,0,$0 ,1,"$150,000 ",0,$0 ,0,$0 ,1,"$150,000 "
1004,2011,6,2,"$5,000 ",0,$0 ,1,"$258,000 ",1,"$258,000 ",3,"$263,000 "
1101,2011,9,48,"$672,000 ",0,$0 ,0,$0 ,22,"$382,000 ",48,"$672,000 "
1102,2011,9,129,"$1,677,000 ",5,"$906,000 ",5,"$3,156,000 ",69,"$1,593,000 ",139,"$5,739,000 "
1201,2011,13,43,"$403,000 ",1,"$110,000 ",0,$0 ,26,"$355,000 ",44,"$513,000 "
1202,2011,8,60,"$872,000 ",3,"$450,000 ",3,"$952,000 ",32,"$739,000 ",66,"$2,274,000 "
1203,2011,6,32,"$489,000 ",1,"$248,000 ",2,"$866,000 ",23,"$896,000 ",35,"$1,603,000 "
1204,2011,4,11,"$148,000 ",0,$0 ,1,"$929,000 ",5,"$20,000 ",12,"$1,077,000 "
1205,2011,4,39,"$549,000 ",4,"$775,000 ",1,"$365,000 ",20,"$899,000 ",44,"$1,689,000 "
1206,2011,7,61,"$908,000 ",5,"$864,000 ",5,"$3,458,000 ",26,"$1,211,000 ",71,"$5,230,000 "
1207,2011,5,54,"$1,257,000 ",5,"$753,000 ",5,"$2,467,000 ",11,"$978,000 ",64,"$4,477,000 "
1301,2011,4,2,"$12,000 ",0,$0 ,0,$0 ,2,"$12,000 ",2,"$12,000 "
1302,2011,5,8,"$36,000 ",0,$0 ,0,$0 ,7,"$32,000 ",8,"$36,000 "
1303,2011,4,16,"$342,000 ",0,$0 ,0,$0 ,8,"$70,000 ",16,"$342,000 "
1304,2011,5,13,"$227,000 ",0,$0 ,0,$0 ,5,"$127,000 ",13,"$227,000 "
1306,2011,8,82,"$1,063,000 ",2,"$420,000 ",7,"$3,175,000 ",45,"$2,287,000 ",91,"$4,658,000 "
1307,2011,9,42,"$533,000 ",2,"$325,000 ",1,"$640,000 ",18,"$286,000 ",45,"$1,498,000 "
1308.03,2011,8,14,"$172,000 ",0,$0 ,0,$0 ,9,"$131,000 ",14,"$172,000 "
1308.04,2011,6,38,"$892,000 ",2,"$300,000 ",1,"$408,000 ",15,"$796,000 ",41,"$1,600,000 "
1308.05,2011,13,8,"$118,000 ",0,$0 ,1,"$800,000 ",3,"$804,000 ",9,"$918,000 "
1308.06,2011,7,43,"$601,000 ",4,"$950,000 ",1,"$300,000 ",14,"$278,000 ",48,"$1,851,000 "
1401,2011,10,53,"$491,000 ",0,$0 ,1,"$364,000 ",33,"$607,000 ",54,"$855,000 "
1402,2011,3,9,"$103,000 ",0,$0 ,0,$0 ,6,"$84,000 ",9,"$103,000 "
1403,2011,5,13,"$143,000 ",0,$0 ,0,$0 ,5,"$121,000 ",13,"$143,000 "
1501,2011,4,8,"$17,000 ",0,$0 ,1,"$337,000 ",6,"$352,000 ",9,"$354,000 "
1502,2011,5,5,"$4,000 ",0,$0 ,0,$0 ,3,"$3,000 ",5,"$4,000 "
1503,2011,6,2,"$5,000 ",0,$0 ,0,$0 ,0,$0 ,2,"$5,000 "
1504,2011,5,9,"$159,000 ",0,$0 ,0,$0 ,4,"$65,000 ",9,"$159,000 "
1505,2011,6,10,"$189,000 ",1,"$250,000 ",1,"$300,000 ",4,"$61,000 ",12,"$739,000 "
1506,2011,5,9,"$117,000 ",0,$0 ,1,"$500,000 ",6,"$40,000 ",10,"$617,000 "
1507.01,2011,7,3,"$1,000 ",0,$0 ,0,$0 ,2,$0 ,3,"$1,000 "
1507.02,2011,8,9,"$6,000 ",0,$0 ,0,$0 ,1,"$3,000 ",9,"$6,000 "
1508,2011,6,25,"$159,000 ",2,"$356,000 ",1,"$850,000 ",11,"$75,000 ",28,"$1,365,000 "
1509,2011,7,7,"$17,000 ",0,$0 ,0,$0 ,4,"$10,000 ",7,"$17,000 "
1510,2011,6,10,"$42,000 ",0,$0 ,1,"$513,000 ",7,"$534,000 ",11,"$555,000 "
1511,2011,8,16,"$136,000 ",0,$0 ,0,$0 ,6,"$89,000 ",16,"$136,000 "
1512,2011,5,3,"$6,000 ",0,$0 ,0,$0 ,2,"$4,000 ",3,"$6,000 "
1513,2011,4,12,"$116,000 ",0,$0 ,0,$0 ,4,"$73,000 ",12,"$116,000 "
1601,2011,4,6,"$9,000 ",0,$0 ,1,"$685,000 ",5,"$692,000 ",7,"$694,000 "
1603,2011,4,8,"$71,000 ",0,$0 ,0,$0 ,6,"$56,000 ",8,"$71,000 "
1604,2011,4,5,"$25,000 ",0,$0 ,0,$0 ,3,"$23,000 ",5,"$25,000 "
1605,2011,5,20,"$258,000 ",0,$0 ,0,$0 ,10,"$137,000 ",20,"$258,000 "
1606,2011,5,9,"$29,000 ",0,$0 ,0,$0 ,6,"$20,000 ",9,"$29,000 "
1607,2011,6,8,"$43,000 ",0,$0 ,0,$0 ,4,"$15,000 ",8,"$43,000 "
1608.01,2011,7,7,"$15,000 ",0,$0 ,0,$0 ,1,"$10,000 ",7,"$15,000 "
1608.02,2011,6,4,"$2,000 ",0,$0 ,0,$0 ,2,"$1,000 ",4,"$2,000 "
1701,2011,4,10,"$175,000 ",2,"$410,000 ",1,"$500,000 ",4,"$132,000 ",13,"$1,085,000 "
1702,2011,3,6,"$60,000 ",0,$0 ,0,$0 ,1,"$1,000 ",6,"$60,000 "
1703,2011,4,1,"$4,000 ",0,$0 ,0,$0 ,0,$0 ,1,"$4,000 "
1801,2011,3,5,"$12,000 ",1,"$150,000 ",0,$0 ,5,"$159,000 ",6,"$162,000 "
1802,2011,7,3,"$2,000 ",0,$0 ,0,$0 ,0,$0 ,3,"$2,000 "
1803,2011,5,15,"$294,000 ",2,"$486,000 ",1,"$750,000 ",9,"$369,000 ",18,"$1,530,000 "
1901,2011,4,7,"$79,000 ",0,$0 ,0,$0 ,2,"$14,000 ",7,"$79,000 "
1902,2011,6,10,"$42,000 ",0,$0 ,0,$0 ,4,"$29,000 ",10,"$42,000 "
1903,2011,4,6,"$163,000 ",0,$0 ,0,$0 ,2,"$36,000 ",6,"$163,000 "
2001,2011,6,2,"$25,000 ",0,$0 ,0,$0 ,2,"$25,000 ",2,"$25,000 "
2002,2011,6,12,"$156,000 ",0,$0 ,1,"$542,000 ",5,"$640,000 ",13,"$698,000 "
2003,2011,4,6,"$99,000 ",1,"$118,000 ",0,$0 ,3,"$140,000 ",7,"$217,000 "
2004,2011,4,5,"$84,000 ",0,$0 ,0,$0 ,3,"$33,000 ",5,"$84,000 "
2005,2011,5,13,"$104,000 ",0,$0 ,1,"$500,000 ",6,"$85,000 ",14,"$604,000 "
2006,2011,6,23,"$424,000 ",2,"$218,000 ",4,"$1,918,000 ",6,"$84,000 ",29,"$2,560,000 "
2007.01,2011,6,7,"$39,000 ",0,$0 ,0,$0 ,4,"$33,000 ",7,"$39,000 "
2007.02,2011,7,1,"$1,000 ",0,$0 ,0,$0 ,1,"$1,000 ",1,"$1,000 "
2008,2011,6,13,"$108,000 ",0,$0 ,0,$0 ,5,"$48,000 ",13,"$108,000 "
2101,2011,5,60,"$784,000 ",4,"$830,000 ",3,"$1,313,000 ",24,"$1,281,000 ",67,"$2,927,000 "
2102,2011,5,42,"$1,127,000 ",2,"$319,000 ",1,"$500,000 ",6,"$86,000 ",45,"$1,946,000 "
2201,2011,13,91,"$1,236,000 ",2,"$450,000 ",6,"$3,324,000 ",39,"$480,000 ",99,"$5,010,000 "
2301,2011,7,40,"$624,000 ",2,"$252,000 ",3,"$2,080,000 ",19,"$1,349,000 ",45,"$2,956,000 "
2302,2011,9,54,"$575,000 ",1,"$250,000 ",5,"$2,182,000 ",24,"$1,447,000 ",60,"$3,007,000 "
2303,2011,6,21,"$796,000 ",0,$0 ,2,"$1,250,000 ",14,"$376,000 ",23,"$2,046,000 "
2401,2011,9,54,"$414,000 ",2,"$500,000 ",1,"$296,000 ",27,"$701,000 ",57,"$1,210,000 "
2402,2011,13,41,"$381,000 ",2,"$400,000 ",3,"$1,092,000 ",23,"$1,145,000 ",46,"$1,873,000 "
2403,2011,11,34,"$183,000 ",0,$0 ,0,$0 ,17,"$126,000 ",34,"$183,000 "
2404,2011,8,35,"$544,000 ",1,"$245,000 ",0,$0 ,14,"$279,000 ",36,"$789,000 "
2501.01,2011,7,4,"$36,000 ",0,$0 ,0,$0 ,3,"$30,000 ",4,"$36,000 "
2501.02,2011,7,7,"$59,000 ",0,$0 ,0,$0 ,3,"$6,000 ",7,"$59,000 "
2501.03,2011,8,45,"$880,000 ",2,"$425,000 ",2,"$1,500,000 ",14,"$1,125,000 ",49,"$2,805,000 "
2502.03,2011,4,7,"$69,000 ",1,"$150,000 ",1,"$1,000,000 ",7,"$69,000 ",9,"$1,219,000 "
2502.04,2011,3,2,"$17,000 ",0,$0 ,0,$0 ,1,"$17,000 ",2,"$17,000 "
2502.05,2011,7,44,"$693,000 ",1,"$193,000 ",5,"$2,473,000 ",16,"$353,000 ",50,"$3,359,000 "
2502.06,2011,8,51,"$1,207,000 ",7,"$1,249,000 ",6,"$2,588,000 ",19,"$743,000 ",64,"$5,044,000 "
2502.07,2011,4,11,"$127,000 ",0,$0 ,1,"$1,000,000 ",5,"$59,000 ",12,"$1,127,000 "
2503.01,2011,5,5,"$10,000 ",0,$0 ,1,"$500,000 ",3,"$5,000 ",6,"$510,000 "
2503.02,2011,3,6,"$160,000 ",0,$0 ,0,$0 ,4,"$20,000 ",6,"$160,000 "
2503.03,2011,7,14,"$212,000 ",1,"$250,000 ",6,"$4,135,000 ",4,"$104,000 ",21,"$4,597,000 "
2504.01,2011,7,27,"$296,000 ",3,"$412,000 ",1,"$500,000 ",14,"$232,000 ",31,"$1,208,000 "
2504.02,2011,4,8,"$97,000 ",0,$0 ,0,$0 ,3,"$37,000 ",8,"$97,000 "
2505,2011,5,57,"$962,000 ",5,"$904,000 ",10,"$4,303,000 ",18,"$1,163,000 ",72,"$6,169,000 "
2506,2011,7,17,"$220,000 ",3,"$572,000 ",5,"$3,074,000 ",4,"$272,000 ",25,"$3,866,000 "
2601.01,2011,8,24,"$96,000 ",1,"$104,000 ",0,$0 ,10,"$156,000 ",25,"$200,000 "
2601.02,2011,9,20,"$160,000 ",0,$0 ,0,$0 ,14,"$148,000 ",20,"$160,000 "
2602.01,2011,7,20,"$133,000 ",0,$0 ,0,$0 ,13,"$79,000 ",20,"$133,000 "
2602.02,2011,6,6,"$23,000 ",0,$0 ,0,$0 ,3,"$22,000 ",6,"$23,000 "
2602.03,2011,8,7,"$26,000 ",0,$0 ,0,$0 ,4,"$8,000 ",7,"$26,000 "
2603.01,2011,7,6,"$30,000 ",1,"$102,000 ",0,$0 ,4,"$112,000 ",7,"$132,000 "
2603.02,2011,7,6,"$113,000 ",0,$0 ,0,$0 ,5,"$13,000 ",6,"$113,000 "
2603.03,2011,3,18,"$304,000 ",0,$0 ,1,"$263,000 ",5,"$79,000 ",19,"$567,000 "
2604.01,2011,6,12,"$118,000 ",0,$0 ,1,"$275,000 ",7,"$90,000 ",13,"$393,000 "
2604.02,2011,5,20,"$540,000 ",0,$0 ,3,"$1,337,000 ",8,"$603,000 ",23,"$1,877,000 "
2604.03,2011,7,19,"$227,000 ",1,"$150,000 ",2,"$1,201,000 ",6,"$1,218,000 ",22,"$1,578,000 "
2604.04,2011,6,66,"$1,241,000 ",8,"$1,419,000 ",8,"$4,759,000 ",11,"$557,000 ",82,"$7,419,000 "
2605.01,2011,7,48,"$409,000 ",1,"$105,000 ",3,"$2,088,000 ",26,"$850,000 ",52,"$2,602,000 "
2606.04,2011,2,1,"$25,000 ",0,$0 ,0,$0 ,0,$0 ,1,"$25,000 "
2606.05,2011,7,97,"$1,646,000 ",7,"$1,175,000 ",7,"$3,805,000 ",45,"$1,847,000 ",111,"$6,626,000 "
2607,2011,5,40,"$464,000 ",1,"$200,000 ",3,"$1,010,000 ",9,"$449,000 ",44,"$1,674,000 "
2608,2011,6,20,"$358,000 ",3,"$550,000 ",0,$0 ,9,"$118,000 ",23,"$908,000 "
2609,2011,9,64,"$633,000 ",0,$0 ,4,"$2,500,000 ",29,"$719,000 ",68,"$3,133,000 "
2610,2011,5,20,"$318,000 ",0,$0 ,0,$0 ,9,"$115,000 ",20,"$318,000 "
2611,2011,6,32,"$402,000 ",1,"$225,000 ",0,$0 ,23,"$485,000 ",33,"$627,000 "
2701.01,2011,9,7,"$53,000 ",0,$0 ,0,$0 ,3,"$31,000 ",7,"$53,000 "
2701.02,2011,9,11,"$82,000 ",0,$0 ,0,$0 ,4,"$10,000 ",11,"$82,000 "
2702,2011,9,22,"$381,000 ",1,"$200,000 ",0,$0 ,11,"$117,000 ",23,"$581,000 "
2703.01,2011,10,18,"$360,000 ",0,$0 ,0,$0 ,10,"$278,000 ",18,"$360,000 "
2703.02,2011,9,9,"$73,000 ",0,$0 ,1,"$400,000 ",7,"$457,000 ",10,"$473,000 "
2704.01,2011,8,32,"$191,000 ",1,"$168,000 ",3,"$1,682,000 ",11,"$103,000 ",36,"$2,041,000 "
2704.02,2011,9,33,"$349,000 ",0,$0 ,1,"$1,000,000 ",17,"$147,000 ",34,"$1,349,000 "
2705.01,2011,9,27,"$416,000 ",0,$0 ,0,$0 ,14,"$101,000 ",27,"$416,000 "
2705.02,2011,10,34,"$402,000 ",0,$0 ,0,$0 ,18,"$167,000 ",34,"$402,000 "
2706,2011,10,30,"$219,000 ",0,$0 ,0,$0 ,14,"$75,000 ",30,"$219,000 "
2707.01,2011,4,3,"$2,000 ",0,$0 ,0,$0 ,1,"$1,000 ",3,"$2,000 "
2707.02,2011,6,10,"$78,000 ",0,$0 ,0,$0 ,4,"$16,000 ",10,"$78,000 "
2707.03,2011,9,15,"$279,000 ",0,$0 ,0,$0 ,7,"$220,000 ",15,"$279,000 "
2708.01,2011,8,15,"$73,000 ",0,$0 ,0,$0 ,9,"$58,000 ",15,"$73,000 "
2708.02,2011,8,8,"$42,000 ",1,"$176,000 ",1,"$1,000,000 ",5,"$188,000 ",10,"$1,218,000 "
2708.03,2011,8,17,"$326,000 ",0,$0 ,2,"$600,000 ",13,"$474,000 ",19,"$926,000 "
2708.04,2011,8,22,"$121,000 ",0,$0 ,0,$0 ,8,"$75,000 ",22,"$121,000 "
2708.05,2011,7,31,"$424,000 ",1,"$125,000 ",5,"$2,798,000 ",11,"$644,000 ",37,"$3,347,000 "
2709.01,2011,7,10,"$60,000 ",0,$0 ,0,$0 ,3,"$21,000 ",10,"$60,000 "
2709.02,2011,9,5,"$87,000 ",0,$0 ,0,$0 ,3,"$54,000 ",5,"$87,000 "
2709.03,2011,10,9,"$18,000 ",0,$0 ,0,$0 ,5,"$11,000 ",9,"$18,000 "
2710.01,2011,6,6,"$32,000 ",0,$0 ,0,$0 ,4,"$29,000 ",6,"$32,000 "
2710.02,2011,7,11,"$61,000 ",0,$0 ,0,$0 ,8,"$33,000 ",11,"$61,000 "
2711.01,2011,11,9,"$69,000 ",0,$0 ,0,$0 ,5,"$36,000 ",9,"$69,000 "
2711.02,2011,13,20,"$203,000 ",0,$0 ,0,$0 ,10,"$93,000 ",20,"$203,000 "
2712,2011,13,78,"$793,000 ",2,"$350,000 ",5,"$3,429,000 ",33,"$217,000 ",85,"$4,572,000 "
2713,2011,13,51,"$497,000 ",0,$0 ,6,"$3,564,000 ",20,"$256,000 ",57,"$4,061,000 "
2714,2011,13,80,"$1,039,000 ",1,"$150,000 ",6,"$2,559,000 ",46,"$912,000 ",87,"$3,748,000 "
2715.01,2011,13,80,"$1,183,000 ",3,"$430,000 ",2,"$800,000 ",45,"$644,000 ",85,"$2,413,000 "
2715.03,2011,13,47,"$878,000 ",0,$0 ,0,$0 ,13,"$262,000 ",47,"$878,000 "
2716,2011,5,10,"$129,000 ",0,$0 ,0,$0 ,5,"$47,000 ",10,"$129,000 "
2717,2011,6,23,"$218,000 ",1,"$131,000 ",1,"$354,000 ",18,"$292,000 ",25,"$703,000 "
2718.01,2011,5,11,"$159,000 ",0,$0 ,1,"$552,000 ",6,"$23,000 ",12,"$711,000 "
2718.02,2011,5,4,"$27,000 ",0,$0 ,0,$0 ,2,"$23,000 ",4,"$27,000 "
2719,2011,8,25,"$111,000 ",1,"$150,000 ",1,"$412,000 ",14,"$481,000 ",27,"$673,000 "
2720.01,2011,7,92,"$846,000 ",0,$0 ,1,"$750,000 ",52,"$481,000 ",93,"$1,596,000 "
2720.02,2011,9,55,"$394,000 ",0,$0 ,0,$0 ,33,"$223,000 ",55,"$394,000 "
2720.03,2011,11,117,"$1,061,000 ",0,$0 ,1,"$338,000 ",66,"$1,041,000 ",118,"$1,399,000 "
2801.01,2011,7,83,"$1,555,000 ",2,"$265,000 ",1,"$302,000 ",24,"$767,000 ",86,"$2,122,000 "
2801.02,2011,7,26,"$174,000 ",3,"$690,000 ",0,$0 ,16,"$38,000 ",29,"$864,000 "
2802,2011,8,16,"$139,000 ",0,$0 ,0,$0 ,5,"$24,000 ",16,"$139,000 "
2803.01,2011,5,13,"$90,000 ",2,"$285,000 ",2,"$1,175,000 ",5,"$1,185,000 ",17,"$1,550,000 "
2803.02,2011,6,8,"$28,000 ",0,$0 ,0,$0 ,3,"$6,000 ",8,"$28,000 "
2804.01,2011,12,20,"$66,000 ",0,$0 ,0,$0 ,11,"$54,000 ",20,"$66,000 "
2804.02,2011,8,6,"$110,000 ",0,$0 ,0,$0 ,3,"$77,000 ",6,"$110,000 "
2804.03,2011,8,24,"$247,000 ",0,$0 ,0,$0 ,7,"$120,000 ",24,"$247,000 "
2804.04,2011,4,2,"$16,000 ",0,$0 ,0,$0 ,0,$0 ,2,"$16,000 "
101,2010,10,41,"$629,000 ",4,"$671,000 ",3,"$1,913,000 ",20,"$1,804,000 ",48,"$3,213,000 "
102,2010,7,12,"$111,000 ",1,"$175,000 ",1,"$272,000 ",4,"$216,000 ",14,"$558,000 "
103,2010,7,26,"$311,000 ",1,"$113,000 ",0,$0 ,4,"$170,000 ",27,"$424,000 "
104,2010,8,81,"$775,000 ",3,"$525,000 ",4,"$1,789,000 ",22,"$1,772,000 ",88,"$3,089,000 "
105,2010,7,9,"$74,000 ",0,$0 ,0,$0 ,3,"$15,000 ",9,"$74,000 "
201,2010,7,11,"$127,000 ",0,$0 ,1,"$295,000 ",5,"$78,000 ",12,"$422,000 "
202,2010,8,13,"$140,000 ",1,"$247,000 ",0,$0 ,9,"$348,000 ",14,"$387,000 "
203,2010,12,98,"$999,000 ",4,"$641,000 ",4,"$1,800,000 ",31,"$1,210,000 ",106,"$3,440,000 "
301,2010,4,27,"$241,000 ",1,"$189,000 ",0,$0 ,8,"$350,000 ",28,"$430,000 "
302,2010,9,61,"$830,000 ",4,"$630,000 ",10,"$5,595,000 ",22,"$1,913,000 ",75,"$7,055,000 "
401,2010,8,314,"$4,976,000 ",33,"$6,068,000 ",35,"$16,924,000 ",98,"$8,191,000 ",382,"$27,968,000 "
402,2010,8,19,"$104,000 ",1,"$210,000 ",0,$0 ,4,"$246,000 ",20,"$314,000 "
501,2010,2,10,"$49,000 ",0,$0 ,1,"$1,000,000 ",1,"$1,000 ",11,"$1,049,000 "
601,2010,6,6,"$125,000 ",0,$0 ,1,"$338,000 ",3,"$358,000 ",7,"$463,000 "
602,2010,5,9,"$34,000 ",0,$0 ,0,$0 ,5,"$23,000 ",9,"$34,000 "
603,2010,4,9,"$68,000 ",0,$0 ,0,$0 ,3,"$51,000 ",9,"$68,000 "
604,2010,5,6,"$80,000 ",0,$0 ,0,$0 ,0,$0 ,6,"$80,000 "
605,2010,3,4,"$34,000 ",0,$0 ,0,$0 ,1,"$10,000 ",4,"$34,000 "
701,2010,5,1,"$45,000 ",0,$0 ,0,$0 ,1,"$45,000 ",1,"$45,000 "
702,2010,5,4,"$17,000 ",0,$0 ,0,$0 ,1,"$15,000 ",4,"$17,000 "
703,2010,4,15,"$162,000 ",0,$0 ,0,$0 ,8,"$63,000 ",15,"$162,000 "
704,2010,3,5,"$12,000 ",0,$0 ,0,$0 ,1,"$5,000 ",5,"$12,000 "
801.01,2010,8,10,"$145,000 ",0,$0 ,1,"$522,000 ",8,"$636,000 ",11,"$667,000 "
801.02,2010,6,4,"$8,000 ",0,$0 ,1,"$800,000 ",1,"$3,000 ",5,"$808,000 "
802,2010,3,10,"$144,000 ",1,"$150,000 ",1,"$648,000 ",5,"$109,000 ",12,"$942,000 "
804,2010,4,2,"$7,000 ",0,$0 ,1,"$280,000 ",2,"$283,000 ",3,"$287,000 "
805,2010,5,0,$0 ,0,$0 ,1,"$267,000 ",1,"$267,000 ",1,"$267,000 "
