census_tract,activity_year,income_group_code,nLoans1,amtLoans1,nLoans100k,amtLoans100k,nLoans250k,amtLoans250k,nLoansToSmallest,amtLoansToSmallest,nLoansTotal,amtLoansTotal
1605,2014,4,16,"$154,000 ",0,$0 ,1,"$818,000 ",6,"$135,000 ",17,"$972,000 "
1606,2014,6,11,"$137,000 ",1,"$142,000 ",1,"$375,000 ",7,"$533,000 ",13,"$654,000 "
1607,2014,4,15,"$67,000 ",0,$0 ,0,$0 ,5,"$43,000 ",15,"$67,000 "
1608.01,2014,7,7,"$25,000 ",0,$0 ,0,$0 ,6,"$24,000 ",7,"$25,000 "
1608.02,2014,5,8,"$14,000 ",0,$0 ,0,$0 ,3,"$5,000 ",8,"$14,000 "
1701,2014,3,31,"$404,000 ",1,"$105,000 ",1,"$270,000 ",17,"$620,000 ",33,"$779,000 "
1702,2014,1,5,"$21,000 ",0,$0 ,0,$0 ,4,"$18,000 ",5,"$21,000 "
1703,2014,3,3,"$30,000 ",0,$0 ,0,$0 ,1,"$25,000 ",3,"$30,000 "
1801,2014,3,2,"$26,000 ",1,"$150,000 ",0,$0 ,2,"$175,000 ",3,"$176,000 "
1802,2014,4,5,"$13,000 ",0,$0 ,0,$0 ,3,"$11,000 ",5,"$13,000 "
1803,2014,5,29,"$274,000 ",1,"$216,000 ",3,"$2,001,000 ",18,"$306,000 ",33,"$2,491,000 "
1901,2014,3,12,"$40,000 ",0,$0 ,1,"$500,000 ",9,"$37,000 ",13,"$540,000 "
1902,2014,5,20,"$206,000 ",0,$0 ,1,"$288,000 ",13,"$344,000 ",21,"$494,000 "
1903,2014,4,12,"$53,000 ",0,$0 ,1,"$890,000 ",7,"$916,000 ",13,"$943,000 "
2001,2014,5,4,"$8,000 ",0,$0 ,0,$0 ,1,"$1,000 ",4,"$8,000 "
2002,2014,6,18,"$285,000 ",0,$0 ,2,"$793,000 ",10,"$647,000 ",20,"$1,078,000 "
2003,2014,3,14,"$36,000 ",2,"$275,000 ",0,$0 ,8,"$291,000 ",16,"$311,000 "
2004,2014,4,6,"$149,000 ",1,"$110,000 ",0,$0 ,4,"$207,000 ",7,"$259,000 "
2005,2014,4,24,"$232,000 ",0,$0 ,0,$0 ,11,"$140,000 ",24,"$232,000 "
2006,2014,4,27,"$323,000 ",3,"$521,000 ",7,"$3,625,000 ",12,"$1,186,000 ",37,"$4,469,000 "
2007.01,2014,6,8,"$95,000 ",0,$0 ,0,$0 ,7,"$94,000 ",8,"$95,000 "
2007.02,2014,6,3,"$3,000 ",0,$0 ,0,$0 ,2,"$2,000 ",3,"$3,000 "
2008,2014,6,28,"$183,000 ",0,$0 ,1,"$500,000 ",17,"$110,000 ",29,"$683,000 "
2101,2014,5,70,"$885,000 ",0,$0 ,8,"$4,687,000 ",33,"$503,000 ",78,"$5,572,000 "
2102,2014,6,61,"$1,192,000 ",1,"$250,000 ",4,"$2,246,000 ",19,"$246,000 ",66,"$3,688,000 "
2201,2014,13,125,"$1,805,000 ",3,"$504,000 ",7,"$4,623,000 ",57,"$2,129,000 ",135,"$6,932,000 "
2301,2014,6,56,"$884,000 ",3,"$452,000 ",2,"$1,100,000 ",30,"$518,000 ",61,"$2,436,000 "
2302,2014,13,48,"$567,000 ",2,"$399,000 ",5,"$2,532,000 ",22,"$337,000 ",55,"$3,498,000 "
2303,2014,5,25,"$325,000 ",1,"$150,000 ",1,"$500,000 ",7,"$198,000 ",27,"$975,000 "
2401,2014,11,73,"$786,000 ",3,"$664,000 ",6,"$2,292,000 ",39,"$1,249,000 ",82,"$3,742,000 "
2402,2014,13,50,"$763,000 ",1,"$125,000 ",2,"$1,600,000 ",32,"$498,000 ",53,"$2,488,000 "
2403,2014,13,35,"$437,000 ",0,$0 ,1,"$300,000 ",25,"$628,000 ",36,"$737,000 "
2404,2014,9,58,"$616,000 ",0,$0 ,0,$0 ,23,"$168,000 ",58,"$616,000 "
2501.01,2014,8,18,"$133,000 ",0,$0 ,0,$0 ,13,"$94,000 ",18,"$133,000 "
2501.02,2014,5,8,"$74,000 ",0,$0 ,0,$0 ,6,"$19,000 ",8,"$74,000 "
2501.03,2014,7,64,"$914,000 ",1,"$200,000 ",6,"$4,000,000 ",29,"$2,719,000 ",71,"$5,114,000 "
2502.03,2014,5,17,"$239,000 ",1,"$150,000 ",1,"$1,000,000 ",7,"$220,000 ",19,"$1,389,000 "
2502.04,2014,2,1,"$1,000 ",0,$0 ,0,$0 ,0,$0 ,1,"$1,000 "
2502.05,2014,5,53,"$690,000 ",4,"$570,000 ",10,"$6,365,000 ",25,"$845,000 ",67,"$7,625,000 "
2502.06,2014,7,81,"$1,403,000 ",7,"$1,172,000 ",10,"$5,241,000 ",26,"$680,000 ",98,"$7,816,000 "
2502.07,2014,4,8,"$32,000 ",0,$0 ,1,"$500,000 ",2,"$2,000 ",9,"$532,000 "
2503.01,2014,4,18,"$227,000 ",2,"$321,000 ",2,"$850,000 ",10,"$221,000 ",22,"$1,398,000 "
2503.03,2014,6,22,"$248,000 ",0,$0 ,3,"$2,229,000 ",4,"$17,000 ",25,"$2,477,000 "
2504.01,2014,5,51,"$299,000 ",2,"$450,000 ",0,$0 ,25,"$388,000 ",53,"$749,000 "
2504.02,2014,4,10,"$59,000 ",0,$0 ,1,"$745,000 ",6,"$35,000 ",11,"$804,000 "
2505,2014,4,83,"$1,597,000 ",8,"$1,227,000 ",11,"$4,725,000 ",28,"$1,260,000 ",102,"$7,549,000 "
2506,2014,14,21,"$272,000 ",1,"$225,000 ",5,"$2,808,000 ",6,"$597,000 ",27,"$3,305,000 "
2601.01,2014,6,40,"$319,000 ",1,"$104,000 ",0,$0 ,28,"$312,000 ",41,"$423,000 "
2601.02,2014,7,17,"$197,000 ",1,"$214,000 ",0,$0 ,9,"$163,000 ",18,"$411,000 "
2602.01,2014,6,20,"$229,000 ",1,"$150,000 ",1,"$492,000 ",12,"$698,000 ",22,"$871,000 "
2602.02,2014,5,12,"$99,000 ",0,$0 ,0,$0 ,7,"$90,000 ",12,"$99,000 "
2602.03,2014,5,9,"$27,000 ",0,$0 ,0,$0 ,5,"$25,000 ",9,"$27,000 "
2603.01,2014,6,11,"$90,000 ",3,"$321,000 ",1,"$430,000 ",13,"$828,000 ",15,"$841,000 "
2603.02,2014,6,10,"$101,000 ",0,$0 ,0,$0 ,5,"$45,000 ",10,"$101,000 "
2603.03,2014,5,16,"$265,000 ",0,$0 ,1,"$300,000 ",5,"$48,000 ",17,"$565,000 "
2604.01,2014,6,13,"$73,000 ",0,$0 ,1,"$275,000 ",5,"$26,000 ",14,"$348,000 "
2604.02,2014,6,41,"$608,000 ",1,"$200,000 ",3,"$2,000,000 ",18,"$376,000 ",45,"$2,808,000 "
2604.03,2014,5,17,"$178,000 ",3,"$461,000 ",0,$0 ,5,"$22,000 ",20,"$639,000 "
2604.04,2014,6,83,"$1,619,000 ",7,"$1,146,000 ",9,"$4,789,000 ",29,"$1,642,000 ",99,"$7,554,000 "
2605.01,2014,6,59,"$647,000 ",5,"$1,060,000 ",7,"$2,785,000 ",22,"$167,000 ",71,"$4,492,000 "
2606.04,2014,3,2,"$5,000 ",0,$0 ,0,$0 ,0,$0 ,2,"$5,000 "
2606.05,2014,6,137,"$2,180,000 ",6,"$1,033,000 ",7,"$4,190,000 ",60,"$1,224,000 ",150,"$7,403,000 "
2607,2014,5,63,"$1,195,000 ",1,"$125,000 ",2,"$900,000 ",25,"$445,000 ",66,"$2,220,000 "
2608,2014,5,37,"$470,000 ",1,"$225,000 ",1,"$741,000 ",18,"$347,000 ",39,"$1,436,000 "
2609,2014,11,83,"$970,000 ",0,$0 ,6,"$3,452,000 ",51,"$1,392,000 ",89,"$4,422,000 "
2610,2014,5,14,"$90,000 ",1,"$141,000 ",1,"$500,000 ",4,"$161,000 ",16,"$731,000 "
2611,2014,13,39,"$566,000 ",2,"$294,000 ",1,"$450,000 ",19,"$397,000 ",42,"$1,310,000 "
2701.01,2014,8,15,"$163,000 ",0,$0 ,0,$0 ,12,"$122,000 ",15,"$163,000 "
2701.02,2014,8,16,"$147,000 ",1,"$250,000 ",0,$0 ,8,"$76,000 ",17,"$397,000 "
2702,2014,9,29,"$286,000 ",1,"$200,000 ",1,"$268,000 ",18,"$473,000 ",31,"$754,000 "
2703.01,2014,8,22,"$163,000 ",0,$0 ,0,$0 ,11,"$85,000 ",22,"$163,000 "
2703.02,2014,8,9,"$57,000 ",1,"$200,000 ",0,$0 ,3,"$30,000 ",10,"$257,000 "
2704.01,2014,8,28,"$102,000 ",0,$0 ,2,"$1,000,000 ",20,"$76,000 ",30,"$1,102,000 "
2704.02,2014,8,25,"$167,000 ",1,"$200,000 ",0,$0 ,9,"$216,000 ",26,"$367,000 "
2705.01,2014,8,32,"$248,000 ",1,"$250,000 ",1,"$560,000 ",15,"$642,000 ",34,"$1,058,000 "
2705.02,2014,10,42,"$519,000 ",2,"$358,000 ",0,$0 ,25,"$447,000 ",44,"$877,000 "
2706,2014,10,30,"$183,000 ",0,$0 ,2,"$957,000 ",18,"$1,042,000 ",32,"$1,140,000 "
2707.01,2014,4,6,"$12,000 ",0,$0 ,0,$0 ,3,"$3,000 ",6,"$12,000 "
2707.02,2014,6,18,"$98,000 ",0,$0 ,0,$0 ,9,"$54,000 ",18,"$98,000 "
2707.03,2014,9,43,"$536,000 ",0,$0 ,1,"$300,000 ",24,"$656,000 ",44,"$836,000 "
2708.01,2014,8,21,"$78,000 ",0,$0 ,0,$0 ,10,"$60,000 ",21,"$78,000 "
2708.02,2014,7,14,"$95,000 ",0,$0 ,1,"$510,000 ",9,"$573,000 ",15,"$605,000 "
2708.03,2014,8,24,"$217,000 ",0,$0 ,2,"$600,000 ",11,"$94,000 ",26,"$817,000 "
2708.04,2014,9,23,"$354,000 ",0,$0 ,0,$0 ,14,"$217,000 ",23,"$354,000 "
2708.05,2014,8,39,"$319,000 ",1,"$180,000 ",2,"$951,000 ",17,"$737,000 ",42,"$1,450,000 "
2709.01,2014,7,11,"$63,000 ",0,$0 ,0,$0 ,6,"$21,000 ",11,"$63,000 "
2709.02,2014,7,12,"$111,000 ",0,$0 ,0,$0 ,9,"$85,000 ",12,"$111,000 "
2709.03,2014,8,21,"$214,000 ",1,"$250,000 ",0,$0 ,10,"$87,000 ",22,"$464,000 "
2710.01,2014,5,6,"$23,000 ",1,"$151,000 ",0,$0 ,3,"$18,000 ",7,"$174,000 "
2710.02,2014,6,12,"$88,000 ",1,"$250,000 ",0,$0 ,6,"$279,000 ",13,"$338,000 "
2711.01,2014,7,12,"$274,000 ",0,$0 ,0,$0 ,8,"$221,000 ",12,"$274,000 "
2711.02,2014,13,27,"$480,000 ",0,$0 ,1,"$600,000 ",18,"$767,000 ",28,"$1,080,000 "
2712,2014,13,85,"$874,000 ",2,"$365,000 ",4,"$3,400,000 ",44,"$913,000 ",91,"$4,639,000 "
2713,2014,13,62,"$960,000 ",2,"$367,000 ",5,"$2,145,000 ",30,"$2,096,000 ",69,"$3,472,000 "
2714,2014,13,69,"$1,041,000 ",1,"$150,000 ",1,"$450,000 ",39,"$1,155,000 ",71,"$1,641,000 "
2715.01,2014,13,174,"$2,559,000 ",2,"$400,000 ",4,"$1,221,000 ",99,"$2,242,000 ",180,"$4,180,000 "
2715.03,2014,13,33,"$555,000 ",0,$0 ,1,"$500,000 ",10,"$188,000 ",34,"$1,055,000 "
2716,2014,6,23,"$195,000 ",0,$0 ,0,$0 ,15,"$89,000 ",23,"$195,000 "
2717,2014,6,29,"$286,000 ",1,"$120,000 ",0,$0 ,22,"$162,000 ",30,"$406,000 "
2718.01,2014,5,14,"$98,000 ",0,$0 ,1,"$354,000 ",10,"$446,000 ",15,"$452,000 "
2718.02,2014,5,15,"$120,000 ",1,"$184,000 ",0,$0 ,9,"$274,000 ",16,"$304,000 "
2719,2014,8,48,"$659,000 ",0,$0 ,1,"$1,000,000 ",30,"$339,000 ",49,"$1,659,000 "
2720.03,2014,10,191,"$2,045,000 ",0,$0 ,1,"$260,000 ",104,"$969,000 ",192,"$2,305,000 "
2720.04,2014,7,147,"$1,552,000 ",3,"$506,000 ",1,"$450,000 ",54,"$844,000 ",151,"$2,508,000 "
2720.05,2014,7,125,"$1,135,000 ",0,$0 ,0,$0 ,58,"$499,000 ",125,"$1,135,000 "
2720.06,2014,4,134,"$1,114,000 ",1,"$178,000 ",0,$0 ,68,"$546,000 ",135,"$1,292,000 "
2720.07,2014,6,103,"$891,000 ",1,"$250,000 ",1,"$750,000 ",54,"$679,000 ",105,"$1,891,000 "
2801.01,2014,7,111,"$1,870,000 ",4,"$715,000 ",3,"$1,970,000 ",39,"$567,000 ",118,"$4,555,000 "
2801.02,2014,5,61,"$573,000 ",2,"$450,000 ",0,$0 ,32,"$268,000 ",63,"$1,023,000 "
2802,2014,8,14,"$160,000 ",1,"$170,000 ",0,$0 ,11,"$291,000 ",15,"$330,000 "
2803.01,2014,6,11,"$165,000 ",3,"$607,000 ",0,$0 ,4,"$366,000 ",14,"$772,000 "
2803.02,2014,6,8,"$68,000 ",0,$0 ,0,$0 ,5,"$41,000 ",8,"$68,000 "
2804.01,2014,8,22,"$94,000 ",0,$0 ,0,$0 ,13,"$67,000 ",22,"$94,000 "
2804.02,2014,7,5,"$10,000 ",0,$0 ,0,$0 ,2,"$7,000 ",5,"$10,000 "
2804.03,2014,8,32,"$319,000 ",1,"$156,000 ",1,"$552,000 ",24,"$432,000 ",34,"$1,027,000 "
2804.04,2014,6,6,"$35,000 ",0,$0 ,0,$0 ,1,"$6,000 ",6,"$35,000 "
2805,2014,2,21,"$67,000 ",1,"$218,000 ",1,"$319,000 ",8,"$252,000 ",23,"$604,000 "
101,2013,10,55,"$651,000 ",1,"$200,000 ",1,"$325,000 ",28,"$272,000 ",57,"$1,176,000 "
102,2013,9,42,"$330,000 ",0,$0 ,1,"$251,000 ",33,"$481,000 ",43,"$581,000 "
103,2013,13,20,"$143,000 ",0,$0 ,1,"$325,000 ",9,"$371,000 ",21,"$468,000 "
104,2013,13,99,"$1,393,000 ",8,"$1,772,000 ",4,"$1,968,000 ",59,"$1,470,000 ",111,"$5,133,000 "
105,2013,13,21,"$356,000 ",0,$0 ,0,$0 ,14,"$103,000 ",21,"$356,000 "
201,2013,10,25,"$221,000 ",0,$0 ,0,$0 ,9,"$52,000 ",25,"$221,000 "
202,2013,7,27,"$151,000 ",1,"$150,000 ",0,$0 ,17,"$251,000 ",28,"$301,000 "
203,2013,12,110,"$1,298,000 ",6,"$1,087,000 ",7,"$3,223,000 ",63,"$1,989,000 ",123,"$5,608,000 "
301,2013,3,34,"$283,000 ",2,"$347,000 ",1,"$936,000 ",17,"$302,000 ",37,"$1,566,000 "
302,2013,6,88,"$1,468,000 ",5,"$728,000 ",7,"$3,452,000 ",34,"$516,000 ",100,"$5,648,000 "
401,2013,9,371,"$5,443,000 ",24,"$4,282,000 ",28,"$17,140,000 ",180,"$5,939,000 ",423,"$26,865,000 "
402,2013,5,27,"$339,000 ",0,$0 ,1,"$770,000 ",11,"$93,000 ",28,"$1,109,000 "
601,2013,6,6,"$20,000 ",0,$0 ,0,$0 ,4,"$17,000 ",6,"$20,000 "
602,2013,5,16,"$102,000 ",0,$0 ,0,$0 ,9,"$87,000 ",16,"$102,000 "
603,2013,7,20,"$252,000 ",1,"$152,000 ",1,"$440,000 ",18,"$810,000 ",22,"$844,000 "
604,2013,8,10,"$58,000 ",0,$0 ,0,$0 ,4,"$29,000 ",10,"$58,000 "
701,2013,5,3,"$18,000 ",0,$0 ,1,"$424,000 ",3,"$18,000 ",4,"$442,000 "
702,2013,5,10,"$78,000 ",0,$0 ,0,$0 ,3,"$53,000 ",10,"$78,000 "
703,2013,3,28,"$250,000 ",0,$0 ,0,$0 ,16,"$156,000 ",28,"$250,000 "
704,2013,3,8,"$35,000 ",0,$0 ,0,$0 ,5,"$24,000 ",8,"$35,000 "
801.01,2013,8,19,"$75,000 ",0,$0 ,1,"$496,000 ",9,"$523,000 ",20,"$571,000 "
801.02,2013,4,5,"$27,000 ",2,"$456,000 ",1,"$400,000 ",4,"$224,000 ",8,"$883,000 "
802,2013,5,8,"$120,000 ",1,"$159,000 ",0,$0 ,5,"$244,000 ",9,"$279,000 "
803.02,2013,4,4,"$10,000 ",0,$0 ,0,$0 ,1,"$8,000 ",4,"$10,000 "
804,2013,4,1,"$25,000 ",0,$0 ,0,$0 ,0,$0 ,1,"$25,000 "
805,2013,5,7,"$87,000 ",1,"$246,000 ",0,$0 ,6,"$311,000 ",8,"$333,000 "
806,2013,5,7,"$34,000 ",1,"$161,000 ",0,$0 ,1,"$20,000 ",8,"$195,000 "
807,2013,4,1,"$3,000 ",1,"$140,000 ",0,$0 ,0,$0 ,2,"$143,000 "
808,2013,3,10,"$171,000 ",0,$0 ,0,$0 ,2,"$70,000 ",10,"$171,000 "
901,2013,6,11,"$28,000 ",0,$0 ,0,$0 ,7,"$23,000 ",11,"$28,000 "
902,2013,9,22,"$263,000 ",0,$0 ,0,$0 ,15,"$244,000 ",22,"$263,000 "
903,2013,9,16,"$255,000 ",0,$0 ,1,"$530,000 ",10,"$614,000 ",17,"$785,000 "
904,2013,3,20,"$134,000 ",0,$0 ,3,"$2,050,000 ",9,"$75,000 ",23,"$2,184,000 "
905,2013,5,11,"$81,000 ",0,$0 ,0,$0 ,4,"$18,000 ",11,"$81,000 "
906,2013,6,6,"$119,000 ",0,$0 ,0,$0 ,4,"$18,000 ",6,"$119,000 "
907,2013,4,10,"$88,000 ",0,$0 ,0,$0 ,5,"$79,000 ",10,"$88,000 "
908,2013,5,45,"$650,000 ",2,"$450,000 ",3,"$1,030,000 ",17,"$529,000 ",50,"$2,130,000 "
909,2013,3,7,"$97,000 ",0,$0 ,0,$0 ,2,"$7,000 ",7,"$97,000 "
1001,2013,4,14,"$76,000 ",1,"$175,000 ",0,$0 ,6,"$16,000 ",15,"$251,000 "
1002,2013,3,7,"$123,000 ",1,"$250,000 ",0,$0 ,1,"$10,000 ",8,"$373,000 "
1101,2013,7,72,"$1,134,000 ",3,"$530,000 ",4,"$2,210,000 ",44,"$1,807,000 ",79,"$3,874,000 "
1102,2013,11,140,"$1,776,000 ",9,"$1,554,000 ",9,"$4,653,000 ",58,"$3,246,000 ",158,"$7,983,000 "
1201,2013,13,60,"$685,000 ",1,"$110,000 ",0,$0 ,26,"$260,000 ",61,"$795,000 "
1202.01,2013,13,14,"$63,000 ",0,$0 ,1,"$350,000 ",11,"$403,000 ",15,"$413,000 "
1202.02,2013,8,38,"$735,000 ",1,"$183,000 ",0,$0 ,20,"$315,000 ",39,"$918,000 "
1203,2013,8,31,"$201,000 ",0,$0 ,0,$0 ,18,"$110,000 ",31,"$201,000 "
1204,2013,4,15,"$169,000 ",0,$0 ,0,$0 ,8,"$82,000 ",15,"$169,000 "
1205,2013,8,36,"$603,000 ",1,"$250,000 ",0,$0 ,24,"$410,000 ",37,"$853,000 "
1206,2013,5,60,"$975,000 ",3,"$684,000 ",4,"$1,972,000 ",36,"$2,477,000 ",67,"$3,631,000 "
1207,2013,6,42,"$679,000 ",3,"$650,000 ",2,"$850,000 ",14,"$115,000 ",47,"$2,179,000 "
1301,2013,5,8,"$26,000 ",0,$0 ,0,$0 ,6,"$24,000 ",8,"$26,000 "
1302,2013,4,8,"$70,000 ",0,$0 ,0,$0 ,6,"$68,000 ",8,"$70,000 "
1303,2013,5,29,"$454,000 ",1,"$250,000 ",1,"$508,000 ",14,"$158,000 ",31,"$1,212,000 "
1304,2013,5,12,"$49,000 ",0,$0 ,0,$0 ,7,"$39,000 ",12,"$49,000 "
1306,2013,8,106,"$1,532,000 ",2,"$393,000 ",2,"$875,000 ",54,"$1,386,000 ",110,"$2,800,000 "
1307,2013,10,60,"$847,000 ",6,"$1,056,000 ",3,"$1,299,000 ",32,"$1,089,000 ",69,"$3,202,000 "
1308.03,2013,7,25,"$275,000 ",1,"$250,000 ",1,"$350,000 ",12,"$78,000 ",27,"$875,000 "
1308.04,2013,9,43,"$843,000 ",0,$0 ,0,$0 ,17,"$298,000 ",43,"$843,000 "
1308.05,2013,12,16,"$251,000 ",1,"$200,000 ",0,$0 ,10,"$58,000 ",17,"$451,000 "
1308.06,2013,10,59,"$579,000 ",3,"$615,000 ",2,"$1,393,000 ",30,"$1,158,000 ",64,"$2,587,000 "
1401,2013,13,41,"$496,000 ",0,$0 ,0,$0 ,28,"$259,000 ",41,"$496,000 "
1402,2013,2,11,"$36,000 ",0,$0 ,0,$0 ,9,"$34,000 ",11,"$36,000 "
1403,2013,5,18,"$88,000 ",0,$0 ,0,$0 ,8,"$67,000 ",18,"$88,000 "
1501,2013,4,5,"$17,000 ",0,$0 ,0,$0 ,3,"$15,000 ",5,"$17,000 "
1502,2013,4,13,"$105,000 ",0,$0 ,0,$0 ,10,"$100,000 ",13,"$105,000 "
1503,2013,5,12,"$37,000 ",0,$0 ,0,$0 ,8,"$12,000 ",12,"$37,000 "
1504,2013,5,25,"$130,000 ",2,"$375,000 ",0,$0 ,6,"$39,000 ",27,"$505,000 "
1505,2013,5,14,"$241,000 ",0,$0 ,0,$0 ,3,"$119,000 ",14,"$241,000 "
1506,2013,6,5,"$223,000 ",0,$0 ,0,$0 ,2,"$75,000 ",5,"$223,000 "
1507.01,2013,7,6,"$54,000 ",0,$0 ,0,$0 ,2,"$1,000 ",6,"$54,000 "
1507.02,2013,7,1,"$1,000 ",0,$0 ,0,$0 ,1,"$1,000 ",1,"$1,000 "
1508,2013,5,34,"$496,000 ",0,$0 ,0,$0 ,21,"$116,000 ",34,"$496,000 "
1509,2013,6,5,"$8,000 ",0,$0 ,1,"$281,000 ",5,"$286,000 ",6,"$289,000 "
1510,2013,5,23,"$66,000 ",0,$0 ,0,$0 ,18,"$52,000 ",23,"$66,000 "
1511,2013,7,24,"$216,000 ",1,"$216,000 ",1,"$406,000 ",17,"$765,000 ",26,"$838,000 "
1512,2013,4,9,"$24,000 ",0,$0 ,0,$0 ,7,"$20,000 ",9,"$24,000 "
1513,2013,5,18,"$271,000 ",2,"$295,000 ",1,"$500,000 ",7,"$324,000 ",21,"$1,066,000 "
1601,2013,4,9,"$31,000 ",0,$0 ,0,$0 ,7,"$22,000 ",9,"$31,000 "
1602,2013,4,7,"$34,000 ",0,$0 ,0,$0 ,7,"$34,000 ",7,"$34,000 "
1603,2013,4,15,"$220,000 ",0,$0 ,0,$0 ,8,"$146,000 ",15,"$220,000 "
1604,2013,4,4,"$33,000 ",0,$0 ,0,$0 ,3,"$9,000 ",4,"$33,000 "
1605,2013,4,17,"$200,000 ",1,"$105,000 ",0,$0 ,7,"$248,000 ",18,"$305,000 "
1606,2013,6,12,"$199,000 ",1,"$217,000 ",1,"$300,000 ",4,"$52,000 ",14,"$716,000 "
1607,2013,4,28,"$173,000 ",0,$0 ,1,"$500,000 ",14,"$571,000 ",29,"$673,000 "
1608.01,2013,7,10,"$37,000 ",0,$0 ,0,$0 ,7,"$34,000 ",10,"$37,000 "
1608.02,2013,5,2,"$61,000 ",0,$0 ,0,$0 ,1,"$50,000 ",2,"$61,000 "
1701,2013,3,19,"$265,000 ",0,$0 ,0,$0 ,8,"$46,000 ",19,"$265,000 "
1702,2013,1,0,$0 ,0,$0 ,0,$0 ,0,$0 ,0,$0 
1703,2013,3,2,"$30,000 ",0,$0 ,0,$0 ,2,"$30,000 ",2,"$30,000 "
1801,2013,3,5,"$63,000 ",0,$0 ,0,$0 ,4,"$62,000 ",5,"$63,000 "
1802,2013,4,2,"$4,000 ",0,$0 ,0,$0 ,1,"$3,000 ",2,"$4,000 "
1803,2013,5,20,"$194,000 ",0,$0 ,1,"$350,000 ",11,"$81,000 ",21,"$544,000 "
1901,2013,3,8,"$130,000 ",0,$0 ,0,$0 ,5,"$43,000 ",8,"$130,000 "
1902,2013,5,15,"$139,000 ",0,$0 ,0,$0 ,11,"$28,000 ",15,"$139,000 "
1903,2013,4,8,"$13,000 ",0,$0 ,1,"$456,000 ",4,"$7,000 ",9,"$469,000 "
2001,2013,5,5,"$46,000 ",0,$0 ,0,$0 ,4,"$45,000 ",5,"$46,000 "
2002,2013,6,6,"$69,000 ",1,"$200,000 ",0,$0 ,1,"$4,000 ",7,"$269,000 "
2003,2013,3,14,"$41,000 ",0,$0 ,0,$0 ,8,"$25,000 ",14,"$41,000 "
2004,2013,4,9,"$79,000 ",1,"$103,000 ",1,"$500,000 ",4,"$605,000 ",11,"$682,000 "
2005,2013,4,18,"$250,000 ",1,"$230,000 ",3,"$1,695,000 ",11,"$1,958,000 ",22,"$2,175,000 "
2006,2013,4,21,"$369,000 ",1,"$200,000 ",1,"$400,000 ",8,"$92,000 ",23,"$969,000 "
2007.01,2013,6,8,"$129,000 ",0,$0 ,0,$0 ,4,"$94,000 ",8,"$129,000 "
2008,2013,6,13,"$232,000 ",0,$0 ,2,"$1,400,000 ",5,"$65,000 ",15,"$1,632,000 "
2101,2013,5,52,"$822,000 ",3,"$600,000 ",7,"$2,678,000 ",28,"$1,139,000 ",62,"$4,100,000 "
2102,2013,6,46,"$706,000 ",2,"$450,000 ",4,"$2,015,000 ",17,"$575,000 ",52,"$3,171,000 "
2201,2013,13,85,"$1,516,000 ",2,"$400,000 ",10,"$5,593,000 ",39,"$1,916,000 ",97,"$7,509,000 "
2301,2013,6,43,"$456,000 ",2,"$252,000 ",4,"$1,959,000 ",23,"$871,000 ",49,"$2,667,000 "
2302,2013,13,56,"$672,000 ",3,"$387,000 ",4,"$2,863,000 ",31,"$1,496,000 ",63,"$3,922,000 "
2303,2013,5,17,"$293,000 ",1,"$150,000 ",0,$0 ,10,"$209,000 ",18,"$443,000 "
2401,2013,11,63,"$1,041,000 ",4,"$739,000 ",2,"$548,000 ",37,"$813,000 ",69,"$2,328,000 "
2402,2013,13,54,"$816,000 ",1,"$250,000 ",3,"$2,065,000 ",33,"$1,235,000 ",58,"$3,131,000 "
2403,2013,13,30,"$232,000 ",0,$0 ,0,$0 ,19,"$99,000 ",30,"$232,000 "
2404,2013,9,64,"$784,000 ",1,"$225,000 ",1,"$550,000 ",35,"$278,000 ",66,"$1,559,000 "
2501.01,2013,8,10,"$42,000 ",0,$0 ,0,$0 ,9,"$36,000 ",10,"$42,000 "
2501.02,2013,5,3,"$21,000 ",1,"$225,000 ",0,$0 ,0,$0 ,4,"$246,000 "
2501.03,2013,7,52,"$983,000 ",1,"$200,000 ",5,"$3,348,000 ",24,"$1,771,000 ",58,"$4,531,000 "
2502.03,2013,5,11,"$137,000 ",0,$0 ,1,"$1,000,000 ",4,"$64,000 ",12,"$1,137,000 "
2502.04,2013,2,1,"$1,000 ",0,$0 ,0,$0 ,1,"$1,000 ",1,"$1,000 "
2502.05,2013,5,44,"$442,000 ",2,"$375,000 ",5,"$3,850,000 ",14,"$147,000 ",51,"$4,667,000 "
2502.06,2013,7,77,"$1,233,000 ",4,"$828,000 ",12,"$5,416,000 ",19,"$158,000 ",93,"$7,477,000 "
2502.07,2013,4,5,"$8,000 ",0,$0 ,0,$0 ,2,"$4,000 ",5,"$8,000 "
2503.01,2013,4,19,"$198,000 ",1,"$130,000 ",2,"$1,250,000 ",11,"$136,000 ",22,"$1,578,000 "
2503.03,2013,6,16,"$234,000 ",0,$0 ,5,"$3,308,000 ",5,"$45,000 ",21,"$3,542,000 "
2504.01,2013,5,33,"$261,000 ",1,"$150,000 ",3,"$1,765,000 ",15,"$733,000 ",37,"$2,176,000 "
2504.02,2013,4,14,"$84,000 ",2,"$347,000 ",0,$0 ,10,"$394,000 ",16,"$431,000 "
2505,2013,4,69,"$1,340,000 ",2,"$454,000 ",8,"$3,778,000 ",18,"$474,000 ",79,"$5,572,000 "
