CSA2010,institution_name,nLoans
Harford/Echodale,"SUNTRUST BANKS, INC (GA)",3
Harford/Echodale,Synchrony Bank (UT),4
Harford/Echodale,TD Bank N.A. (DE),1
Harford/Echodale,TEXAS CAPITAL BANK (TX),1
Harford/Echodale,The Columbia Bank (MD),1
Harford/Echodale,US BANK NA (WI),4
Harford/Echodale,"WELLS FARGO BANK, N.A. (CA)",3
Harford/Echodale,WEX BANK (UT),1
Highlandtown,1ST MARINER BANK (MD),2
Highlandtown,ALLY BANK (UT),2
Highlandtown,AMERIS BANK (GA),1
Highlandtown,"American Express, FSB (UT)",3
Highlandtown,"Bank of America, N.A. (CA)",3
Highlandtown,Barrington Bank and Trust (IL),3
Highlandtown,"CITIBANK, N.A. (NY)",3
Highlandtown,"Capital One Bank (USA), N.A. (VA)",3
Highlandtown,"Chase Bank USA, NA (DE)",3
Highlandtown,"Citizens Bank, NA (RI)",1
Highlandtown,M&T BANK (NY),2
Highlandtown,PNC BANK N.A. (PA),3
Highlandtown,"SUNTRUST BANKS, INC (GA)",1
Highlandtown,Sandy Spring Bank (MD),1
Highlandtown,Synchrony Bank (UT),2
Highlandtown,TD Bank N.A. (DE),1
Highlandtown,TEXAS CAPITAL BANK (TX),1
Highlandtown,US BANK NA (WI),3
Highlandtown,"WELLS FARGO BANK, N.A. (CA)",3
Highlandtown,WEX BANK (UT),2
Howard Park/West Arlington,ALLY BANK (UT),1
Howard Park/West Arlington,AMERIS BANK (GA),1
Howard Park/West Arlington,"American Express, FSB (UT)",2
Howard Park/West Arlington,"Bank of America, N.A. (CA)",1
Howard Park/West Arlington,Barrington Bank and Trust (IL),2
Howard Park/West Arlington,"CITIBANK, N.A. (NY)",2
Howard Park/West Arlington,"Capital One Bank (USA), N.A. (VA)",2
Howard Park/West Arlington,"Chase Bank USA, NA (DE)",1
Howard Park/West Arlington,Old Line Bank (MD),1
Howard Park/West Arlington,PNC BANK N.A. (PA),2
Howard Park/West Arlington,STEARNS BANK N A (MN),1
Howard Park/West Arlington,"SUNTRUST BANKS, INC (GA)",1
Howard Park/West Arlington,Synchrony Bank (UT),2
Howard Park/West Arlington,US BANK NA (WI),2
Howard Park/West Arlington,"WELLS FARGO BANK, N.A. (CA)",2
Inner Harbor/Federal Hill,ALLY BANK (UT),2
Inner Harbor/Federal Hill,AMERIS BANK (GA),1
Inner Harbor/Federal Hill,"American Express, FSB (UT)",5
Inner Harbor/Federal Hill,BANGOR SAVING BANK (ME),1
Inner Harbor/Federal Hill,"Bank of America, N.A. (CA)",5
Inner Harbor/Federal Hill,Bank of the West (CA),1
Inner Harbor/Federal Hill,Barrington Bank and Trust (IL),5
Inner Harbor/Federal Hill,Bofi Federal Bank (CA),1
Inner Harbor/Federal Hill,"CITIBANK, N.A. (NY)",5
Inner Harbor/Federal Hill,"Capital One Bank (USA), N.A. (VA)",5
Inner Harbor/Federal Hill,"Capital One, N.A. (VA)",2
Inner Harbor/Federal Hill,"Chase Bank USA, NA (DE)",5
Inner Harbor/Federal Hill,"Citizens Bank, NA (RI)",1
Inner Harbor/Federal Hill,HOWARD BANK (MD),1
Inner Harbor/Federal Hill,JPMorgan Chase Bank NA (OH),1
Inner Harbor/Federal Hill,Lake Forest Bank and Trust (IL),1
Inner Harbor/Federal Hill,M&T BANK (NY),5
Inner Harbor/Federal Hill,Northbrook Bank & Trust Co (IL),1
Inner Harbor/Federal Hill,Old Line Bank (MD),2
Inner Harbor/Federal Hill,PNC BANK N.A. (PA),5
Inner Harbor/Federal Hill,PREFERRED BANK (CA),1
Inner Harbor/Federal Hill,SAVINGS INSTITUTE BANK & TRUST (CT),1
Inner Harbor/Federal Hill,STIFFEL BANK & TRUST (MO),1
Inner Harbor/Federal Hill,"SUNTRUST BANKS, INC (GA)",4
Inner Harbor/Federal Hill,Sandy Spring Bank (MD),4
Inner Harbor/Federal Hill,Silicon Valley Bank (CA),1
Inner Harbor/Federal Hill,State Farm Bank (IL),1
Inner Harbor/Federal Hill,Synchrony Bank (UT),4
Inner Harbor/Federal Hill,TEXAS CAPITAL BANK (TX),1
Inner Harbor/Federal Hill,THE BANK OF GLEN BURNIE (MD),1
Inner Harbor/Federal Hill,The Columbia Bank (MD),1
Inner Harbor/Federal Hill,US BANK NA (WI),5
Inner Harbor/Federal Hill,"WELLS FARGO BANK, N.A. (CA)",5
Inner Harbor/Federal Hill,WEX BANK (UT),1
Lauraville,1ST MARINER BANK (MD),1
Lauraville,ALLY BANK (UT),1
Lauraville,"American Express, FSB (UT)",5
Lauraville,"Bank of America, N.A. (CA)",5
Lauraville,Barrington Bank and Trust (IL),2
Lauraville,"CITIBANK, N.A. (NY)",5
