,STUSAB,LOGRECNO,B01001_001,B02001_002,B02001_003,B11001_006,B11001A_006,B11001B_006,B15002_011,B15002_028,C15002A_004,C15002A_009,C15002B_004,C15002B_009,B17001_002,B17001A_002,B17001B_002,B19113_001,B19113A_001,B19113B_001,B23025_005,B25003_002,B25003A_002,B25003B_002,B25035_001,B25077_001
686,md,2013,5873,2388,1592,522,206,226,592,553,354.0,363.0,85.0,127.0,739.0,247.0,225.0,48026.0,50750.0,57667.0,145,579,317,107,1983.0,244500.0
687,md,2014,6412,2815,1331,195,94,78,403,379,215.0,160.0,59.0,39.0,418.0,51.0,253.0,99286.0,110200.0,103257.0,321,1509,801,271,1979.0,296300.0
688,md,2015,8889,4127,2413,549,290,167,418,640,160.0,155.0,134.0,273.0,1008.0,873.0,36.0,103571.0,96250.0,106926.0,223,2000,923,463,,312500.0
689,md,2016,7474,3266,1800,500,182,187,630,574,334.0,265.0,136.0,98.0,809.0,292.0,40.0,72597.0,77891.0,61908.0,393,1056,642,140,1978.0,337200.0
690,md,2017,5398,3063,903,260,128,48,93,132,70.0,117.0,0.0,0.0,235.0,176.0,0.0,135612.0,136157.0,120000.0,167,1064,644,34,2004.0,538200.0
691,md,2018,9738,3776,1894,664,137,255,590,640,307.0,239.0,57.0,128.0,1902.0,589.0,160.0,62583.0,72578.0,55755.0,424,1198,522,270,1986.0,236700.0
692,md,2019,3755,1642,772,179,109,32,284,165,65.0,98.0,5.0,14.0,389.0,96.0,278.0,97566.0,105938.0,56422.0,98,708,395,98,1987.0,436900.0
693,md,2020,3292,1450,1014,115,53,46,347,260,170.0,111.0,169.0,77.0,314.0,138.0,110.0,52336.0,38333.0,110028.0,155,593,288,167,1981.0,120000.0
694,md,2021,4725,1783,1360,230,36,155,331,285,140.0,117.0,111.0,117.0,605.0,213.0,274.0,76136.0,88750.0,68144.0,201,820,344,177,1983.0,263800.0
695,md,2022,3720,2461,576,165,31,78,154,363,53.0,257.0,78.0,26.0,406.0,229.0,22.0,79934.0,92647.0,,148,264,211,44,1984.0,306300.0
696,md,2023,3635,1680,749,166,105,21,182,309,82.0,139.0,65.0,54.0,826.0,423.0,179.0,46012.0,48056.0,63274.0,171,89,51,13,1979.0,327800.0
697,md,2024,5386,2518,1500,277,125,124,308,284,187.0,146.0,121.0,73.0,722.0,379.0,118.0,101015.0,115227.0,87375.0,150,1435,793,278,1977.0,326300.0
698,md,2025,4339,1903,1096,244,64,115,274,284,99.0,118.0,68.0,73.0,204.0,23.0,46.0,93068.0,90417.0,96944.0,58,1076,621,262,1978.0,264600.0
699,md,2026,4113,2228,590,62,29,28,242,256,119.0,126.0,71.0,59.0,470.0,49.0,45.0,111281.0,146750.0,90595.0,147,1236,767,167,1976.0,284200.0
700,md,2027,5923,3198,1466,424,196,191,447,420,168.0,188.0,193.0,148.0,885.0,527.0,155.0,77905.0,80000.0,59894.0,229,1433,835,337,1975.0,267900.0
701,md,2028,7453,3497,1795,312,135,116,530,492,408.0,299.0,20.0,84.0,800.0,124.0,556.0,102539.0,79444.0,165078.0,348,1844,996,410,1985.0,272900.0
702,md,2029,8953,3632,1963,333,158,119,353,409,201.0,223.0,25.0,60.0,731.0,348.0,60.0,85026.0,93824.0,62500.0,609,1368,730,214,1980.0,314600.0
703,md,2030,6459,2938,1219,279,105,108,283,254,99.0,99.0,122.0,117.0,515.0,146.0,108.0,101172.0,109934.0,86958.0,151,846,522,41,1994.0,499000.0
704,md,2031,6854,2482,2593,538,122,267,423,409,194.0,176.0,114.0,156.0,1041.0,60.0,527.0,57877.0,60050.0,67551.0,224,557,354,149,1985.0,262600.0
705,md,2032,7106,3316,2090,395,141,218,324,373,229.0,274.0,37.0,65.0,487.0,182.0,195.0,94803.0,111295.0,93934.0,220,1892,1164,354,1985.0,276700.0
706,md,2033,2769,912,803,170,46,89,95,96,18.0,22.0,16.0,41.0,349.0,43.0,166.0,74848.0,86957.0,55804.0,109,258,134,14,1981.0,533600.0
707,md,2034,1850,812,241,173,86,43,95,188,35.0,61.0,0.0,22.0,140.0,31.0,0.0,87574.0,89073.0,76000.0,43,393,223,44,1981.0,124900.0
708,md,2035,3446,2216,381,136,77,33,151,120,96.0,59.0,47.0,42.0,104.0,92.0,12.0,126250.0,152292.0,,144,1018,806,45,1981.0,388300.0
709,md,2036,2866,2019,257,139,63,49,23,179,20.0,90.0,0.0,32.0,103.0,12.0,85.0,157895.0,172222.0,93450.0,54,850,702,13,,674700.0
710,md,2037,5575,4442,188,128,107,0,47,82,47.0,82.0,0.0,0.0,127.0,127.0,0.0,154479.0,156442.0,,81,1622,1324,31,2001.0,513400.0
711,md,2038,2221,1488,53,24,19,0,20,50,0.0,19.0,8.0,0.0,72.0,8.0,8.0,187969.0,217000.0,,53,803,568,5,1991.0,608900.0
712,md,2039,3210,1808,109,165,79,6,30,140,26.0,103.0,0.0,0.0,168.0,132.0,25.0,148008.0,150664.0,220469.0,73,1037,647,31,1996.0,424600.0
713,md,2040,3193,1279,958,248,128,75,46,179,16.0,69.0,9.0,54.0,264.0,127.0,48.0,66726.0,56250.0,58848.0,184,177,42,53,2002.0,358300.0
714,md,2041,3322,1858,723,167,55,93,234,216,180.0,163.0,42.0,31.0,347.0,78.0,235.0,75586.0,87532.0,,84,691,458,115,1981.0,260900.0
715,md,2042,4002,1876,704,227,85,52,216,249,154.0,93.0,29.0,35.0,103.0,30.0,5.0,74451.0,68750.0,124097.0,182,1008,471,195,1991.0,365300.0
716,md,2043,5282,2236,1897,390,129,172,367,231,161.0,52.0,62.0,117.0,481.0,54.0,298.0,80875.0,97411.0,78971.0,59,1116,550,243,,239700.0
717,md,2044,4857,2235,894,184,70,78,183,207,144.0,125.0,27.0,47.0,54.0,36.0,5.0,132798.0,121250.0,135104.0,140,1179,594,171,1992.0,475900.0
718,md,2045,4532,2348,469,306,84,54,20,107,16.0,23.0,0.0,17.0,631.0,123.0,158.0,100304.0,122100.0,24760.0,171,878,549,17,1992.0,355100.0
719,md,2046,4129,1921,748,243,96,68,261,345,102.0,152.0,36.0,52.0,498.0,92.0,129.0,76827.0,105100.0,,199,950,500,184,1955.0,361800.0
720,md,2047,2291,1184,390,126,52,38,184,146,96.0,83.0,35.0,21.0,214.0,33.0,42.0,76023.0,90208.0,63125.0,74,311,224,30,1967.0,370400.0
721,md,2048,3033,1100,451,177,10,65,121,173,74.0,79.0,33.0,32.0,602.0,228.0,164.0,60962.0,98500.0,27750.0,143,99,25,10,1988.0,210700.0
722,md,2049,4159,2056,167,91,16,0,43,84,6.0,65.0,17.0,0.0,247.0,141.0,0.0,88894.0,132708.0,,113,264,207,11,1972.0,626300.0
723,md,2050,5887,4103,219,203,180,7,225,204,152.0,155.0,52.0,7.0,553.0,388.0,71.0,128696.0,141146.0,,74,1531,1181,7,1969.0,498600.0
724,md,2051,3662,2735,78,84,74,0,38,111,25.0,79.0,5.0,14.0,104.0,39.0,0.0,211188.0,211875.0,,73,1231,943,8,1977.0,719100.0
725,md,2052,5600,3700,866,250,116,115,96,287,83.0,122.0,13.0,92.0,288.0,162.0,82.0,135313.0,158879.0,78846.0,189,1371,1054,53,,559200.0
726,md,2053,3672,2369,374,100,61,11,221,90,164.0,57.0,0.0,0.0,158.0,56.0,102.0,164300.0,181518.0,,132,1081,748,34,1979.0,679200.0
727,md,2054,5448,3823,106,159,130,0,86,149,78.0,118.0,8.0,17.0,40.0,40.0,0.0,163182.0,168281.0,,58,1587,1215,14,1976.0,647900.0
728,md,2055,3206,1669,591,187,80,72,74,61,13.0,28.0,46.0,33.0,179.0,84.0,43.0,128977.0,143393.0,96667.0,74,746,467,52,2004.0,733900.0
729,md,2056,4862,2411,245,224,147,20,365,256,218.0,72.0,17.0,36.0,229.0,17.0,20.0,135139.0,141129.0,84531.0,237,1305,879,97,1956.0,358900.0
730,md,2057,6527,4330,425,329,154,59,437,406,357.0,259.0,0.0,24.0,792.0,212.0,207.0,84063.0,92339.0,,155,1239,878,59,1958.0,352500.0
731,md,2058,5971,4074,354,225,175,18,457,493,289.0,367.0,85.0,14.0,575.0,442.0,0.0,78233.0,83561.0,75352.0,173,1284,909,11,1960.0,362200.0
732,md,2059,2797,2576,21,95,90,2,21,58,10.0,28.0,5.0,0.0,78.0,78.0,0.0,192500.0,186641.0,,76,907,861,0,1956.0,654500.0
733,md,2060,6746,5080,570,159,91,68,45,129,45.0,129.0,0.0,0.0,96.0,59.0,17.0,192344.0,212750.0,111827.0,255,1861,1581,86,1969.0,875600.0
734,md,2061,6417,4731,282,162,87,0,42,260,30.0,211.0,0.0,32.0,116.0,105.0,6.0,187788.0,191875.0,146205.0,105,1982,1549,43,1968.0,675200.0
735,md,2062,3949,2874,242,11,11,0,17,48,17.0,48.0,0.0,0.0,63.0,45.0,10.0,213188.0,211094.0,162200.0,34,1269,1001,37,1974.0,815300.0
736,md,2063,6467,3027,1063,402,109,199,252,382,110.0,134.0,87.0,133.0,687.0,206.0,114.0,97446.0,138979.0,47150.0,177,1264,693,21,1995.0,573600.0
737,md,2064,2924,2073,140,48,23,0,81,49,57.0,42.0,1.0,0.0,80.0,53.0,9.0,155682.0,165208.0,160893.0,95,823,664,20,1979.0,587200.0
738,md,2065,7148,5356,584,277,164,71,57,316,48.0,237.0,0.0,29.0,459.0,397.0,18.0,157933.0,158870.0,,163,1915,1551,72,1988.0,471900.0
739,md,2066,3802,2560,602,108,45,20,61,60,40.0,45.0,0.0,15.0,195.0,139.0,47.0,156705.0,143750.0,158236.0,124,736,607,63,1985.0,273800.0
740,md,2067,4915,3670,313,196,173,15,129,118,105.0,82.0,24.0,13.0,288.0,288.0,0.0,136199.0,135724.0,,41,1384,1080,54,1979.0,343100.0
741,md,2068,4889,3038,281,75,26,0,140,230,59.0,168.0,36.0,3.0,426.0,203.0,67.0,106458.0,109375.0,,129,1075,702,16,2000.0,481600.0
742,md,2069,2995,1838,289,96,39,32,69,233,61.0,145.0,8.0,72.0,254.0,190.0,8.0,94079.0,102031.0,84531.0,67,294,214,0,1987.0,386500.0
743,md,2070,4323,1745,636,194,61,79,53,290,9.0,127.0,6.0,55.0,629.0,176.0,209.0,55733.0,74167.0,52973.0,205,53,46,0,1979.0,
744,md,2071,3904,1950,215,82,64,9,86,118,55.0,37.0,16.0,33.0,90.0,1.0,2.0,194879.0,197969.0,135324.0,77,1137,633,45,1992.0,877800.0
745,md,2072,4411,2142,421,137,62,16,107,205,24.0,120.0,53.0,25.0,153.0,117.0,36.0,167500.0,204773.0,128672.0,98,881,459,17,1999.0,1012500.0
746,md,2073,3427,2671,395,54,34,0,142,156,91.0,72.0,9.0,9.0,104.0,85.0,6.0,178824.0,179779.0,248929.0,63,1238,978,122,1969.0,608000.0
747,md,2074,6008,4968,268,205,168,0,173,293,156.0,269.0,17.0,24.0,217.0,217.0,0.0,137734.0,139219.0,,74,1917,1647,54,1975.0,456300.0
748,md,2075,3045,2709,89,63,41,0,123,124,123.0,102.0,0.0,0.0,77.0,77.0,0.0,153472.0,154306.0,173500.0,49,962,834,52,1978.0,590200.0
749,md,2076,4337,2482,572,139,46,67,67,188,47.0,80.0,12.0,45.0,224.0,46.0,102.0,168482.0,191452.0,103317.0,91,1313,834,199,1995.0,615100.0
750,md,2077,3256,2063,464,39,28,0,157,107,91.0,37.0,14.0,7.0,131.0,9.0,0.0,202973.0,197946.0,250001.0,24,959,635,141,1989.0,720900.0
751,md,2078,6528,5130,433,187,131,51,157,200,144.0,186.0,0.0,0.0,44.0,17.0,0.0,159676.0,167778.0,79286.0,61,1999,1664,126,1982.0,505500.0
752,md,2079,3738,2500,456,97,50,30,113,136,55.0,89.0,20.0,15.0,56.0,11.0,38.0,146000.0,148036.0,126346.0,38,1164,856,106,,497800.0
753,md,2080,3272,1821,553,130,44,73,93,165,34.0,62.0,24.0,27.0,136.0,95.0,17.0,120958.0,132813.0,108864.0,52,934,605,110,1983.0,372000.0
754,md,2081,4665,2883,769,258,165,54,126,238,67.0,123.0,34.0,60.0,213.0,0.0,136.0,132031.0,149125.0,,69,1284,818,193,1992.0,391500.0
755,md,2082,6485,4489,1209,167,74,44,200,455,89.0,267.0,58.0,113.0,105.0,77.0,16.0,165500.0,169141.0,,227,1804,1399,219,1990.0,640000.0
756,md,2083,4503,3213,496,149,85,20,194,248,138.0,192.0,36.0,14.0,64.0,38.0,18.0,173958.0,174688.0,250001.0,160,1304,1062,88,1994.0,689400.0
757,md,2084,5729,2674,1534,138,38,87,204,235,69.0,74.0,111.0,122.0,197.0,26.0,93.0,155718.0,176094.0,128409.0,105,1711,882,474,1980.0,489700.0
758,md,2085,6700,3300,1946,181,84,97,306,365,179.0,202.0,56.0,77.0,342.0,83.0,256.0,121288.0,121439.0,136397.0,227,1887,1194,313,1978.0,493800.0
759,md,2086,4741,1775,1206,104,53,13,287,375,137.0,207.0,41.0,63.0,145.0,62.0,75.0,144875.0,135625.0,155208.0,216,1241,595,270,1983.0,479000.0
760,md,2087,9252,1963,4944,520,61,356,381,557,46.0,122.0,185.0,240.0,358.0,231.0,127.0,104919.0,94500.0,96913.0,407,1966,567,967,1985.0,297600.0
761,md,2088,7520,2006,2924,399,16,238,275,564,31.0,56.0,119.0,196.0,537.0,80.0,106.0,107574.0,136845.0,68921.0,191,1687,725,499,1983.0,421400.0
762,md,2089,7786,2590,2913,314,41,155,474,642,152.0,88.0,202.0,450.0,548.0,107.0,414.0,110242.0,137578.0,94277.0,328,2136,889,715,1974.0,400800.0
763,md,2090,5816,1340,3555,337,0,337,272,284,23.0,26.0,160.0,222.0,331.0,46.0,246.0,101541.0,131076.0,89494.0,341,940,286,551,1990.0,243800.0
764,md,2091,3481,746,1659,206,58,91,121,212,17.0,67.0,61.0,76.0,145.0,57.0,60.0,122188.0,121458.0,110000.0,170,960,247,429,1985.0,334400.0
765,md,2092,6849,3244,1862,63,8,44,295,940,184.0,542.0,56.0,281.0,372.0,183.0,0.0,103929.0,89688.0,111471.0,224,1633,821,476,2000.0,336700.0
766,md,2093,2062,376,766,191,0,103,105,123,0.0,6.0,81.0,52.0,71.0,16.0,31.0,83375.0,205938.0,85714.0,58,413,87,176,1982.0,251300.0
767,md,2094,3282,220,2674,403,28,369,149,290,14.0,0.0,118.0,280.0,280.0,14.0,256.0,49735.0,,46389.0,244,9,0,0,1978.0,
768,md,2095,4691,588,3134,379,58,278,174,211,15.0,27.0,95.0,153.0,630.0,0.0,553.0,79219.0,101750.0,66382.0,241,821,235,378,1984.0,275700.0
769,md,2096,6910,2237,2474,304,67,119,371,532,95.0,132.0,193.0,167.0,321.0,49.0,75.0,121362.0,123824.0,148805.0,258,1918,919,469,1966.0,390600.0
770,md,2097,7273,2009,3448,488,67,377,352,544,156.0,36.0,64.0,419.0,387.0,137.0,70.0,93535.0,130526.0,84745.0,235,1235,611,309,1963.0,397700.0
771,md,2098,5224,2632,1565,146,41,79,199,328,104.0,165.0,42.0,105.0,249.0,174.0,57.0,147917.0,161250.0,132000.0,228,1524,874,427,1968.0,462600.0
772,md,2099,5013,2192,1121,83,28,41,117,323,68.0,89.0,7.0,135.0,498.0,26.0,71.0,147500.0,185128.0,148264.0,177,1516,755,353,1982.0,502100.0
773,md,2100,4067,374,2833,344,24,284,317,263,14.0,24.0,242.0,200.0,974.0,107.0,705.0,63333.0,125238.0,43646.0,270,327,76,189,1983.0,239300.0
774,md,2101,6745,1564,2902,534,57,396,397,494,61.0,34.0,71.0,275.0,816.0,102.0,592.0,54524.0,122841.0,41315.0,493,468,275,67,1972.0,485900.0
775,md,2102,2622,232,981,137,5,81,128,189,17.0,16.0,38.0,48.0,543.0,20.0,125.0,57000.0,,62083.0,216,42,5,14,1969.0,350000.0
776,md,2103,7299,831,1729,289,39,58,587,645,57.0,62.0,126.0,248.0,601.0,75.0,210.0,58574.0,90625.0,50156.0,406,715,244,168,1957.0,353800.0
777,md,2104,3487,2223,768,105,58,39,135,44,26.0,6.0,77.0,37.0,265.0,46.0,144.0,162813.0,182656.0,50750.0,123,700,631,57,1939.0,642400.0
778,md,2105,2657,820,929,227,37,121,123,212,10.0,35.0,86.0,96.0,385.0,53.0,84.0,50474.0,104750.0,50329.0,151,211,149,30,1956.0,509800.0
779,md,2106,3605,1702,1215,196,60,77,163,187,43.0,24.0,109.0,126.0,155.0,83.0,60.0,105089.0,160417.0,58250.0,132,840,522,155,1951.0,422800.0
780,md,2107,3023,1825,807,205,97,102,73,225,26.0,47.0,47.0,160.0,105.0,28.0,63.0,133438.0,156607.0,,86,764,577,106,1949.0,536600.0
781,md,2108,5011,2247,2411,338,103,212,391,377,28.0,87.0,326.0,260.0,459.0,69.0,351.0,107734.0,185625.0,57721.0,221,965,773,131,1953.0,623400.0
782,md,2109,3253,1270,657,80,26,22,240,92,34.0,27.0,80.0,30.0,437.0,156.0,107.0,64545.0,83452.0,76481.0,132,274,161,63,1949.0,411800.0
783,md,2110,5738,1164,959,329,66,98,194,421,71.0,48.0,45.0,143.0,1403.0,205.0,80.0,50913.0,88672.0,51346.0,274,512,187,165,1958.0,249600.0
784,md,2111,6121,1122,2095,298,46,121,425,464,48.0,36.0,173.0,183.0,752.0,57.0,86.0,57045.0,116667.0,66713.0,248,788,299,269,1968.0,362600.0
785,md,2112,3350,2797,291,82,49,12,106,76,48.0,55.0,2.0,14.0,22.0,19.0,3.0,169034.0,174875.0,160852.0,128,1002,929,41,1947.0,530600.0
786,md,2113,5040,2842,784,216,71,90,375,252,42.0,33.0,145.0,62.0,70.0,33.0,35.0,137069.0,174236.0,107656.0,152,1239,978,119,1947.0,467600.0
787,md,2114,3698,1826,1111,130,57,66,237,162,72.0,38.0,117.0,118.0,716.0,343.0,186.0,51809.0,66058.0,,261,415,293,87,1956.0,267900.0
788,md,2115,4018,1787,1097,296,82,102,173,176,73.0,54.0,69.0,42.0,642.0,124.0,156.0,96008.0,164417.0,45000.0,104,877,677,127,1958.0,489800.0
789,md,2116,2558,1665,441,92,57,17,81,58,17.0,29.0,43.0,21.0,62.0,56.0,0.0,155750.0,164500.0,93750.0,58,833,618,134,1943.0,553900.0
790,md,2117,4306,2488,1125,149,64,66,79,176,36.0,59.0,24.0,96.0,288.0,98.0,190.0,90559.0,119474.0,43929.0,144,690,576,54,1953.0,526400.0
791,md,2118,7098,2951,3143,297,43,254,269,490,32.0,109.0,228.0,337.0,812.0,271.0,486.0,70556.0,130625.0,51036.0,244,523,267,124,2004.0,338600.0
792,md,2119,4570,2186,1469,70,0,56,203,302,32.0,79.0,171.0,223.0,553.0,248.0,142.0,76212.0,101295.0,75612.0,193,108,34,74,1974.0,256500.0
793,md,2120,5172,2248,1926,270,108,150,223,278,0.0,12.0,140.0,266.0,875.0,433.0,151.0,74034.0,73977.0,54564.0,162,330,165,45,1965.0,242300.0
794,md,2121,7415,3217,2410,254,27,120,244,483,106.0,64.0,59.0,322.0,748.0,188.0,412.0,99433.0,152442.0,98106.0,281,1326,882,253,1957.0,639000.0
795,md,2122,5209,3211,1203,132,106,26,51,104,51.0,104.0,0.0,0.0,130.0,58.0,53.0,127708.0,146929.0,101667.0,310,1111,801,206,1965.0,557600.0
796,md,2123,5226,3511,1044,112,75,0,71,78,71.0,2.0,0.0,64.0,88.0,39.0,2.0,175795.0,194318.0,81850.0,227,1429,1163,68,1955.0,658700.0
797,md,2124,1887,1324,179,61,40,12,58,58,54.0,33.0,4.0,8.0,51.0,24.0,1.0,150000.0,147596.0,172969.0,74,568,444,51,1949.0,448400.0
798,md,2125,4567,2380,752,120,39,50,146,140,90.0,75.0,0.0,23.0,105.0,38.0,3.0,114415.0,124028.0,114722.0,82,1355,842,224,1954.0,388600.0
799,md,2126,7946,4670,536,189,73,19,666,458,354.0,234.0,88.0,58.0,344.0,285.0,11.0,114191.0,126129.0,157576.0,298,2095,1417,158,1964.0,418300.0
800,md,2127,5964,4337,452,137,91,46,271,347,220.0,221.0,0.0,0.0,151.0,55.0,83.0,157578.0,166250.0,100758.0,100,1824,1487,145,1967.0,460100.0
801,md,2128,3730,1754,815,137,37,61,246,235,111.0,76.0,19.0,52.0,221.0,95.0,23.0,99216.0,137016.0,99250.0,108,982,528,168,1969.0,437000.0
802,md,2129,6349,1670,1143,475,98,116,469,322,69.0,82.0,57.0,64.0,1236.0,56.0,254.0,55776.0,145625.0,54375.0,197,598,366,121,1972.0,459400.0
803,md,2130,5572,4074,581,134,78,37,117,229,93.0,142.0,10.0,58.0,246.0,105.0,97.0,131563.0,135833.0,138269.0,107,1470,1169,155,1963.0,449400.0
804,md,2131,6466,2792,1347,141,52,71,193,280,32.0,189.0,62.0,19.0,561.0,166.0,103.0,96912.0,113795.0,81000.0,360,1464,775,285,1969.0,400600.0
805,md,2132,3432,1828,550,162,101,54,201,231,99.0,162.0,0.0,55.0,446.0,76.0,0.0,88304.0,109306.0,102039.0,139,968,623,183,1961.0,371500.0
806,md,2133,9699,2717,2846,477,86,228,869,775,49.0,229.0,178.0,204.0,959.0,118.0,507.0,126641.0,141146.0,126563.0,486,2210,967,600,1982.0,432500.0
807,md,2134,6409,1136,2700,728,135,285,546,796,8.0,58.0,371.0,330.0,1642.0,305.0,998.0,36225.0,,34867.0,263,408,256,64,1974.0,109900.0
808,md,2135,7910,1600,2666,626,75,292,506,842,126.0,98.0,161.0,311.0,1469.0,21.0,423.0,57434.0,75865.0,65268.0,498,539,271,152,1976.0,423200.0
809,md,2136,3295,1049,894,233,75,75,298,164,105.0,39.0,51.0,76.0,157.0,37.0,72.0,83199.0,150938.0,84779.0,101,554,288,158,1973.0,446000.0
810,md,2137,3833,1766,1181,212,50,112,261,476,120.0,317.0,30.0,58.0,261.0,129.0,67.0,85714.0,83438.0,72250.0,59,1749,1097,404,1970.0,176300.0
811,md,2138,1923,1612,162,20,9,11,59,354,59.0,327.0,0.0,27.0,122.0,87.0,25.0,68929.0,71188.0,,7,1040,890,65,1981.0,207300.0
812,md,2139,3393,2782,290,48,33,15,178,419,161.0,384.0,0.0,19.0,292.0,240.0,18.0,79766.0,81917.0,,17,1838,1576,97,1988.0,202000.0
813,md,2140,5450,1741,2177,394,104,208,400,668,111.0,225.0,206.0,363.0,559.0,139.0,116.0,71620.0,80492.0,71319.0,252,1201,540,388,1983.0,286100.0
814,md,2141,5441,1879,1862,313,83,98,144,383,72.0,92.0,10.0,80.0,523.0,54.0,398.0,102273.0,148750.0,93021.0,142,1571,688,386,1986.0,372600.0
815,md,2142,5277,2282,521,132,61,22,408,343,164.0,124.0,9.0,6.0,428.0,199.0,12.0,90357.0,96125.0,69811.0,280,1078,574,127,1957.0,333100.0
816,md,2143,4512,1736,277,88,59,4,325,397,246.0,169.0,0.0,0.0,206.0,48.0,0.0,78110.0,89911.0,,383,941,429,46,1957.0,346100.0
817,md,2144,5569,2344,374,241,74,0,668,579,383.0,220.0,30.0,36.0,639.0,211.0,47.0,78996.0,90268.0,141302.0,335,1152,543,136,1959.0,328900.0
818,md,2145,3592,1128,542,186,60,62,486,328,142.0,152.0,69.0,56.0,311.0,44.0,195.0,72857.0,84702.0,,86,887,346,91,1957.0,350300.0
819,md,2146,3580,1038,523,144,33,39,249,269,96.0,80.0,6.0,22.0,412.0,37.0,194.0,76111.0,96154.0,94615.0,128,788,295,66,1956.0,323000.0
820,md,2147,3303,945,207,112,39,26,320,251,79.0,83.0,11.0,30.0,390.0,85.0,11.0,61484.0,63194.0,61500.0,227,721,244,53,1955.0,232400.0
821,md,2148,6438,2596,1860,399,102,247,485,614,177.0,201.0,120.0,242.0,438.0,170.0,218.0,71250.0,91581.0,50321.0,270,1146,754,143,1957.0,308900.0
822,md,2149,2828,1652,411,109,9,63,148,138,56.0,39.0,26.0,16.0,221.0,59.0,117.0,103889.0,135833.0,,157,861,648,41,1959.0,439900.0
823,md,2150,4812,2879,496,243,100,63,209,204,155.0,116.0,8.0,9.0,239.0,42.0,181.0,116250.0,129722.0,,67,1248,896,133,1958.0,392200.0
824,md,2151,3257,2500,334,36,36,0,194,221,141.0,176.0,45.0,22.0,69.0,49.0,13.0,153797.0,146458.0,228917.0,38,909,750,66,1954.0,510500.0
825,md,2152,4456,1145,681,319,80,85,420,263,91.0,112.0,94.0,32.0,481.0,75.0,25.0,72781.0,87857.0,59426.0,250,886,405,160,1954.0,280500.0
826,md,2153,4408,1674,400,184,77,36,590,426,114.0,93.0,35.0,71.0,616.0,129.0,0.0,84327.0,103214.0,128438.0,84,931,542,105,1951.0,326300.0
827,md,2154,3525,1458,1082,150,23,55,163,81,62.0,31.0,45.0,33.0,548.0,85.0,269.0,79688.0,128529.0,67656.0,171,320,221,56,2000.0,410200.0
828,md,2155,3349,1919,457,72,20,5,201,149,84.0,62.0,15.0,26.0,210.0,96.0,71.0,141053.0,158875.0,134519.0,98,949,672,100,1957.0,435700.0
829,md,2156,7460,3004,1373,303,47,133,495,334,189.0,121.0,129.0,76.0,315.0,107.0,62.0,97750.0,112273.0,,436,1521,903,333,1962.0,370000.0
830,md,2157,6577,3594,1406,344,130,81,165,314,44.0,239.0,103.0,67.0,525.0,88.0,196.0,113101.0,141447.0,50991.0,47,1468,1140,133,1958.0,394900.0
831,md,2158,4746,4105,220,67,54,13,35,135,23.0,113.0,12.0,22.0,196.0,142.0,26.0,222083.0,226250.0,231250.0,52,1475,1311,60,1957.0,829400.0
832,md,2159,2171,1765,177,65,40,21,66,68,43.0,60.0,23.0,0.0,79.0,54.0,0.0,172750.0,185208.0,93750.0,16,483,410,19,1954.0,675400.0
833,md,2160,4040,3592,34,81,72,0,86,73,48.0,44.0,22.0,0.0,41.0,20.0,3.0,208992.0,210592.0,,43,1203,1118,9,,702800.0
834,md,2161,3477,2685,155,64,55,9,122,152,99.0,122.0,12.0,12.0,170.0,101.0,49.0,201944.0,212563.0,,64,897,666,33,1961.0,732800.0
835,md,2162,1637,1366,50,88,88,0,9,78,9.0,78.0,0.0,0.0,26.0,26.0,0.0,118750.0,116429.0,,12,681,627,0,1974.0,224400.0
836,md,2163,5256,3706,610,87,43,22,61,166,30.0,123.0,31.0,43.0,90.0,52.0,38.0,164524.0,188190.0,,99,1541,1260,54,1964.0,714000.0
837,md,2164,3622,2766,173,72,59,6,80,162,73.0,110.0,7.0,0.0,45.0,43.0,0.0,164485.0,168194.0,,39,1051,878,30,1960.0,661200.0
838,md,2165,2525,2123,9,37,32,0,18,58,6.0,48.0,5.0,4.0,37.0,22.0,0.0,218750.0,206389.0,,35,794,715,5,1963.0,824100.0
839,md,2166,4148,3487,141,104,66,9,85,73,77.0,37.0,8.0,8.0,61.0,46.0,8.0,226932.0,234306.0,,61,1173,1006,35,1956.0,803100.0
840,md,2167,4993,4077,25,71,71,0,108,75,68.0,17.0,13.0,0.0,16.0,16.0,0.0,240278.0,238810.0,,51,1413,1223,0,1956.0,850300.0
841,md,2168,3752,3409,17,55,35,0,20,67,20.0,35.0,0.0,0.0,105.0,82.0,0.0,250001.0,250001.0,,29,1116,1053,0,1950.0,1251600.0
842,md,2169,3824,2770,393,181,91,72,48,70,28.0,32.0,20.0,38.0,334.0,221.0,20.0,121510.0,124607.0,65551.0,113,583,499,0,1973.0,592300.0
843,md,2170,1688,1437,62,7,7,0,11,25,11.0,19.0,0.0,6.0,123.0,105.0,6.0,192321.0,196250.0,,11,395,324,12,1985.0,457700.0
844,md,2171,2006,1507,108,49,38,0,14,92,14.0,12.0,0.0,45.0,198.0,120.0,12.0,150833.0,168472.0,,45,216,195,0,1992.0,819900.0
845,md,2172,3257,2476,268,74,45,10,28,143,23.0,90.0,4.0,32.0,188.0,120.0,38.0,120469.0,143750.0,,118,191,145,10,1979.0,495700.0
846,md,2173,4760,4053,155,89,72,0,78,95,61.0,67.0,0.0,9.0,183.0,133.0,0.0,196094.0,177625.0,,51,1202,1058,14,1948.0,817000.0
