,STUSAB,LOGRECNO,B01001_001,B02001_002,B02001_003,B11001_006,B11001A_006,B11001B_006,B15002_011,B15002_028,C15002A_004,C15002A_009,C15002B_004,C15002B_009,B17001_002,B17001A_002,B17001B_002,B19113_001,B19113A_001,B19113B_001,B23025_005,B25003_002,B25003A_002,B25003B_002,B25035_001,B25077_001
526,md,1853,4250,3525,349,144,138,6,283,314,235.0,289.0,48.0,8.0,341.0,225.0,28.0,105268.0,103024.0,,156,1228,1144,53,1971.0,267500.0
527,md,1854,3740,3484,105,169,169,0,414,549,414.0,549.0,0.0,0.0,440.0,387.0,43.0,81518.0,82917.0,,121,982,954,17,1972.0,190600.0
528,md,1855,3921,3591,142,207,207,0,145,242,129.0,228.0,16.0,0.0,148.0,148.0,0.0,134425.0,133425.0,,110,1202,1152,14,1995.0,360400.0
529,md,1856,3910,3886,0,87,87,0,721,472,721.0,470.0,0.0,0.0,450.0,449.0,0.0,55333.0,55333.0,,126,1198,1197,0,1979.0,173000.0
530,md,1857,4132,4077,10,222,222,0,567,620,567.0,620.0,0.0,0.0,534.0,523.0,4.0,57500.0,57611.0,,22,1147,1142,0,1977.0,171700.0
531,md,1858,2649,2544,42,130,130,0,477,430,477.0,430.0,0.0,0.0,230.0,230.0,0.0,65368.0,64821.0,,133,814,798,0,1983.0,175500.0
532,md,1859,3021,2903,17,84,82,0,638,498,638.0,496.0,0.0,0.0,360.0,330.0,0.0,49950.0,49929.0,,71,1019,1016,0,1971.0,116000.0
533,md,1860,4018,3834,25,104,104,0,533,396,528.0,396.0,0.0,0.0,447.0,447.0,0.0,68925.0,68794.0,,64,1458,1452,0,1987.0,306300.0
534,md,1861,6069,5901,65,224,224,0,1036,822,1000.0,805.0,36.0,0.0,548.0,516.0,32.0,68657.0,68657.0,,107,1969,1969,0,1979.0,172500.0
535,md,1862,5717,5544,11,278,242,0,999,1102,996.0,1076.0,0.0,0.0,730.0,697.0,0.0,50009.0,50380.0,,178,1594,1554,0,1980.0,118800.0
536,md,1863,3696,2983,270,90,53,11,291,248,246.0,230.0,36.0,18.0,187.0,152.0,19.0,138417.0,139833.0,103839.0,108,1147,980,75,1993.0,471400.0
537,md,1864,3769,3378,300,176,109,67,289,282,266.0,282.0,7.0,0.0,292.0,190.0,102.0,94867.0,100694.0,,135,1159,1053,76,1984.0,242800.0
538,md,1865,4129,3629,353,139,131,0,219,309,212.0,295.0,0.0,14.0,141.0,50.0,91.0,111927.0,112031.0,,76,1276,1189,54,1992.0,316300.0
539,md,1866,3196,2332,428,194,120,38,308,534,250.0,461.0,26.0,60.0,387.0,286.0,80.0,70987.0,70833.0,70455.0,99,559,456,41,1987.0,212600.0
540,md,1867,3308,2807,256,63,63,0,168,278,168.0,278.0,0.0,0.0,139.0,139.0,0.0,137250.0,148640.0,193750.0,44,1066,961,81,1993.0,343600.0
541,md,1868,1990,1980,0,45,45,0,317,248,317.0,248.0,0.0,0.0,219.0,219.0,0.0,81544.0,81544.0,,55,671,661,0,1964.0,276800.0
542,md,1869,7203,5726,585,241,180,61,441,547,412.0,506.0,13.0,34.0,638.0,501.0,137.0,97333.0,96375.0,122578.0,319,2144,1821,109,1995.0,260700.0
543,md,1870,4010,3178,410,227,122,80,317,292,313.0,269.0,0.0,23.0,247.0,125.0,122.0,91563.0,91198.0,,132,1270,1054,142,1995.0,221900.0
544,md,1871,4250,3402,368,249,164,0,367,482,356.0,333.0,0.0,0.0,129.0,115.0,14.0,84732.0,98313.0,78365.0,42,1427,1273,119,1992.0,196800.0
545,md,1872,4597,3213,770,212,179,33,473,613,391.0,562.0,64.0,51.0,408.0,380.0,18.0,79743.0,79044.0,144135.0,110,1601,1180,256,1993.0,238600.0
546,md,1873,6474,2438,3577,757,209,548,773,721,225.0,377.0,536.0,340.0,1225.0,241.0,961.0,60726.0,51780.0,61333.0,324,1379,633,697,1982.0,122200.0
547,md,1874,7384,5933,1042,347,274,73,943,813,890.0,745.0,34.0,49.0,636.0,465.0,128.0,80093.0,89200.0,63625.0,259,2264,1923,282,1970.0,241000.0
548,md,1875,2693,2106,486,95,86,9,274,242,235.0,227.0,39.0,15.0,297.0,248.0,42.0,83237.0,78882.0,117778.0,36,927,725,178,1974.0,243900.0
549,md,1876,6933,3460,2780,673,242,431,662,1124,326.0,779.0,223.0,321.0,1453.0,667.0,622.0,50915.0,57044.0,37721.0,232,1292,816,334,1974.0,162600.0
550,md,1877,8243,4031,3059,334,156,144,786,704,498.0,516.0,262.0,109.0,377.0,151.0,210.0,87604.0,71516.0,100574.0,223,2355,1250,874,1982.0,191100.0
551,md,1878,8955,5315,2869,461,219,191,735,715,407.0,493.0,276.0,160.0,691.0,515.0,149.0,85451.0,93565.0,94118.0,251,2586,1648,744,1998.0,241900.0
552,md,1879,4921,3241,1251,150,84,66,431,501,309.0,361.0,122.0,140.0,281.0,247.0,14.0,113523.0,105536.0,131053.0,132,1502,1111,283,1997.0,275900.0
553,md,1880,3342,2039,749,171,122,41,278,260,223.0,181.0,29.0,55.0,282.0,107.0,90.0,86632.0,97353.0,72500.0,97,968,649,222,1992.0,179400.0
554,md,1881,2184,2119,22,27,27,0,211,189,195.0,182.0,16.0,0.0,113.0,102.0,5.0,116198.0,116198.0,,49,738,732,0,1978.0,360500.0
555,md,1882,3104,2383,343,174,90,23,295,261,257.0,224.0,17.0,7.0,324.0,203.0,2.0,98654.0,109355.0,98375.0,179,885,797,35,1972.0,253600.0
556,md,1883,3922,2437,1290,339,116,211,434,375,340.0,292.0,81.0,83.0,758.0,491.0,232.0,63523.0,78500.0,56417.0,197,797,570,192,1995.0,252700.0
557,md,1884,3548,2393,690,97,40,32,471,421,359.0,281.0,112.0,91.0,260.0,226.0,23.0,80819.0,73571.0,115278.0,96,1168,866,165,1982.0,238400.0
558,md,1885,5325,3219,1427,360,177,183,646,626,472.0,392.0,107.0,140.0,966.0,606.0,159.0,78519.0,75714.0,78781.0,129,1123,773,310,1975.0,192800.0
559,md,1886,2642,1327,1110,392,126,260,189,354,138.0,217.0,51.0,95.0,885.0,358.0,470.0,36518.0,47454.0,27619.0,118,481,349,104,1984.0,92200.0
560,md,1887,3996,2266,1300,230,105,97,544,610,377.0,415.0,138.0,118.0,464.0,286.0,50.0,67600.0,70469.0,68375.0,140,999,620,255,1958.0,177900.0
561,md,1888,5901,5503,116,191,164,27,655,469,655.0,463.0,0.0,6.0,151.0,136.0,0.0,112292.0,115461.0,,115,1749,1688,46,1985.0,308500.0
562,md,1889,2815,2539,67,30,23,0,204,209,172.0,204.0,20.0,0.0,32.0,22.0,10.0,139145.0,141667.0,128333.0,47,925,820,30,1980.0,407600.0
563,md,1890,5703,5349,95,83,80,3,548,512,523.0,479.0,4.0,18.0,232.0,221.0,1.0,121402.0,125385.0,122500.0,90,1787,1680,18,1994.0,388300.0
564,md,1891,3532,3280,85,106,96,0,297,391,297.0,391.0,0.0,0.0,186.0,186.0,0.0,112813.0,108355.0,,112,1234,1137,8,1997.0,260300.0
565,md,1892,4606,4141,251,108,99,9,260,478,242.0,436.0,18.0,32.0,87.0,87.0,0.0,104539.0,104276.0,,136,1335,1231,72,1993.0,315100.0
566,md,1893,1638,1609,29,24,24,0,95,97,95.0,97.0,0.0,0.0,74.0,74.0,0.0,138558.0,139135.0,,40,478,472,6,1981.0,474100.0
567,md,1894,3472,3198,175,68,55,13,227,220,216.0,207.0,11.0,13.0,168.0,101.0,67.0,118375.0,118188.0,,61,1185,1129,30,1979.0,301000.0
568,md,1895,6214,5954,0,89,89,0,620,452,557.0,452.0,0.0,0.0,224.0,125.0,0.0,104647.0,106000.0,,36,2054,2009,0,1975.0,370000.0
569,md,1896,4543,4211,127,159,128,8,432,554,432.0,529.0,0.0,0.0,149.0,129.0,20.0,123008.0,123867.0,153500.0,75,1430,1360,24,1974.0,387000.0
570,md,1897,6474,5616,476,203,149,0,441,775,416.0,744.0,0.0,0.0,331.0,175.0,12.0,121641.0,123068.0,,176,1854,1735,37,1984.0,346700.0
571,md,1898,3540,3249,171,76,76,0,323,361,266.0,341.0,31.0,0.0,151.0,142.0,9.0,102463.0,105893.0,,105,1218,1149,50,1991.0,321600.0
572,md,1899,3921,3660,0,61,61,0,194,232,187.0,217.0,0.0,0.0,128.0,128.0,0.0,129188.0,131447.0,,52,1414,1351,0,1976.0,348100.0
573,md,1900,7027,5989,389,123,123,0,171,550,171.0,517.0,0.0,0.0,183.0,158.0,25.0,123510.0,125995.0,,114,2132,1937,55,1996.0,369100.0
574,md,1901,6180,4898,685,383,304,79,555,621,451.0,420.0,35.0,95.0,185.0,147.0,0.0,86833.0,87903.0,132964.0,245,1616,1421,131,1993.0,271000.0
575,md,1902,3243,2712,229,66,58,0,137,188,94.0,148.0,28.0,0.0,99.0,77.0,22.0,158167.0,155938.0,,68,937,788,39,1994.0,394800.0
576,md,1903,3826,3463,250,94,94,0,436,350,397.0,305.0,26.0,36.0,201.0,199.0,2.0,102535.0,100870.0,,61,1246,1106,118,1975.0,280500.0
577,md,1904,2537,2178,270,207,156,51,184,300,156.0,221.0,28.0,69.0,218.0,150.0,66.0,83838.0,84430.0,,94,915,865,33,1984.0,223800.0
578,md,1905,2064,1742,286,102,90,12,173,172,125.0,152.0,36.0,20.0,107.0,95.0,12.0,92557.0,92574.0,63125.0,89,558,508,35,1999.0,241300.0
579,md,1906,4930,4349,159,113,91,22,326,341,322.0,322.0,4.0,0.0,260.0,244.0,4.0,91172.0,103393.0,58942.0,61,1607,1516,13,1976.0,240800.0
580,md,1907,2393,2233,36,66,66,0,167,186,157.0,174.0,10.0,0.0,33.0,23.0,0.0,106875.0,106667.0,,83,630,610,0,1970.0,281000.0
581,md,1908,4252,4193,21,70,64,6,460,450,460.0,442.0,0.0,8.0,181.0,181.0,0.0,105000.0,104348.0,,72,1493,1457,13,1979.0,364000.0
582,md,1909,3969,3834,80,89,80,0,458,314,426.0,314.0,32.0,0.0,103.0,103.0,0.0,110208.0,106625.0,,55,1182,1146,27,1983.0,355900.0
583,md,1910,6505,6141,249,56,56,0,391,377,338.0,377.0,53.0,0.0,103.0,102.0,1.0,133988.0,135064.0,,190,2065,2046,19,1977.0,375800.0
584,md,1911,6935,6627,120,89,89,0,689,624,680.0,579.0,0.0,45.0,290.0,282.0,0.0,115444.0,115323.0,,173,2049,1978,19,1982.0,397200.0
585,md,1912,7545,7417,33,173,173,0,1099,869,1097.0,869.0,2.0,0.0,919.0,897.0,4.0,106161.0,106696.0,,190,2218,2206,0,1984.0,334600.0
586,md,1913,2613,2491,111,180,158,22,367,336,339.0,306.0,28.0,30.0,372.0,359.0,2.0,78542.0,80208.0,76458.0,67,898,839,59,1978.0,234900.0
587,md,1914,2181,2033,21,57,40,4,244,259,244.0,239.0,0.0,7.0,72.0,69.0,3.0,80417.0,81875.0,,107,699,659,12,1966.0,287500.0
588,md,1915,4048,2712,1077,133,84,38,443,509,319.0,434.0,101.0,70.0,772.0,436.0,324.0,85118.0,97625.0,75909.0,187,805,684,79,1956.0,222200.0
589,md,1916,2176,1868,231,89,89,0,191,268,168.0,255.0,23.0,13.0,402.0,265.0,127.0,60893.0,61429.0,,110,434,403,21,1960.0,234100.0
590,md,1917,2590,1746,365,82,47,21,146,259,146.0,188.0,0.0,39.0,159.0,136.0,0.0,121200.0,116000.0,,60,987,753,141,2003.0,317000.0
591,md,1918,6120,4873,778,166,121,45,482,497,382.0,409.0,13.0,53.0,78.0,34.0,0.0,108370.0,113949.0,53750.0,441,2109,1801,155,1995.0,282200.0
592,md,1919,2825,1468,985,171,43,124,254,122,78.0,40.0,176.0,70.0,63.0,56.0,7.0,66953.0,77750.0,51970.0,51,0,0,0,1982.0,
593,md,1920,6516,4150,708,179,69,51,261,269,118.0,209.0,79.0,47.0,67.0,62.0,5.0,129768.0,130469.0,132750.0,31,2004,1419,250,1997.0,369000.0
594,md,1921,6581,4268,637,87,60,27,129,137,101.0,124.0,16.0,0.0,96.0,60.0,36.0,186442.0,195938.0,149375.0,120,1791,1302,129,1999.0,623100.0
595,md,1922,4721,2918,615,202,118,45,61,139,34.0,84.0,13.0,15.0,137.0,32.0,48.0,145451.0,162250.0,142188.0,94,1220,896,92,1993.0,455600.0
596,md,1923,5206,3575,691,237,156,53,398,422,317.0,350.0,81.0,48.0,510.0,483.0,15.0,85769.0,75833.0,77727.0,72,914,810,74,1988.0,116100.0
597,md,1924,3780,2268,359,163,118,13,70,119,56.0,94.0,0.0,4.0,73.0,34.0,0.0,124118.0,124338.0,115625.0,64,1299,888,147,1989.0,327600.0
598,md,1925,8303,5640,1413,415,234,141,422,679,347.0,648.0,10.0,6.0,615.0,390.0,137.0,116004.0,117444.0,129125.0,274,2246,1571,311,1992.0,354600.0
599,md,1926,5816,2228,2280,229,27,173,271,349,123.0,148.0,142.0,181.0,361.0,87.0,132.0,111673.0,111813.0,92500.0,77,1062,441,307,2008.0,333000.0
600,md,1927,5832,3660,1181,256,151,98,415,318,307.0,263.0,75.0,26.0,159.0,59.0,92.0,102067.0,101078.0,102375.0,68,1328,894,217,1994.0,326900.0
601,md,1928,7662,5555,382,137,98,26,138,299,136.0,284.0,2.0,0.0,64.0,63.0,1.0,177643.0,175435.0,172303.0,82,2442,1869,87,1990.0,567500.0
602,md,1929,3465,2246,217,53,28,20,99,63,33.0,47.0,47.0,9.0,323.0,38.0,121.0,169773.0,188289.0,151923.0,109,862,621,40,1995.0,647800.0
603,md,1930,5447,3682,380,151,69,20,106,236,91.0,205.0,15.0,31.0,115.0,87.0,2.0,137500.0,152644.0,,90,1531,1230,77,1975.0,492000.0
604,md,1931,7850,4407,1444,345,209,75,351,509,320.0,276.0,0.0,141.0,175.0,83.0,12.0,145322.0,148929.0,116664.0,103,1836,1220,221,1987.0,448100.0
605,md,1932,3881,2173,210,44,36,0,35,117,35.0,71.0,0.0,12.0,0.0,0.0,0.0,187000.0,179359.0,196354.0,59,1151,727,20,1986.0,627600.0
606,md,1933,5085,3246,82,104,69,0,67,171,33.0,163.0,0.0,8.0,158.0,126.0,8.0,167591.0,158125.0,,44,1617,1113,59,1981.0,577700.0
607,md,1934,3857,2815,178,17,0,11,127,238,62.0,186.0,7.0,7.0,39.0,39.0,0.0,150000.0,169444.0,130000.0,64,1276,1028,43,1984.0,538400.0
608,md,1935,5630,4056,396,257,210,19,241,262,172.0,197.0,21.0,12.0,184.0,88.0,73.0,127386.0,127679.0,,166,1544,1237,42,1982.0,419800.0
609,md,1936,8132,3186,766,215,117,52,620,652,459.0,370.0,63.0,45.0,812.0,193.0,186.0,86058.0,100541.0,68409.0,93,922,678,84,1989.0,385600.0
610,md,1937,5426,3644,449,118,79,9,121,240,97.0,203.0,16.0,16.0,146.0,66.0,23.0,161780.0,165144.0,141667.0,180,1858,1351,149,2001.0,504200.0
611,md,1938,6079,3360,408,168,77,52,295,459,212.0,267.0,2.0,0.0,466.0,144.0,17.0,130893.0,140216.0,150769.0,89,1690,1091,65,1988.0,458500.0
612,md,1939,5126,1903,1076,182,22,113,209,254,79.0,89.0,48.0,49.0,427.0,196.0,122.0,102639.0,137125.0,98385.0,149,629,336,132,1989.0,607800.0
613,md,1940,6080,3779,151,114,68,0,196,421,145.0,281.0,0.0,1.0,193.0,159.0,0.0,146053.0,145827.0,,89,2100,1440,81,2003.0,526700.0
614,md,1941,3955,3213,153,85,72,0,132,193,95.0,182.0,15.0,11.0,38.0,34.0,4.0,186167.0,188750.0,,41,1290,1127,46,1986.0,594100.0
615,md,1942,6705,4797,465,59,59,0,296,154,296.0,150.0,0.0,0.0,105.0,103.0,2.0,210455.0,212045.0,129205.0,164,2102,1615,138,1987.0,672900.0
616,md,1943,5905,5483,41,129,129,0,453,573,427.0,573.0,5.0,0.0,184.0,174.0,7.0,134179.0,133679.0,,112,1778,1717,0,1989.0,570100.0
617,md,1944,8125,6735,469,114,96,0,435,420,349.0,316.0,20.0,41.0,136.0,115.0,3.0,196176.0,189974.0,250001.0,118,2632,2310,114,1991.0,684500.0
618,md,1945,10940,7102,1388,168,124,17,424,507,270.0,461.0,62.0,24.0,415.0,321.0,46.0,179707.0,178477.0,250001.0,206,3207,2249,322,1997.0,638900.0
619,md,1946,5106,3957,313,111,100,0,190,266,188.0,230.0,0.0,11.0,37.0,31.0,0.0,193056.0,195750.0,166250.0,58,1651,1415,63,1983.0,666200.0
620,md,1947,5485,3615,373,69,31,24,151,180,124.0,98.0,14.0,47.0,46.0,31.0,15.0,210057.0,200938.0,208750.0,81,1491,1044,99,1993.0,869000.0
621,md,1948,4980,2693,1445,265,81,169,130,304,34.0,83.0,90.0,215.0,224.0,59.0,147.0,99119.0,109688.0,81477.0,135,887,601,187,1983.0,387200.0
622,md,1949,7061,3613,2214,469,4,385,289,542,238.0,331.0,51.0,192.0,854.0,225.0,408.0,100388.0,127632.0,82209.0,213,1851,1088,576,1982.0,283000.0
623,md,1950,5222,2650,1695,317,55,262,28,117,19.0,0.0,0.0,39.0,310.0,2.0,307.0,143516.0,168015.0,,113,1539,1113,307,1987.0,514600.0
624,md,1951,6469,2644,2629,445,107,309,253,385,28.0,80.0,121.0,249.0,928.0,153.0,710.0,95273.0,140526.0,82500.0,335,1377,975,189,1973.0,298300.0
625,md,1952,2620,1404,172,38,28,3,39,67,16.0,36.0,3.0,0.0,14.0,0.0,0.0,201331.0,223833.0,,16,749,432,46,1996.0,674800.0
626,md,1953,6282,3428,512,145,101,6,65,141,29.0,71.0,0.0,12.0,30.0,14.0,16.0,186371.0,200417.0,250001.0,110,1702,966,167,1999.0,659700.0
627,md,1954,6878,4148,2134,420,201,197,400,264,259.0,119.0,130.0,65.0,855.0,348.0,485.0,115671.0,136000.0,69054.0,280,1321,973,259,1984.0,360400.0
628,md,1955,8226,5197,1419,386,132,191,147,303,111.0,156.0,20.0,104.0,557.0,230.0,92.0,157691.0,167212.0,131071.0,133,2340,1667,436,1984.0,405100.0
629,md,1956,3008,2178,721,123,76,47,75,137,55.0,92.0,20.0,41.0,99.0,44.0,44.0,126204.0,131148.0,102917.0,97,974,714,216,1974.0,384500.0
630,md,1957,7511,3469,2494,357,129,205,343,368,181.0,163.0,104.0,102.0,573.0,88.0,228.0,86042.0,115417.0,64186.0,212,1859,1198,449,1976.0,304600.0
631,md,1958,4671,2217,1474,232,78,114,237,298,137.0,82.0,87.0,127.0,200.0,43.0,59.0,106600.0,127143.0,97763.0,198,1313,742,363,1981.0,319800.0
632,md,1959,5080,1742,2160,403,90,280,263,247,174.0,138.0,24.0,84.0,365.0,74.0,174.0,86625.0,114464.0,69479.0,231,985,428,305,1979.0,245300.0
633,md,1960,5029,3002,1408,216,79,124,247,329,183.0,180.0,41.0,144.0,376.0,86.0,277.0,115250.0,131667.0,97650.0,106,1332,866,365,1976.0,374400.0
634,md,1961,2835,2488,167,55,40,10,125,128,118.0,101.0,7.0,21.0,28.0,18.0,10.0,144300.0,143487.0,162656.0,78,883,797,62,1968.0,414100.0
635,md,1962,6836,3469,2156,260,52,188,190,434,71.0,219.0,94.0,133.0,237.0,168.0,8.0,127543.0,143844.0,107552.0,74,2046,1219,540,1977.0,319600.0
636,md,1963,1999,1415,355,35,25,10,111,103,60.0,82.0,36.0,14.0,48.0,29.0,19.0,130313.0,144583.0,105000.0,18,637,503,84,1979.0,338300.0
637,md,1964,4891,2396,1047,215,56,121,93,222,9.0,124.0,53.0,42.0,301.0,132.0,59.0,135245.0,149167.0,135313.0,122,1558,848,328,1996.0,418500.0
638,md,1965,3752,1395,1811,142,35,100,239,278,116.0,82.0,106.0,186.0,854.0,45.0,809.0,103485.0,110882.0,59457.0,54,970,532,282,1994.0,295100.0
639,md,1966,5936,3521,1487,436,181,232,242,295,220.0,169.0,22.0,98.0,535.0,89.0,284.0,107772.0,137356.0,,217,1455,1061,263,1986.0,399800.0
640,md,1967,3512,2268,779,250,126,98,72,64,22.0,55.0,26.0,9.0,164.0,71.0,36.0,133295.0,151563.0,98750.0,114,930,670,160,,384200.0
641,md,1968,4290,2673,401,50,40,10,159,254,137.0,198.0,0.0,0.0,64.0,55.0,2.0,152941.0,156071.0,,110,1394,912,126,1994.0,514300.0
642,md,1969,7720,4080,1319,258,112,73,322,371,168.0,220.0,38.0,71.0,364.0,136.0,17.0,157878.0,164417.0,165657.0,167,2174,1383,319,1990.0,466600.0
643,md,1970,6318,2928,2110,420,154,241,587,565,383.0,318.0,198.0,152.0,274.0,178.0,96.0,91574.0,103988.0,93462.0,283,1706,917,582,1990.0,285400.0
644,md,1971,4819,1662,2035,200,67,74,257,169,111.0,117.0,117.0,26.0,225.0,8.0,113.0,109423.0,126667.0,100000.0,151,893,464,226,1992.0,347800.0
645,md,1972,6830,3792,2010,438,181,193,291,311,190.0,227.0,68.0,49.0,365.0,101.0,240.0,125200.0,102222.0,148000.0,298,1508,971,322,1986.0,387800.0
646,md,1973,6475,3374,1858,317,165,115,583,482,393.0,282.0,92.0,143.0,369.0,282.0,50.0,99231.0,95433.0,97685.0,211,1402,838,357,1986.0,293700.0
647,md,1974,6549,1899,2518,347,99,215,715,398,321.0,139.0,154.0,182.0,707.0,34.0,99.0,79808.0,73676.0,91713.0,350,824,389,221,1982.0,211700.0
648,md,1975,3779,3161,450,132,90,42,418,422,384.0,343.0,33.0,70.0,361.0,295.0,22.0,75530.0,72383.0,94500.0,134,1129,1017,109,1979.0,230700.0
649,md,1976,4727,4121,518,127,88,39,557,531,508.0,395.0,49.0,136.0,495.0,404.0,61.0,76000.0,75708.0,86250.0,135,1469,1317,152,1977.0,245700.0
650,md,1977,5549,4331,1006,220,130,90,225,480,148.0,321.0,77.0,159.0,912.0,524.0,368.0,64500.0,78700.0,,85,1040,836,170,1972.0,231100.0
651,md,1978,3094,2402,631,120,87,33,400,421,333.0,272.0,67.0,143.0,181.0,104.0,69.0,78929.0,82771.0,42021.0,47,887,775,112,1977.0,311700.0
652,md,1979,2517,2160,309,91,64,27,385,299,339.0,245.0,46.0,47.0,410.0,282.0,126.0,70417.0,76731.0,26429.0,56,807,754,51,1963.0,225800.0
653,md,1980,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0,,
654,md,1981,4413,3259,328,104,81,0,282,194,184.0,163.0,62.0,31.0,137.0,40.0,7.0,177625.0,180625.0,122396.0,71,1274,1082,106,1980.0,655100.0
655,md,1982,5314,3663,486,71,41,19,162,244,141.0,164.0,0.0,16.0,137.0,83.0,26.0,169276.0,166767.0,233125.0,88,1707,1318,131,1990.0,634400.0
656,md,1983,5652,3233,1204,380,174,117,148,218,38.0,132.0,31.0,30.0,403.0,338.0,10.0,116250.0,126528.0,99167.0,154,1606,968,273,1986.0,357000.0
657,md,1984,6266,3698,657,300,98,87,240,271,179.0,136.0,0.0,63.0,310.0,51.0,53.0,122143.0,124438.0,58125.0,289,1795,1211,187,1989.0,361000.0
658,md,1985,1943,1748,26,38,38,0,173,203,162.0,191.0,11.0,7.0,131.0,130.0,1.0,104125.0,100625.0,,26,648,602,11,1964.0,412700.0
659,md,1986,10427,5477,1217,337,215,73,455,407,328.0,288.0,47.0,50.0,595.0,330.0,66.0,151914.0,161806.0,170035.0,214,2745,1700,252,2003.0,467900.0
660,md,1987,5563,4776,304,91,91,0,337,349,300.0,336.0,0.0,0.0,111.0,90.0,21.0,140658.0,141842.0,,172,1654,1492,62,1984.0,431200.0
661,md,1988,5699,4050,683,202,150,32,382,467,245.0,354.0,81.0,48.0,440.0,198.0,64.0,105714.0,116892.0,56042.0,66,1493,1198,71,1985.0,321500.0
662,md,1989,2385,2042,130,94,94,0,121,157,108.0,147.0,7.0,0.0,56.0,51.0,0.0,146528.0,141375.0,236438.0,63,687,610,33,1968.0,427100.0
663,md,1990,8499,3134,1816,377,102,174,234,414,195.0,211.0,0.0,117.0,565.0,89.0,219.0,143066.0,143464.0,64900.0,163,1704,712,174,1996.0,469900.0
664,md,1991,7346,3145,2159,432,130,213,330,434,200.0,184.0,48.0,168.0,96.0,0.0,0.0,117574.0,123750.0,111875.0,80,1915,997,337,1995.0,350400.0
665,md,1992,6058,3505,1245,345,125,171,186,480,144.0,305.0,0.0,84.0,197.0,74.0,58.0,104280.0,109091.0,81250.0,156,1696,1192,270,1988.0,320500.0
666,md,1993,5811,2431,2108,368,199,169,207,297,83.0,197.0,34.0,89.0,431.0,270.0,76.0,73080.0,76853.0,47454.0,200,968,601,190,1989.0,243200.0
667,md,1994,6482,3636,1465,435,209,174,267,342,130.0,228.0,137.0,63.0,675.0,193.0,432.0,88790.0,106346.0,79866.0,249,1594,1121,227,1987.0,303100.0
668,md,1995,10025,4159,1495,239,100,122,270,297,160.0,162.0,27.0,75.0,350.0,148.0,90.0,145000.0,150446.0,140256.0,263,2567,1168,319,2006.0,442400.0
669,md,1996,6415,3473,1282,276,190,26,371,324,207.0,247.0,112.0,13.0,329.0,92.0,0.0,132011.0,141125.0,91815.0,139,1619,1007,153,2002.0,457600.0
670,md,1997,2063,1800,125,52,43,8,129,132,84.0,88.0,39.0,36.0,104.0,86.0,15.0,147708.0,148750.0,,75,674,604,44,1972.0,620900.0
671,md,1998,6783,5974,457,279,246,33,285,340,225.0,329.0,60.0,11.0,220.0,155.0,42.0,155775.0,149519.0,,190,1793,1643,63,1976.0,523300.0
672,md,1999,6540,5051,366,95,85,10,254,204,237.0,137.0,17.0,33.0,31.0,31.0,0.0,203281.0,203047.0,118333.0,192,2069,1687,62,1984.0,734200.0
673,md,2000,4243,2681,75,110,58,22,30,48,19.0,38.0,2.0,0.0,62.0,46.0,4.0,160777.0,161375.0,,76,1307,840,22,1980.0,592800.0
674,md,2001,7821,3233,507,158,46,94,157,250,52.0,93.0,14.0,38.0,443.0,27.0,114.0,183177.0,198229.0,,160,2085,944,83,1986.0,697600.0
675,md,2002,6040,3445,312,109,74,27,92,205,74.0,134.0,0.0,14.0,198.0,129.0,52.0,243235.0,250001.0,,123,1629,979,59,1992.0,1177000.0
676,md,2003,2245,1583,93,54,47,7,68,126,47.0,76.0,0.0,8.0,106.0,36.0,9.0,156354.0,156458.0,126719.0,36,624,485,29,1977.0,488000.0
677,md,2004,6356,2092,815,101,32,26,138,196,70.0,61.0,0.0,23.0,168.0,45.0,60.0,181941.0,196625.0,96850.0,64,1574,560,116,2004.0,589900.0
678,md,2005,6360,3137,985,211,72,78,236,234,69.0,126.0,21.0,36.0,575.0,58.0,197.0,149323.0,182802.0,70000.0,141,1696,891,125,1997.0,519600.0
679,md,2006,5303,3074,1045,364,215,133,241,437,179.0,271.0,32.0,148.0,508.0,317.0,191.0,85036.0,100380.0,62782.0,103,1233,780,197,1986.0,199600.0
680,md,2007,3008,2329,172,96,72,16,35,71,20.0,32.0,10.0,18.0,40.0,40.0,0.0,178409.0,174405.0,142917.0,28,912,721,43,1985.0,626800.0
681,md,2008,4753,3035,114,113,104,0,117,164,86.0,104.0,8.0,7.0,31.0,31.0,0.0,175000.0,178824.0,91250.0,51,1492,983,26,1990.0,615100.0
682,md,2009,3299,1562,219,97,36,23,196,120,101.0,56.0,13.0,0.0,373.0,144.0,64.0,87333.0,113594.0,,113,649,439,4,1973.0,380900.0
683,md,2010,4482,1743,1094,184,90,51,303,255,57.0,51.0,111.0,97.0,344.0,93.0,119.0,96250.0,112813.0,63600.0,88,761,363,96,1980.0,387400.0
684,md,2011,6482,3899,884,328,152,129,478,645,255.0,341.0,105.0,117.0,524.0,364.0,91.0,93112.0,101625.0,91042.0,122,1419,978,123,1977.0,363200.0
685,md,2012,6055,3215,923,213,93,42,339,207,193.0,106.0,74.0,33.0,271.0,151.0,67.0,116553.0,122375.0,103750.0,172,1594,1003,147,1981.0,405600.0
